machine	theorem	file	tier	method	n	t	contexts
1RB1RD_1LB0RC_0RC1LD_1LA0LD	nqh_1RB1RD_1LB0RC_0RC1LD_1LA0LD	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	107
1RB1RD_1LB1RC_0RC1LD_1LA0LD	nqh_1RB1RD_1LB1RC_0RC1LD_1LA0LD	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	88
1RB1RD_1LC0LA_0RB1LA_0RD0LC	nqh_1RB1RD_1LC0LA_0RB1LA_0RD0LC	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	117
1RB1RD_1LC0LA_1RB1LA_0RD0LC	nqh_1RB1RD_1LC0LA_1RB1LA_0RD0LC	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	93
1RB1RD_1LC0LB_1RA0LB_0RD0LA	nqh_1RB1RD_1LC0LB_1RA0LB_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	86
1RB1RD_1LC0LB_1RA0LB_0RD1LB	nqh_1RB1RD_1LC0LB_1RA0LB_0RD1LB	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	109
1RB1RD_1LC0LB_1RA0LD_0RD1LB	nqh_1RB1RD_1LC0LB_1RA0LD_0RD1LB	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	167
1RB1RD_1LC0LB_1RA0RD_0RD1LB	nqh_1RB1RD_1LC0LB_1RA0RD_0RD1LB	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	121
1RB1RD_1LC0LB_1RA1LA_0RD0LA	nqh_1RB1RD_1LC0LB_1RA1LA_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	98
1RB1RD_1LC0LB_1RA1LA_0RD1LB	nqh_1RB1RD_1LC0LB_1RA1LA_0RD1LB	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	133
1RB1RD_1LC0LB_1RA1LB_0RD0RC	nqh_1RB1RD_1LC0LB_1RA1LB_0RD0RC	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	6	0	3312
1RB1RD_1LC0LB_1RA1LB_0RD1LB	nqh_1RB1RD_1LC0LB_1RA1LB_0RD1LB	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	121
1RB1RD_1LC0LB_1RA1LB_0RD1LC	nqh_1RB1RD_1LC0LB_1RA1LB_0RD1LC	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	3	0	185
1RB1RD_1LC0LB_1RA1LC_0RD1LB	nqh_1RB1RD_1LC0LB_1RA1LC_0RD1LB	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	93
1RB1RD_1LC0LB_1RA1LD_0RD1LB	nqh_1RB1RD_1LC0LB_1RA1LD_0RD1LB	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	141
1RB1RD_1LC0LB_1RA1RD_0RD1LB	nqh_1RB1RD_1LC0LB_1RA1RD_0RD1LB	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	129
1RB1RD_1LC0RB_0LC0RA_1LA1LD	nqh_1RB1RD_1LC0RB_0LC0RA_1LA1LD	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	99
1RB1RD_1LC0RB_0LC1RD_1LA0RB	nqh_1RB1RD_1LC0RB_0LC1RD_1LA0RB	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	61
1RB1RD_1LC0RC_0RC1LD_1LA0LD	nqh_1RB1RD_1LC0RC_0RC1LD_1LA0LD	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	135
1RB1RD_1LC0RD_1LB1RA_0RB0LB	nqh_1RB1RD_1LC0RD_1LB1RA_0RB0LB	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	3	0	207
1RB1RD_1LC0RD_1LC1RA_0RB0LB	nqh_1RB1RD_1LC0RD_1LC1RA_0RB0LB	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	103
1RB1RD_1LC0RD_1RB1LA_0RD0LC	nqh_1RB1RD_1LC0RD_1RB1LA_0RD0LC	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	73
1RB1RD_1LC1LA_0LB0RA_1LB0RD	nqh_1RB1RD_1LC1LA_0LB0RA_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	123
1RB1RD_1LC1LA_0LB0RB_1LB0RD	nqh_1RB1RD_1LC1LA_0LB0RB_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	111
1RB1RD_1LC1LA_0LB1RA_1LB0RD	nqh_1RB1RD_1LC1LA_0LB1RA_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	187
1RB1RD_1LC1LA_0LB1RB_1LB0RD	nqh_1RB1RD_1LC1LA_0LB1RB_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	95
1RB1RD_1LC1LA_0LC1RB_1LB0RD	nqh_1RB1RD_1LC1LA_0LC1RB_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	70
1RB1RD_1LC1LA_0LC1RB_1LC0RD	nqh_1RB1RD_1LC1LA_0LC1RB_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	73
1RB1RD_1LC1LA_0RB0LC_0RD0LA	nqh_1RB1RD_1LC1LA_0RB0LC_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	139
1RB1RD_1LC1RB_0LC1LA_0RB0RD	nqh_1RB1RD_1LC1RB_0LC1LA_0RB0RD	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	137
1RB1RD_1LC1RC_1LA0LC_0RD0LA	nqh_1RB1RD_1LC1RC_1LA0LC_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	106
1RB1RD_1LC1RD_1LA0LC_0RD1LC	nqh_1RB1RD_1LC1RD_1LA0LC_0RD1LC	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	125
1RB1RD_1RC0RA_0LC1LB_1LC0RD	nqh_1RB1RD_1RC0RA_0LC1LB_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	93
1RB1RD_1RC1RA_0LC1LB_1LC0RD	nqh_1RB1RD_1RC1RA_0LC1LB_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	111
1RB1RD_1RC1RD_1LA0LC_0RD1LC	nqh_1RB1RD_1RC1RD_1LA0LC_0RD1LC	theories/Machines/ListCStage3/LCS3_fuel_13.v	R_NeverQH	fuel	2	0	127
0RB0LA_1LC1LD_1RD0RD_1LA0RC	nqh_0RB0LA_1LC1LD_1RD0RD_1LA0RC	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	133
0RB0LA_1RC0LC_1LA0RD_1LC0RD	nqh_0RB0LA_1RC0LC_1LA0RD_1LC0RD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	85
0RB0LA_1RC0LC_1LA1RD_1LC0RD	nqh_0RB0LA_1RC0LC_1LA1RD_1LC0RD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	157
0RB0LA_1RC0LD_1LD0RC_1LA0LA	nqh_0RB0LA_1RC0LD_1LD0RC_1LA0LA	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	85
0RB0LA_1RC0LD_1LD0RC_1LA1LB	nqh_0RB0LA_1RC0LD_1LD0RC_1LA1LB	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	107
0RB0LA_1RC0LD_1LD0RC_1LA1RC	nqh_0RB0LA_1RC0LD_1LD0RC_1LA1RC	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	78
0RB0LA_1RC1LC_1LA0RD_0RC0LC	nqh_0RB0LA_1RC1LC_1LA0RD_0RC0LC	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	99
0RB0LC_1LA1LC_1RD0RD_0LA1RB	nqh_0RB0LC_1LA1LC_1RD0RD_0LA1RB	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	113
0RB0LC_1LC0RC_1RD1LB_1LA0RD	nqh_0RB0LC_1LC0RC_1RD1LB_1LA0RD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	179
0RB0LC_1RC1RD_1LB0LA_1LC0RD	nqh_0RB0LC_1RC1RD_1LB0LA_1LC0RD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	84
0RB0LC_1RC1RD_1LB1LA_1LB0RD	nqh_0RB0LC_1RC1RD_1LB1LA_1LB0RD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	98
0RB0LC_1RC1RD_1LB1LA_1LC0RD	nqh_0RB0LC_1RC1RD_1LB1LA_1LC0RD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	94
0RB0RD_1RC0LD_1LD0RC_1LA1LB	nqh_0RB0RD_1RC0LD_1LD0RC_1LA1LB	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	87
0RB1LB_1RC1RD_1LB0LA_1LC0RD	nqh_0RB1LB_1RC1RD_1LB0LA_1LC0RD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	71
0RB1LC_0LC0RD_1RB1RD_1LA0LA	nqh_0RB1LC_0LC0RD_1RB1RD_1LA0LA	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	115
0RB1LC_1LA0LC_1RD0RD_1RB0LA	nqh_0RB1LC_1LA0LC_1RD0RD_1RB0LA	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	105
0RB1LD_1LC1RB_1RA0LC_1LA0LD	nqh_0RB1LD_1LC1RB_1RA0LC_1LA0LD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	153
0RB1LD_1LC1RB_1RA0LC_1RB0LD	nqh_0RB1LD_1LC1RB_1RA0LC_1RB0LD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	141
0RB1LD_1RC0LD_1RD0RC_1LA1RB	nqh_0RB1LD_1RC0LD_1RD0RC_1LA1RB	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	3	0	285
0RB1RB_1LC0RC_1LA1LD_1RC0LD	nqh_0RB1RB_1LC0RC_1LA1LD_1RC0LD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	107
0RB1RB_1LC0RD_1RD0LC_1LA0LA	nqh_0RB1RB_1LC0RD_1RD0LC_1LA0LA	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	121
0RB1RB_1LC0RD_1RD0LC_1LA1LC	nqh_0RB1RB_1LC0RD_1RD0LC_1LA1LC	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	97
0RB1RB_1LC1LD_1RB0RA_1RC0LD	nqh_0RB1RB_1LC1LD_1RB0RA_1RC0LD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	65
0RB1RB_1RC0LC_1LA1RD_1LC0RD	nqh_0RB1RB_1RC0LC_1LA1RD_1LC0RD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	103
0RB1RB_1RC0LD_1LD0RC_1LA0LA	nqh_0RB1RB_1RC0LD_1LD0RC_1LA0LA	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	108
0RB1RB_1RC0LD_1LD0RC_1LA1RC	nqh_0RB1RB_1RC0LD_1LD0RC_1LA1RC	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	87
0RB1RC_1LA1RB_0RC1LD_0LD0LA	nqh_0RB1RC_1LA1RB_0RC1LD_0LD0LA	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	159
0RB1RC_1RC0LC_1LA0RD_1LC0RD	nqh_0RB1RC_1RC0LC_1LA0RD_1LC0RD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	71
0RB1RC_1RC0LD_1LD0RC_1LA0LA	nqh_0RB1RC_1RC0LD_1LD0RC_1LA0LA	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	78
0RB1RC_1RC0LD_1LD0RC_1LA1LB	nqh_0RB1RC_1RC0LD_1LD0RC_1LA1LB	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	79
0RB1RC_1RC0LD_1LD0RC_1LA1RC	nqh_0RB1RC_1RC0LD_1LD0RC_1LA1RC	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	71
0RB1RC_1RC0LD_1LD0RC_1LA1RD	nqh_0RB1RC_1RC0LD_1LD0RC_1LA1RD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	103
0RB1RC_1RC1LC_1LA0RD_0RC0LC	nqh_0RB1RC_1RC1LC_1LA0RD_0RC0LC	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	71
0RB1RD_1RC0LC_1LA---_1LC0RD	nqh_0RB1RD_1RC0LC_1LAXXX_1LC0RD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	71
0RB1RD_1RC0LC_1LA0LA_1LB0RD	nqh_0RB1RD_1RC0LC_1LA0LA_1LB0RD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	128
0RB1RD_1RC1LD_0RD0LD_1LA0RC	nqh_0RB1RD_1RC1LD_0RD0LD_1LA0RC	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	79
1RB0LA_1LC0RB_0LC0RD_1RD1LA	nqh_1RB0LA_1LC0RB_0LC0RD_1RD1LA	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	171
1RB0LB_1LC---_0RA1RD_1LB0RD	nqh_1RB0LB_1LCXXX_0RA1RD_1LB0RD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	63
1RB0LB_1LC0LC_0RA1RD_1LA0RD	nqh_1RB0LB_1LC0LC_0RA1RD_1LA0RD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	120
1RB0LB_1LC0RD_0RA0LC_1LB0RD	nqh_1RB0LB_1LC0RD_0RA0LC_1LB0RD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	79
1RB0LB_1LC0RD_0RA1RB_1LB0RD	nqh_1RB0LB_1LC0RD_0RA1RB_1LB0RD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	63
1RB0LB_1LC1LC_1RA1RD_1LB0RD	nqh_1RB0LB_1LC1LC_1RA1RD_1LB0RD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	63
1RB0LB_1LC1RD_0RA0LC_1LB0RD	nqh_1RB0LB_1LC1RD_0RA0LC_1LB0RD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	151
1RB0LB_1LC1RD_0RA1RA_1LB0RD	nqh_1RB0LB_1LC1RD_0RA1RA_1LB0RD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	87
1RB0LB_1RC1RD_0LA1LA_1LB0RD	nqh_1RB0LB_1RC1RD_0LA1LA_1LB0RD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	105
1RB0LC_1LA0RD_0RB0LC_1LC0LA	nqh_1RB0LC_1LA0RD_0RB0LC_1LC0LA	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	93
1RB0LC_1LA0RD_0RB1RD_1LC0LA	nqh_1RB0LC_1LA0RD_0RB1RD_1LC0LA	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	121
1RB0LC_1LC0RB_1LD0LD_0RA0LD	nqh_1RB0LC_1LC0RB_1LD0LD_0RA0LD	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	79
1RB0LC_1LC0RB_1LD0LD_0RA1RA	nqh_1RB0LC_1LC0RB_1LD0LD_0RA1RA	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	102
1RB0LC_1LC0RB_1LD0LD_0RA1RB	nqh_1RB0LC_1LC0RB_1LD0LD_0RA1RB	theories/Machines/ListCStage3/LCS3_drift_00.v	R_NeverQH	drift	2	0	72
1RB0LC_1LC0RB_1LD1LA_0RA0LD	nqh_1RB0LC_1LC0RB_1LD1LA_0RA0LD	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	101
1RB0LC_1LC0RB_1LD1LA_0RA0RC	nqh_1RB0LC_1LC0RB_1LD1LA_0RA0RC	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	83
1RB0LC_1LC0RB_1LD1LA_0RA1RB	nqh_1RB0LC_1LC0RB_1LD1LA_0RA1RB	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	73
1RB0LC_1LC0RB_1LD1RB_0RA0LD	nqh_1RB0LC_1LC0RB_1LD1RB_0RA0LD	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	70
1RB0LC_1LC0RB_1LD1RB_0RA1RA	nqh_1RB0LC_1LC0RB_1LD1RB_0RA1RA	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	79
1RB0LC_1LC0RB_1LD1RB_0RA1RB	nqh_1RB0LC_1LC0RB_1LD1RB_0RA1RB	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	63
1RB0LC_1LC0RB_1LD1RC_0RA1RB	nqh_1RB0LC_1LC0RB_1LD1RC_0RA1RB	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	91
1RB0LC_1LC0RB_1RD0RD_0LA1LA	nqh_1RB0LC_1LC0RB_1RD0RD_0LA1LA	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	119
1RB0LC_1LC0RB_1RD1RB_0LA1LA	nqh_1RB0LC_1LC0RB_1RD1RB_0LA1LA	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	95
1RB0LC_1RC0RB_1LD1RA_0RA1LC	nqh_1RB0LC_1RC0RB_1LD1RA_0RA1LC	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	3	0	278
1RB0RB_0LC0LA_1LA1RD_1LC0RD	nqh_1RB0RB_0LC0LA_1LA1RD_1LC0RD	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	105
1RB0RB_1LB1RC_1LA1LD_0RC0LD	nqh_1RB0RB_1LB1RC_1LA1LD_0RC0LD	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	85
1RB0RB_1LC0RA_0LC0LD_1RD1RB	nqh_1RB0RB_1LC0RA_0LC0LD_1RD1RB	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	3	0	449
1RB0RB_1LC1RD_0RD0LC_1LA0LA	nqh_1RB0RB_1LC1RD_0RD0LC_1LA0LA	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	105
1RB0RB_1LC1RD_0RD0LC_1LA1LC	nqh_1RB0RB_1LC1RD_0RD0LC_1LA1LC	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	81
1RB0RB_1RC0LD_1LD0LA_0RC1LA	nqh_1RB0RB_1RC0LD_1LD0LA_0RC1LA	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	97
1RB0RB_1RC0LD_1LD0LA_1RB1LA	nqh_1RB0RB_1RC0LD_1LD0LA_1RB1LA	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	81
1RB0RC_0LA1RC_1LD0LD_1LA0RB	nqh_1RB0RC_0LA1RC_1LD0LD_1LA0RB	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	103
1RB0RC_1LA0LA_0RB1LD_1RC0LD	nqh_1RB0RC_1LA0LA_0RB1LD_1RC0LD	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	111
1RB0RC_1RC0LB_1LD1RD_1LA0LA	nqh_1RB0RC_1RC0LB_1LD1RD_1LA0LA	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	183
1RB0RC_1RC0LD_1LD0LA_0RB1LA	nqh_1RB0RC_1RC0LD_1LD0LA_0RB1LA	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	109
1RB0RD_0RC1RA_1LB0LC_1LC0RD	nqh_1RB0RD_0RC1RA_1LB0LC_1LC0RD	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	75
1RB0RD_1LC0LB_0RB1RA_1LB0RD	nqh_1RB0RD_1LC0LB_0RB1RA_1LB0RD	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	63
1RB1LA_0LA1LC_0LC1RD_0RD0RB	nqh_1RB1LA_0LA1LC_0LC1RD_0RD0RB	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	157
1RB1LA_1LC0RB_0LC1RD_0RD0LA	nqh_1RB1LA_1LC0RB_0LC1RD_0RD0LA	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	169
1RB1LB_1LC0RD_0RA0LC_0RB0LB	nqh_1RB1LB_1LC0RD_0RA0LC_0RB0LB	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	93
1RB1LB_1LC0RD_0RA1RB_0RB0LB	nqh_1RB1LB_1LC0RD_0RA1RB_0RB0LB	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	63
1RB1LB_1RC0RC_1LD0LA_1LA0RD	nqh_1RB1LB_1RC0RC_1LD0LA_1LA0RD	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	164
1RB1LB_1RC1RD_1LA0LA_0LB0RD	nqh_1RB1LB_1RC1RD_1LA0LA_0LB0RD	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	73
1RB1LB_1RC1RD_1LB0LA_1LC0RD	nqh_1RB1LB_1RC1RD_1LB0LA_1LC0RD	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	115
1RB1LC_0LC0RB_1RD0RD_1LA0LA	nqh_1RB1LC_0LC0RB_1RD0RD_1LA0LA	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	111
1RB1LC_0RC0LC_1LD0RB_0RA1RC	nqh_1RB1LC_0RC0LC_1LD0RB_0RA1RC	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	71
1RB1LC_1LC0LA_1RB1RD_1LB0RD	nqh_1RB1LC_1LC0LA_1RB1RD_1LB0RD	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	63
1RB1LD_1RC0LA_1LA0LD_1RB0RB	nqh_1RB1LD_1RC0LA_1LA0LD_1RB0RB	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	81
1RB1RC_0LA0RC_1LD0LD_0RB1LA	nqh_1RB1RC_0LA0RC_1LD0LD_0RB1LA	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	111
1RB1RC_0RC0LD_1LD0RB_1LA1LA	nqh_1RB1RC_0RC0LD_1LD0RB_1LA1LA	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	97
1RB1RC_0RC0LD_1LD0RC_1LA1LA	nqh_1RB1RC_0RC0LD_1LD0RC_1LA1LA	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	59
1RB1RC_1LA0LD_1LB0RC_---1LA	nqh_1RB1RC_1LA0LD_1LB0RC_XXX1LA	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	63
1RB1RC_1LA0LD_1LB0RC_0LB0RD	nqh_1RB1RC_1LA0LD_1LB0RC_0LB0RD	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	77
1RB1RC_1LA0LD_1LB0RC_0RA0LB	nqh_1RB1RC_1LA0LD_1LB0RC_0RA0LB	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	76
1RB1RC_1LA0LD_1LB0RD_0RC1LA	nqh_1RB1RC_1LA0LD_1LB0RD_0RC1LA	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	81
1RB1RC_1LA0LD_1LD0RC_1LA1LA	nqh_1RB1RC_1LA0LD_1LD0RC_1LA1LA	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	63
1RB1RC_1LA0RC_1LD0LA_0RB0LD	nqh_1RB1RC_1LA0RC_1LD0LA_0RB0LD	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	117
1RB1RC_1LA1LD_0RC0RB_0LD0LA	nqh_1RB1RC_1LA1LD_0RC0RB_0LD0LA	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	211
1RB1RC_1LA1LD_1LA0RC_0RA0LB	nqh_1RB1RC_1LA1LD_1LA0RC_0RA0LB	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	90
1RB1RC_1LA1LD_1LB0RC_0RA0LB	nqh_1RB1RC_1LA1LD_1LB0RC_0RA0LB	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	90
1RB1RC_1LC0RB_1LD1RA_0RD0LC	nqh_1RB1RC_1LC0RB_1LD1RA_0RD0LC	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	3	0	173
1RB1RC_1RC0LD_1LD0RC_1LA1LA	nqh_1RB1RC_1RC0LD_1LD0RC_1LA1LA	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	59
1RB1RD_0RC0LC_1LA1LA_1LC0RD	nqh_1RB1RD_0RC0LC_1LA1LA_1LC0RD	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	75
1RB1RD_1LC0LA_0RD0LC_1LA0RB	nqh_1RB1RD_1LC0LA_0RD0LC_1LA0RB	theories/Machines/ListCStage3/LCS3_drift_01.v	R_NeverQH	drift	2	0	133
