machine	theorem	file	tier	method	n	t	contexts
1RB0LC_1LA1LD_0RC1LA_1RC0LD	nqh_1RB0LC_1LA1LD_0RC1LA_1RC0LD	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	73
1RB0LC_1LA1RC_0RC1LD_1LA0LD	nqh_1RB0LC_1LA1RC_0RC1LD_1LA0LD	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	167
1RB0LC_1LA1RD_1LA0LA_0RD0LA	nqh_1RB0LC_1LA1RD_1LA0LA_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	110
1RB0LC_1LA1RD_1LA0LC_0RD0LA	nqh_1RB0LC_1LA1RD_1LA0LC_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	86
1RB0LC_1LA1RD_1LA0LC_0RD1LC	nqh_1RB0LC_1LA1RD_1LA0LC_0RD1LC	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	109
1RB0LC_1LB0LC_1RD1LC_0RD0LA	nqh_1RB0LC_1LB0LC_1RD1LC_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	117
1RB0LC_1LB1LA_1RD0LA_0RD0RB	nqh_1RB0LC_1LB1LA_1RD0LA_0RD0RB	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	3	0	369
1RB0LC_1LB1LA_1RD0LC_0RD1LA	nqh_1RB0LC_1LB1LA_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	97
1RB0LC_1LB1LC_1RD0LC_0RD0LA	nqh_1RB0LC_1LB1LC_1RD0LC_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	69
1RB0LC_1LB1LC_1RD0LC_0RD1LA	nqh_1RB0LC_1LB1LC_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	97
1RB0LC_1LB1LC_1RD1LC_0RD0LA	nqh_1RB0LC_1LB1LC_1RD1LC_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	109
1RB0LC_1LB1RC_0RC1LD_1LA0LD	nqh_1RB0LC_1LB1RC_0RC1LD_1LA0LD	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	159
1RB0LC_1LB1RC_1RD1LC_0RD0LA	nqh_1RB0LC_1LB1RC_1RD1LC_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	121
1RB0LC_1LC---_1RD1LC_0RD0LA	nqh_1RB0LC_1LCXXX_1RD1LC_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	109
1RB0LC_1LC0LA_1RD1LA_0RD0LA	nqh_1RB0LC_1LC0LA_1RD1LA_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	137
1RB0LC_1LC0LB_1RD1LA_0RD0LA	nqh_1RB0LC_1LC0LB_1RD1LA_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	171
1RB0LC_1LC0RB_0LC1LD_0RD1RA	nqh_1RB0LC_1LC0RB_0LC1LD_0RD1RA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	141
1RB0LC_1LC1LA_1RD0LC_0RD1LA	nqh_1RB0LC_1LC1LA_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	59
1RB0LC_1LC1LA_1RD0RB_0RD0LA	nqh_1RB0LC_1LC1LA_1RD0RB_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	111
1RB0LC_1LC1LB_1RD0RB_0RD0LA	nqh_1RB0LC_1LC1LB_1RD0RB_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	93
1RB0LC_1LC1RD_1LA0LC_0RD1LC	nqh_1RB0LC_1LC1RD_1LA0LC_0RD1LC	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	109
1RB0LC_1RC1RD_1LA0LC_0RD1LC	nqh_1RB0LC_1RC1RD_1LA0LC_0RD1LC	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	111
1RB0LD_0LB1LC_1RD0LC_0RD1LA	nqh_1RB0LD_0LB1LC_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	170
1RB0LD_0LC0LA_1RC1LB_0LB0RC	nqh_1RB0LD_0LC0LA_1RC1LB_0LB0RC	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	145
1RB0LD_0LC0LA_1RC1LD_0LB0RC	nqh_1RB0LD_0LC0LA_1RC1LD_0LB0RC	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	143
1RB0LD_0LC1LA_0RC1LA_1RC0LD	nqh_1RB0LD_0LC1LA_0RC1LA_1RC0LD	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	71
1RB0LD_0LC1RB_0RC1LA_1RC0LD	nqh_1RB0LD_0LC1RB_0RC1LA_1RC0LD	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	64
1RB0LD_0LC1RC_0RC1LD_1LA0LA	nqh_1RB0LD_0LC1RC_0RC1LD_1LA0LA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	177
1RB0LD_0RC0LC_1LD0RB_1LD1RA	nqh_1RB0LD_0RC0LC_1LD0RB_1LD1RA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	50
1RB0LD_0RC0RB_1LC1RA_0LA1LA	nqh_1RB0LD_0RC0RB_1LC1RA_0LA1LA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	183
1RB0LD_0RC1LA_1LA0RB_0LD1RB	nqh_1RB0LD_0RC1LA_1LA0RB_0LD1RB	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	115
1RB0LD_0RC1LA_1LA0RC_0LD1RB	nqh_1RB0LD_0RC1LA_1LA0RC_0LD1RB	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	103
1RB0LD_0RC1RA_1LC0RB_1LB1LD	nqh_1RB0LD_0RC1RA_1LC0RB_1LB1LD	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	171
1RB0LD_1LB1LC_1RD0LC_0RD1LA	nqh_1RB0LD_1LB1LC_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	135
1RB0LD_1LB1RC_0RC1LD_1LA0LD	nqh_1RB0LD_1LB1RC_0RC1LD_1LA0LD	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	113
1RB0LD_1LC0RB_0LC0RD_1LA1RD	nqh_1RB0LD_1LC0RB_0LC0RD_1LA1RD	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	101
1RB0LD_1LC0RB_0LC1LD_0RA---	nqh_1RB0LD_1LC0RB_0LC1LD_0RAXXX	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	77
1RB0LD_1LC0RB_0LC1LD_0RD1RA	nqh_1RB0LD_1LC0RB_0LC1LD_0RD1RA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	129
1RB0LD_1LC0RB_0LC1LD_1RA0RA	nqh_1RB0LD_1LC0RB_0LC1LD_1RA0RA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	77
1RB0LD_1LC0RB_0LC1LD_1RA1RA	nqh_1RB0LD_1LC0RB_0LC1LD_1RA1RA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	109
1RB0LD_1LC0RB_0LC1LD_1RC1RA	nqh_1RB0LD_1LC0RB_0LC1LD_1RC1RA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	121
1RB0LD_1LC0RB_0LC1LD_1RD1RA	nqh_1RB0LD_1LC0RB_0LC1LD_1RD1RA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	129
1RB0LD_1LC0RB_0RA0LC_1LD1RA	nqh_1RB0LD_1LC0RB_0RA0LC_1LD1RA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	285
1RB0LD_1LC0RB_1RC1LA_0LD0RA	nqh_1RB0LD_1LC0RB_1RC1LA_0LD0RA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	61
1RB0LD_1LC0RD_0LC1LD_0RB1RA	nqh_1RB0LD_1LC0RD_0LC1LD_0RB1RA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	3	0	238
1RB0LD_1LC1LA_0RC1LA_1RC0LD	nqh_1RB0LD_1LC1LA_0RC1LA_1RC0LD	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	97
1RB0LD_1LC1RC_0RC1LD_1LA0LA	nqh_1RB0LD_1LC1RC_0RC1LD_1LA0LA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	169
1RB0LD_1LC1RD_1LA0LC_0RD1LC	nqh_1RB0LD_1LC1RD_1LA0LC_0RD1LC	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	155
1RB0LD_1RC0RB_1LA0LA_1LD0RC	nqh_1RB0LD_1RC0RB_1LA0LA_1LD0RC	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	109
1RB0LD_1RC0RB_1LA0LB_0LD0RC	nqh_1RB0LD_1RC0RB_1LA0LB_0LD0RC	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	77
1RB0LD_1RC0RB_1LA0LB_0LD1RB	nqh_1RB0LD_1RC0RB_1LA0LB_0LD1RB	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	95
1RB0LD_1RC0RB_1LA1LB_0LD0RC	nqh_1RB0LD_1RC0RB_1LA1LB_0LD0RC	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	81
1RB0LD_1RC0RB_1LA1LB_0LD1RB	nqh_1RB0LD_1RC0RB_1LA1LB_0LD1RB	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	101
1RB0LD_1RC1RD_1LA0LC_0RD1LC	nqh_1RB0LD_1RC1RD_1LA0LC_0RD1LC	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	160
1RB0RA_0RC0LA_1LD0RB_0LD1LA	nqh_1RB0RA_0RC0LA_1LD0RB_0LD1LA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	147
1RB0RA_0RC0LA_1LD0RC_0LD1LA	nqh_1RB0RA_0RC0LA_1LD0RC_0LD1LA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	61
1RB0RA_1LC0RB_0LC1LD_1RD0LA	nqh_1RB0RA_1LC0RB_0LC1LD_1RD0LA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	77
1RB0RA_1LC0RB_0LC1RD_1LA1LD	nqh_1RB0RA_1LC0RB_0LC1RD_1LA1LD	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	124
1RB0RA_1LC1LD_1RC0LD_0LC1RA	nqh_1RB0RA_1LC1LD_1RC0LD_0LC1RA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	213
1RB0RA_1LC1RA_0LD0LC_1RD1LB	nqh_1RB0RA_1LC1RA_0LD0LC_1RD1LB	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	201
1RB0RA_1RC0RC_1LD0RC_0LD0LA	nqh_1RB0RA_1RC0RC_1LD0RC_0LD0LA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	207
1RB0RB_0LB1RC_1LD0RC_0LB1LA	nqh_1RB0RB_0LB1RC_1LD0RC_0LB1LA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	153
1RB0RB_0LB1RC_1LD0RC_0LD1LA	nqh_1RB0RB_0LB1RC_1LD0RC_0LD1LA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	153
1RB0RB_0LB1RC_1LD0RC_1LB1LA	nqh_1RB0RB_0LB1RC_1LD0RC_1LB1LA	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	177
1RB0RB_0LC0LD_0RC1LD_1LA1RC	nqh_1RB0RB_0LC0LD_0RC1LD_1LA1RC	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	129
1RB0RB_0LC0RA_1LC0LD_1RA1LD	nqh_1RB0RB_0LC0RA_1LC0LD_1RA1LD	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	253
1RB0RB_0LC1LD_0RC1LA_1RA0LD	nqh_1RB0RB_0LC1LD_0RC1LA_1RA0LD	theories/Machines/ListCStage3/LCS3_fuel_03.v	R_NeverQH	fuel	2	0	93
1RB0RB_0LC1RD_0LB1LA_1LB0RD	nqh_1RB0RB_0LC1RD_0LB1LA_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	189
1RB0RB_0LC1RD_0LB1LA_1LC0RD	nqh_1RB0RB_0LC1RD_0LB1LA_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	197
1RB0RB_0LC1RD_0LC1LA_1LB0RD	nqh_1RB0RB_0LC1RD_0LC1LA_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	165
1RB0RB_0LC1RD_0LC1LA_1LC0RD	nqh_1RB0RB_0LC1RD_0LC1LA_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	165
1RB0RB_0LC1RD_1LB1LA_1LB0RD	nqh_1RB0RB_0LC1RD_1LB1LA_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	169
1RB0RB_0RC0LA_1LD1LA_0LD1RB	nqh_1RB0RB_0RC0LA_1LD1LA_0LD1RB	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	115
1RB0RB_0RC0LA_1LD1LA_0LD1RC	nqh_1RB0RB_0RC0LA_1LD1LA_0LD1RC	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	101
1RB0RB_0RC0LA_1LD1RC_0LD1RB	nqh_1RB0RB_0RC0LA_1LD1RC_0LD1RB	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	167
1RB0RB_0RC0LC_1LD0RB_1LD1RA	nqh_1RB0RB_0RC0LC_1LD0RB_1LD1RA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	50
1RB0RB_0RC0LD_0RD0RA_1LD1RB	nqh_1RB0RB_0RC0LD_0RD0RA_1LD1RB	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	129
1RB0RB_0RC0LD_0RD0RA_1LD1RC	nqh_1RB0RB_0RC0LD_0RD0RA_1LD1RC	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	144
1RB0RB_0RC0LD_0RD0RB_1LD1RA	nqh_1RB0RB_0RC0LD_0RD0RB_1LD1RA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	165
1RB0RB_0RC0LD_1LD0RB_1LD1RA	nqh_1RB0RB_0RC0LD_1LD0RB_1LD1RA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	54
1RB0RB_0RC0RA_1LD1LC_0LD1RB	nqh_1RB0RB_0RC0RA_1LD1LC_0LD1RB	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	207
1RB0RB_0RC0RD_1LC1RA_0RB0LC	nqh_1RB0RB_0RC0RD_1LC1RA_0RB0LC	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	149
1RB0RB_0RC1RB_1LD0RB_0LD1LA	nqh_1RB0RB_0RC1RB_1LD0RB_0LD1LA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	171
1RB0RB_0RC1RB_1LD0RC_0LD1LA	nqh_1RB0RB_0RC1RB_1LD0RC_0LD1LA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	127
1RB0RB_0RC1RC_1LD0RB_0LD1LA	nqh_1RB0RB_0RC1RC_1LD0RB_0LD1LA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	179
1RB0RB_0RC1RC_1LD0RC_0LD1LA	nqh_1RB0RB_0RC1RC_1LD0RC_0LD1LA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	147
1RB0RB_0RC1RD_0LC1LA_1LC0RD	nqh_1RB0RB_0RC1RD_0LC1LA_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	191
1RB0RB_1LA1LC_1RD0LC_0RD0LA	nqh_1RB0RB_1LA1LC_1RD0LC_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	107
1RB0RB_1LA1RC_1LD0RC_0LD0LA	nqh_1RB0RB_1LA1RC_1LD0RC_0LD0LA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	94
1RB0RB_1LA1RC_1LD0RC_0LD1LA	nqh_1RB0RB_1LA1RC_1LD0RC_0LD1LA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	159
1RB0RB_1LB0LC_1LA1RD_0RD0LA	nqh_1RB0RB_1LB0LC_1LA1RD_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	81
1RB0RB_1LB0LC_1LA1RD_0RD1LC	nqh_1RB0RB_1LB0LC_1LA1RD_0RD1LC	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	103
1RB0RB_1LB1RC_1LD0RC_0LD1LA	nqh_1RB0RB_1LB1RC_1LD0RC_0LD1LA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	147
1RB0RB_1LC0LA_0LC1RD_1LA0RD	nqh_1RB0RB_1LC0LA_0LC1RD_1LA0RD	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	117
1RB0RB_1LC0LA_1RD0LC_0RD1LA	nqh_1RB0RB_1LC0LA_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	91
1RB0RB_1LC0LC_1LA1RD_0RD0LA	nqh_1RB0RB_1LC0LC_1LA1RD_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	117
1RB0RB_1LC0LD_0RC1LD_1LA1RC	nqh_1RB0RB_1LC0LD_0RC1LD_1LA1RC	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	161
1RB0RB_1LC0RA_1LD1RA_0LD1RB	nqh_1RB0RB_1LC0RA_1LD1RA_0LD1RB	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	165
1RB0RB_1LC0RB_0LC1LD_0RD1RA	nqh_1RB0RB_1LC0RB_0LC1LD_0RD1RA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	161
1RB0RB_1LC0RB_0LD1RA_0LD1RB	nqh_1RB0RB_1LC0RB_0LD1RA_0LD1RB	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	61
1RB0RB_1LC0RB_0LD1RA_1LC1RB	nqh_1RB0RB_1LC0RB_0LD1RA_1LC1RB	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	59
1RB0RB_1LC0RB_0LD1RA_1LC1RD	nqh_1RB0RB_1LC0RB_0LD1RA_1LC1RD	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	59
1RB0RB_1LC0RB_1LD1RA_0LD1RB	nqh_1RB0RB_1LC0RB_1LD1RA_0LD1RB	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	64
1RB0RB_1LC0RB_1LD1RC_0LC1RA	nqh_1RB0RB_1LC0RB_1LD1RC_0LC1RA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	83
1RB0RB_1LC0RD_1LA0LC_1RD0LA	nqh_1RB0RB_1LC0RD_1LA0LC_1RD0LA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	109
1RB0RB_1LC0RD_1LC1RA_0RB0LB	nqh_1RB0RB_1LC0RD_1LC1RA_0RB0LB	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	44
1RB0RB_1LC0RD_1LC1RA_0RB0LC	nqh_1RB0RB_1LC0RD_1LC1RA_0RB0LC	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	48
1RB0RB_1LC1LD_0LC0LD_0RA1RA	nqh_1RB0RB_1LC1LD_0LC0LD_0RA1RA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	123
1RB0RB_1LC1LD_0LC1RB_0RA1RA	nqh_1RB0RB_1LC1LD_0LC1RB_0RA1RA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	87
1RB0RB_1LC1RC_1LD1LA_0LD0RA	nqh_1RB0RB_1LC1RC_1LD1LA_0LD0RA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	111
1RB0RB_1LC1RD_0LB1LA_1LC0RD	nqh_1RB0RB_1LC1RD_0LB1LA_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	157
1RB0RB_1LC1RD_0LC0RD_0LA1LA	nqh_1RB0RB_1LC1RD_0LC0RD_0LA1LA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	119
1RB0RB_1LC1RD_0LC1LA_1LB0RD	nqh_1RB0RB_1LC1RD_0LC1LA_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	197
1RB0RB_1LC1RD_0LC1LA_1LC0RD	nqh_1RB0RB_1LC1RD_0LC1LA_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	149
1RB0RB_1LC1RD_0LC1RB_0LA1LA	nqh_1RB0RB_1LC1RD_0LC1RB_0LA1LA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	95
1RB0RB_1LC1RD_0LC1RB_1LD0RA	nqh_1RB0RB_1LC1RD_0LC1RB_1LD0RA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	167
1RB0RB_1RC---_1LD0RC_0LD0LA	nqh_1RB0RB_1RCXXX_1LD0RC_0LD0LA	theories/Machines/ListCStage3/LCS3_fuel_04.v	R_NeverQH	fuel	2	0	211
1RB0RB_1RC0LA_1LD0RC_0LD1LA	nqh_1RB0RB_1RC0LA_1LD0RC_0LD1LA	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	139
1RB0RB_1RC0LD_1LB0LA_0LD1RB	nqh_1RB0RB_1RC0LD_1LB0LA_0LD1RB	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	95
1RB0RB_1RC0RA_1LC1LD_0LD1RB	nqh_1RB0RB_1RC0RA_1LC1LD_0LD1RB	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	159
1RB0RB_1RC0RC_0RD1RD_1LD0RA	nqh_1RB0RB_1RC0RC_0RD1RD_1LD0RA	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	4	0	156
1RB0RB_1RC1LD_1LA0LA_0LD0RC	nqh_1RB0RB_1RC1LD_1LA0LA_0LD0RC	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	107
1RB0RB_1RC1LD_1LA0LA_0LD1RB	nqh_1RB0RB_1RC1LD_1LA0LA_0LD1RB	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	123
1RB0RB_1RC1RC_1LD0RC_0LD1LA	nqh_1RB0RB_1RC1RC_1LD0RC_0LD1LA	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	155
1RB0RB_1RC1RD_0LC1LA_1LC0RD	nqh_1RB0RB_1RC1RD_0LC1LA_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	171
1RB0RC_0LA1RC_1LA1LD_0LD0RB	nqh_1RB0RC_0LA1RC_1LA1LD_0LD0RB	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	123
1RB0RC_0LB1LA_---1RD_1LB0RD	nqh_1RB0RC_0LB1LA_XXX1RD_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	99
1RB0RC_0LB1LA_0LB1RD_1LC0RD	nqh_1RB0RC_0LB1LA_0LB1RD_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	97
1RB0RC_0LB1LA_0RD1RC_1LB0RC	nqh_1RB0RC_0LB1LA_0RD1RC_1LB0RC	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	197
1RB0RC_0LB1LA_0RD1RC_1LB0RD	nqh_1RB0RC_0LB1LA_0RD1RC_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	81
1RB0RC_0LB1LA_0RD1RD_1LB0RC	nqh_1RB0RC_0LB1LA_0RD1RD_1LB0RC	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	187
1RB0RC_0LB1LA_1LB1RD_1LC0RD	nqh_1RB0RC_0LB1LA_1LB1RD_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	110
1RB0RC_0LB1RC_0RD0LA_1LB1RD	nqh_1RB0RC_0LB1RC_0RD0LA_1LB1RD	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	171
