machine	theorem	file
1RB1RC_0LA0RD_0RD0RC_1LD1LA	ir_1RB1RC_0LA0RD_0RD0RC_1LD1LA_never_quasihalts	theories/Machines/IRules_Batch_07.v
1RB1LA_0LA1RC_0LD0RD_1LA1RD	ir_1RB1LA_0LA1RC_0LD0RD_1LA1RD_never_quasihalts	theories/Machines/IRules_Batch_07.v
1RB0LB_1RC1RB_0LD0RB_1RA1LD	ir_1RB0LB_1RC1RB_0LD0RB_1RA1LD_never_quasihalts	theories/Machines/IRules_Batch_07.v
1RB1RC_1RC1RB_0LD0RB_1RA1LD	ir_1RB1RC_1RC1RB_0LD0RB_1RA1LD_never_quasihalts	theories/Machines/IRules_Batch_07.v
1RB1RA_0LC0LD_1RB1LC_1RA1LD	ir_1RB1RA_0LC0LD_1RB1LC_1RA1LD_never_quasihalts	theories/Machines/IRules_Batch_07.v
1RB1LA_0RC1RD_1LA1RC_1RC0RC	ir_1RB1LA_0RC1RD_1LA1RC_1RC0RC_never_quasihalts	theories/Machines/IRules_Batch_07.v
1RB0RC_1LA1RB_1LD1RC_1LA1LD	ir_1RB0RC_1LA1RB_1LD1RC_1LA1LD_never_quasihalts	theories/Machines/IRules_Batch_07.v
1RB1RD_0RC0RC_1LC1LA_0LB0RD	ir_1RB1RD_0RC0RC_1LC1LA_0LB0RD_never_quasihalts	theories/Machines/IRules_Batch_07.v
1RB1RD_0RC0RC_1LC1LA_0RB0RD	ir_1RB1RD_0RC0RC_1LC1LA_0RB0RD_never_quasihalts	theories/Machines/IRules_Batch_07.v
1RB1LA_0LA1RC_1LA0RD_1LA1RD	ir_1RB1LA_0LA1RC_1LA0RD_1LA1RD_never_quasihalts	theories/Machines/IRules_Batch_07.v
1RB1LB_1RC0LD_1LA1RC_1RC1LD	ir_1RB1LB_1RC0LD_1LA1RC_1RC1LD_never_quasihalts	theories/Machines/IRules_Batch_07.v
1RB1RD_0RC0RC_1LC1LA_0RC0RD	ir_1RB1RD_0RC0RC_1LC1LA_0RC0RD_never_quasihalts	theories/Machines/IRules_Batch_08.v
1RB1RD_0RC0RC_1LC1LA_1LC0RD	ir_1RB1RD_0RC0RC_1LC1LA_1LC0RD_never_quasihalts	theories/Machines/IRules_Batch_08.v
1RB1LC_1LA1RB_0RB0LD_1RB1LD	ir_1RB1LC_1LA1RB_0RB0LD_1RB1LD_never_quasihalts	theories/Machines/IRules_Batch_08.v
1RB1LC_1LA1RB_0RB0LD_1LC1LD	ir_1RB1LC_1LA1RB_0RB0LD_1LC1LD_never_quasihalts	theories/Machines/IRules_Batch_08.v
1RB1LA_0LC0LC_1RD1RC_0LA0RC	ir_1RB1LA_0LC0LC_1RD1RC_0LA0RC_never_quasihalts	theories/Machines/IRules_Batch_08.v
1RB1LA_0LC1RD_1RD1RC_0LA0RC	ir_1RB1LA_0LC1RD_1RD1RC_0LA0RC_never_quasihalts	theories/Machines/IRules_Batch_08.v
1RB1RD_0LC0LA_1LC1LA_0RC0RD	ir_1RB1RD_0LC0LA_1LC1LA_0RC0RD_never_quasihalts	theories/Machines/IRules_Batch_08.v
1RB0RC_0RC1RB_1LD1RC_1LA1LD	ir_1RB0RC_0RC1RB_1LD1RC_1LA1LD_never_quasihalts	theories/Machines/IRules_Batch_08.v
1RB1LA_1LB1RC_0LA0RD_1RC1RD	ir_1RB1LA_1LB1RC_0LA0RD_1RC1RD_never_quasihalts	theories/Machines/IRules_Batch_08.v
1RB1RD_0LC1RD_1LC1LA_1LB0RD	ir_1RB1RD_0LC1RD_1LC1LA_1LB0RD_never_quasihalts	theories/Machines/IRules_Batch_08.v
