machine	quiet_state	n	t	gate	ms	closure_size
0RB1LA_1LC1RB_0RD1LA_1RB0RD	D	2	1280	count-lex	90	15
0RB1LA_1LC1RB_0RD1LA_1RB1RC	D	2	1280	count-lex	87	21
0RB1LA_1LC1RB_0RD1LA_1RC1LD	D	2	1280	count-lex	78	15
0RB1LA_1LC1RB_0RD1RA_---1LA	D	2	1280	count-lex	240	18
0RB1LA_1LC1RB_0RD1RA_0LA1RD	D	2	1280	count-lex	166	18
0RB1LA_1LC1RB_0RD1RA_0LB1RC	D	2	1280	count-lex	219	18
0RB1LA_1LC1RB_0RD1RA_0LB1RD	D	2	1280	count-lex	258	18
0RB1LA_1LC1RB_0RD1RA_0RA1LD	D	2	1280	count-lex	260	18
0RB1LA_1LC1RB_0RD1RA_0RB1LD	D	2	1280	count-lex	369	18
0RB1LA_1LC1RB_0RD1RA_1LA0LC	D	2	1280	count-lex	308	18
0RB1LA_1LC1RB_0RD1RA_1LA0LD	D	2	1280	count-lex	238	18
0RB1LA_1LC1RB_0RD1RA_1LA0RC	D	2	1280	count-lex	180	18
0RB1LA_1LC1RB_0RD1RA_1LA0RD	D	2	1280	count-lex	355	18
0RB1LA_1LC1RB_0RD1RA_1LA1RC	D	2	1280	count-lex	324	24
0RB1LA_1LC1RB_0RD1RA_1RB0LC	D	2	1280	count-lex	195	18
0RB1LA_1LC1RB_0RD1RA_1RB0LD	D	2	1280	count-lex	175	18
0RB1LA_1LC1RB_0RD1RA_1RB0RC	D	2	1280	count-lex	262	18
0RB1LA_1LC1RB_0RD1RA_1RB0RD	D	2	1280	count-lex	157	18
0RB1LA_1LC1RB_0RD1RA_1RB1RC	D	2	1280	count-lex	261	24
0RB1LA_1LC1RB_1LD1LA_0RA---	D	2	1280	count-lex	156	15
0RB1LA_1LC1RB_1LD1LA_0RC---	D	2	1280	count-lex	232	15
0RB1LA_1LC1RB_1LD1LA_0RD0RB	D	2	1280	count-lex	144	15
0RB1LA_1LC1RB_1LD1LA_0RD1LA	D	2	1280	count-lex	246	15
0RB1LA_1LC1RB_1LD1LA_0RD1RA	D	2	1280	count-lex	132	15
0RB1LA_1LC1RB_1LD1LA_0RD1RC	D	2	1280	count-lex	133	15
0RB1LA_1LC1RB_1LD1LA_1RD0LA	D	2	1280	count-lex	292	15
0RB1LA_1LC1RB_1LD1LA_1RD0LC	D	2	1280	count-lex	157	15
0RB1LA_1LC1RB_1LD1LA_1RD0RB	D	2	1280	count-lex	89	21
0RB1LA_1LC1RB_1LD1RA_0RD0RA	D	2	1280	count-lex	179	18
0RB1LA_1LC1RB_1LD1RA_0RD0RB	D	2	1280	count-lex	312	18
0RB1LA_1LC1RB_1LD1RA_0RD0RC	D	2	1280	count-lex	80	18
0RB1LA_1LC1RB_1LD1RA_1RD0LC	D	2	1280	count-lex	251	24
0RB1LA_1LC1RB_1LD1RA_1RD0RA	D	2	1280	count-lex	204	24
0RB1LA_1LC1RB_1LD1RA_1RD0RB	D	2	1280	count-lex	407	24
0RB1LA_1LC1RB_1LD1RA_1RD0RC	D	2	1280	count-lex	97	24
0RB1LA_1LC1RB_1LD1RD_1RA0RB	A	2	1999	rank	217	14
0RB1LA_1LC1RB_1RA1LD_0RB1LD	A	2	1280	count-lex	202	15
0RB1LA_1LC1RB_1RD1LA_---0LA	D	2	1280	count-lex	93	15
0RB1LA_1LC1RB_1RD1LA_---0LB	D	2	1280	count-lex	70	15
0RB1LA_1LC1RB_1RD1LA_---0LC	D	2	1280	count-lex	131	15
0RB1LA_1LC1RB_1RD1LA_---1LA	D	2	1280	count-lex	222	15
0RB1LA_1LC1RB_1RD1LA_---1LC	D	2	1280	count-lex	116	15
0RB1LA_1LC1RB_1RD1LA_0LA1RD	D	2	1280	count-lex	68	15
0RB1LA_1LC1RB_1RD1LA_0LB0RC	D	2	1280	count-lex	186	21
0RB1LA_1LC1RB_1RD1LA_0LB0RD	D	2	1280	count-lex	138	15
0RB1LA_1LC1RB_1RD1LA_0LC0RD	D	2	1280	count-lex	158	15
0RB1LA_1LC1RB_1RD1LA_0LC1RD	D	2	1280	count-lex	78	15
0RB1LA_1LC1RB_1RD1LA_0RA1LD	D	2	1280	count-lex	79	15
0RB1LA_1LC1RB_1RD1LA_0RB1LD	D	2	1280	count-lex	236	15
0RB1LA_1LC1RB_1RD1LA_0RC1LD	D	2	1280	count-lex	143	15
0RB1LA_1LC1RB_1RD1LA_1LA0RC	D	2	1280	count-lex	88	21
0RB1LA_1LC1RB_1RD1LA_1LA0RD	D	2	1280	count-lex	135	21
0RB1LA_1LC1RB_1RD1LA_1LB0RC	D	2	1280	count-lex	143	21
0RB1LA_1LC1RB_1RD1LA_1LC0RC	D	2	1280	count-lex	88	21
0RB1LA_1LC1RB_1RD1LA_1RB0LD	D	2	1280	count-lex	140	15
0RB1LA_1LC1RB_1RD1LA_1RB0RD	D	2	1280	count-lex	135	21
0RB1LA_1LC1RB_1RD1RA_---0LA	D	2	1280	count-lex	305	18
0RB1LA_1LC1RB_1RD1RA_---0LB	D	2	1280	count-lex	195	18
0RB1LA_1LC1RB_1RD1RA_0LA0RC	D	2	1280	count-lex	188	24
0RB1LA_1LC1RB_1RD1RA_0LB0RC	D	2	1280	count-lex	369	24
0RB1LA_1LC1RB_1RD1RA_0LB0RD	D	2	1280	count-lex	258	18
0RB1LA_1LC1RB_1RD1RA_0LC1LD	D	2	1280	count-lex	207	24
0RB1LA_1LC1RB_1RD1RA_0RC1LD	D	2	1280	count-lex	206	18
0RB1LA_1LC1RB_1RD1RA_1LA0LD	D	2	1280	count-lex	248	18
0RB1LA_1LC1RB_1RD1RA_1LA0RD	D	2	1280	count-lex	300	24
0RB1LA_1LC1RB_1RD1RA_1LC0RC	D	2	1280	count-lex	188	24
0RB1LA_1LC1RB_1RD1RA_1RB0LD	D	2	1280	count-lex	226	18
0RB1LA_1LC1RB_1RD1RA_1RB0RD	D	2	1280	count-lex	457	24
0RB1LA_1LC1RB_1RD1RA_1RB1RC	D	2	1280	count-lex	335	18
0RB1LA_1LC1RD_0RA---_1LA1RD	C	2	1280	count-lex	205	15
0RB1LA_1LC1RD_0RA1LD_1RB0LD	A	2	1999	rank	256	14
0RB1LA_1LC1RD_0RB---_1LA1RD	C	2	1280	count-lex	156	15
0RB1LA_1LC1RD_0RC0LD_1LA1RD	C	2	1280	count-lex	184	15
0RB1LA_1LC1RD_0RC0RD_1LA1RD	C	2	1280	count-lex	175	15
0RB1LA_1LC1RD_0RC1LA_1LA1RD	C	2	1280	count-lex	207	15
0RB1LA_1LC1RD_0RC1LD_1LA1RD	C	2	1280	count-lex	239	15
0RB1LA_1LC1RD_0RC1RB_1LA1RD	C	2	1280	count-lex	112	15
0RB1LA_1LC1RD_0RC1RD_1LA1RD	C	2	1280	count-lex	228	15
0RB1LA_1LC1RD_0RD---_1LA1RD	C	2	1280	count-lex	251	15
0RB1LA_1LC1RD_1RA---_1LA1RD	C	2	1280	count-lex	136	15
0RB1LA_1LC1RD_1RC0LA_1LA1RD	C	2	1280	count-lex	285	15
0RB1LA_1LC1RD_1RC0LB_1LA0RD	C	2	1999	rank	101	12
0RB1LA_1LC1RD_1RC0LB_1LA1RD	C	2	1280	count-lex	237	15
0RB1LA_1LC1RD_1RC0LD_1LA1RD	C	2	1280	count-lex	168	15
0RB1LA_1LC1RD_1RC0RD_1LA1RD	C	2	1280	count-lex	221	21
0RB1LA_1LC1RD_1RC1LA_1LA1RD	C	2	1280	count-lex	163	15
0RB1LA_1RC1LB_0LA1LD_0LB1RD	A	2	1280	count-lex	242	18
0RB1LA_1RC1LB_0LA1RD_0LB1RD	A	2	1280	count-lex	122	15
0RB1LA_1RC1LB_1LA1RD_1LB0RD	A	2	1999	count-lex	203	32
0RB1LA_1RC1LD_0LA1RD_1LB0RD	A	2	1999	rank	254	14
0RB1LA_1RC1RD_0LA---_1LA1RD	C	2	1280	count-lex	299	15
0RB1LA_1RC1RD_0LB---_1LA1RD	C	2	1280	count-lex	205	15
0RB1LA_1RC1RD_0LC0LD_1LA1RD	C	2	1280	count-lex	230	15
0RB1LA_1RC1RD_0LC0RD_1LA1RD	C	2	1280	count-lex	332	15
0RB1LA_1RC1RD_0LC1LA_1LA1RD	C	2	1280	count-lex	352	15
0RB1LA_1RC1RD_0LC1LB_1LA1RD	C	2	1280	count-lex	140	15
0RB1LA_1RC1RD_0LC1LD_1LA1RD	C	2	1280	count-lex	179	15
0RB1LA_1RC1RD_0LC1RD_1LA1RD	C	2	1280	count-lex	316	15
0RB1LA_1RC1RD_0LD---_1LA1RD	C	2	1280	count-lex	140	15
0RB1LA_1RC1RD_0RD---_1LA1RD	C	2	1280	count-lex	284	21
0RB1LA_1RC1RD_1LA---_1LA1RD	C	2	1280	count-lex	195	15
0RB1LA_1RC1RD_1LC0RA_1LA1RD	C	2	1280	count-lex	261	15
0RB1LA_1RC1RD_1LC0RB_1LA0RD	C	2	1999	rank	92	12
0RB1LA_1RC1RD_1LC0RB_1LA1RD	C	2	1280	count-lex	218	15
0RB1LA_1RC1RD_1LC0RD_1LA1RD	C	2	1280	count-lex	189	15
0RB1LA_1RC1RD_1LC1LA_1LA1RD	C	2	1280	count-lex	168	15
0RB1LA_1RC1RD_1LC1RA_1LA1RD	C	2	1280	count-lex	208	15
0RB1LA_1RC1RD_1RD---_1LA0RD	C	2	1999	rank	92	12
0RB1LB_0RC1LB_1LD1RC_0RA1LB	A	2	1280	count-lex	91	15
0RB1LB_0RC1LB_1LD1RC_0RA1RB	A	2	1280	count-lex	326	18
0RB1LB_0RC1LB_1LD1RC_1RA1LB	A	2	1280	count-lex	92	15
0RB1LB_1LC1LA_1RC1RD_1LB0RD	A	2	1280	rank	152	20
0RB1LB_1LC1RB_1RA1LD_1RB0LD	A	2	1999	count-lex	200	32
0RB1LB_1RC0LD_0LA1RD_1LB0RD	A	2	1280	rank	193	18
0RB1LB_1RC0LD_1LA0RD_1LB1LD	A	2	1999	count-lex	221	41
0RB1LB_1RC1LB_0LA1RD_0LB1RD	A	2	1280	count-lex	193	15
0RB1LC_0LC---_0LD1RC_1RA1LD	B	2	1280	count-lex	57	18
0RB1LC_0LC---_1RD0LC_0LA1RD	B	2	1999	rank	126	12
0RB1LC_0LC---_1RD0LC_1LA0RC	B	2	1999	rank	83	18
0RB1LC_0LC---_1RD0LC_1LA1RA	B	2	1999	rank	166	10
0RB1LC_0LC---_1RD1LC_0LA1RD	B	2	1280	count-lex	59	15
0RB1LC_0LC1RB_1RD1LC_0LA1LB	A	2	1280	count-lex	208	18
0RB1LC_0LC1RB_1RD1LC_0LA1RB	A	2	1280	count-lex	132	15
0RB1LC_0LC1RD_0RD1LC_1LA1RD	B	2	1280	count-lex	65	15
0RB1LC_0RC---_1RD0LC_0LA1RD	B	2	1999	rank	80	12
0RB1LC_0RC---_1RD0LC_1LA0RC	B	2	1999	rank	54	18
0RB1LC_0RC---_1RD0LC_1LA1RA	B	2	1999	rank	80	10
0RB1LC_0RC---_1RD1LC_0LA1RD	B	2	1280	count-lex	58	15
0RB1LC_0RC1LB_1LD1RC_1RA1LB	A	2	1280	count-lex	187	15
0RB1LC_0RC1RD_0RD1LC_1LA1RD	B	2	1280	count-lex	126	15
0RB1LC_1LA0LC_0LD1RC_1RA1LD	B	2	1280	count-lex	119	18
0RB1LC_1LA0LC_1RD0LC_0LA1RC	B	2	1280	count-lex	81	31
0RB1LC_1LA0LC_1RD0LC_1LA0RC	B	2	1999	rank	66	18
0RB1LC_1LA0LC_1RD0RC_0LA1RC	B	2	1280	rank	41	20
0RB1LC_1LA0LC_1RD1LC_0LA1RD	B	2	1280	count-lex	66	15
0RB1LC_1LA0RC_1RD0LC_0LA1RC	B	2	1280	count-lex	40	31
0RB1LC_1LA0RC_1RD0LC_1LA0RC	B	2	1999	rank	65	18
0RB1LC_1LA0RC_1RD0RC_0LA1RC	B	2	1280	rank	38	20
0RB1LC_1LA0RC_1RD1LC_0LA1RD	B	2	1280	count-lex	63	15
0RB1LC_1LA1LC_0LD1RC_1RA1LD	B	2	1280	count-lex	136	24
0RB1LC_1LA1LC_0RD1LC_1LA1RD	B	2	1280	count-lex	64	15
0RB1LC_1LA1LC_1RD0LC_1LA1RD	B	2	1999	count-lex	129	32
0RB1LC_1LA1LC_1RD1LC_0LA1RD	B	2	1280	count-lex	55	15
0RB1LC_1LA1RB_0LD0RC_1RC1LD	B	2	1536	count-lex	472	64
0RB1LC_1LA1RB_0RD1LC_1LA1RD	B	2	1280	count-lex	79	15
0RB1LC_1LA1RB_0RD1LC_1LC1RD	B	2	1280	count-lex	110	15
0RB1LC_1LA1RB_1LD0RD_1RC0LC	B	3	1280	rank	144	14
0RB1LC_1LA1RB_1RD0LC_1LA0RC	B	2	1280	rank	36	18
0RB1LC_1LA1RC_0LD1RC_1RA1LD	B	2	1280	count-lex	82	18
0RB1LC_1LA1RC_1RD1LC_0LA1RD	B	2	1280	count-lex	86	15
0RB1LC_1LC---_0RD1LC_1LA1RD	B	2	1280	count-lex	75	15
0RB1LC_1LC---_1RD0LC_1LA0RC	B	2	1280	rank	83	20
0RB1LC_1LC---_1RD1LC_0LA1RD	B	2	1280	count-lex	80	15
0RB1LC_1LC0LA_0LD1RC_1RA1LD	B	2	1280	count-lex	143	24
0RB1LC_1LC0LB_0LD1RC_1RA1LD	B	2	1280	count-lex	43	18
0RB1LC_1LC0LC_0LD1RC_1RA1LD	B	2	1280	count-lex	65	18
0RB1LC_1LC0LD_0LD1RC_1RA1LD	B	2	1280	count-lex	57	24
0RB1LC_1LC0RD_1RA1LD_1RB0LD	A	2	1999	rank	100	18
0RB1LC_1LC1LC_0LD1RC_1RA1LD	B	2	1280	count-lex	143	24
0RB1LC_1LC1RB_1RA1LD_0RB1LD	A	2	1280	count-lex	147	15
0RB1LC_1LC1RC_1RA1LD_1RB0LD	A	2	1999	rank	199	10
0RB1LC_1RC0LD_0LA1RD_1LB0RD	A	2	1280	rank	127	18
0RB1LC_1RC0LD_0RD1LC_1LA1RD	B	2	1280	count-lex	66	15
0RB1LC_1RC1LB_0LA1LD_0LB1RD	A	2	1280	count-lex	319	18
0RB1LC_1RC1LB_0LA1RD_0LB1RD	A	2	1280	count-lex	122	15
0RB1LC_1RC1LB_0RD1LC_1LA1RD	B	2	1280	count-lex	80	15
0RB1LC_1RC1RD_0RD1LC_1LA1RD	B	2	1280	count-lex	76	21
0RB1LD_0LC0LD_1LA0RD_1RC0LD	B	2	1280	rank	97	18
0RB1LD_0LC0RD_1LA0RD_1RC0LD	B	2	1280	rank	55	18
0RB1LD_0LC1LD_1LA1RC_0RC1LD	B	2	1280	count-lex	137	15
0RB1LD_0LC1LD_1LA1RC_1RC0LD	B	2	1280	count-lex	96	32
0RB1LD_0LC1RA_1LA1RC_0RC1LD	B	2	1280	count-lex	67	15
0RB1LD_0LC1RB_1LA1RC_0RC1LD	B	2	1280	count-lex	143	15
0RB1LD_0LC1RB_1RD1LC_1LA1RB	A	2	1280	count-lex	211	15
0RB1LD_0LC1RC_1LA0RD_1RC0LD	B	2	1999	rank	61	18
0RB1LD_0LC1RC_1LA1RC_0RC1LD	B	2	1280	count-lex	63	15
0RB1LD_0LC1RD_0LD---_1LA0LD	C	2	1999	rank	203	20
0RB1LD_0LC1RD_0LD---_1LA0RD	C	2	1999	count-lex	219	31
0RB1LD_0LC1RD_0RD---_1LA0LD	C	2	1999	rank	110	20
0RB1LD_0LC1RD_0RD---_1LA0RD	C	2	1999	count-lex	124	31
0RB1LD_0LC1RD_1LA1RC_1RC0LD	B	2	1999	count-lex	84	32
0RB1LD_0LC1RD_1RB1LA_1LA0LD	C	2	1280	rank	65	20
0RB1LD_0LC1RD_1RB1LA_1LA0RD	C	2	1280	count-lex	58	31
0RB1LD_0LC1RD_1RB1LD_1LA0RD	C	2	1999	count-lex	267	31
0RB1LD_0RC0LD_1LA0RD_1RC0LD	B	2	1280	rank	88	18
0RB1LD_0RC0RD_1LA0RD_1RC0LD	B	2	1280	rank	94	18
0RB1LD_0RC1LB_1LA1RC_0RC1LD	B	2	1280	count-lex	66	15
0RB1LD_0RC1LB_1LD1RC_1RA1LB	A	2	1280	count-lex	188	15
0RB1LD_0RC1LD_1LA1RC_0RC1LD	B	2	1280	count-lex	73	15
0RB1LD_0RC1LD_1LA1RC_1RC0LD	B	2	1280	count-lex	44	32
0RB1LD_0RC1RC_1LA0RD_1RC0LD	B	2	1999	rank	74	18
0RB1LD_0RC1RC_1LA1RC_0RC1LD	B	2	1280	count-lex	64	15
0RB1LD_0RC1RD_0LD---_1LA0LD	C	2	1999	rank	106	20
0RB1LD_0RC1RD_0LD---_1LA0RD	C	2	1999	count-lex	161	31
0RB1LD_0RC1RD_0RD---_1LA0LD	C	2	1999	rank	160	20
0RB1LD_0RC1RD_0RD---_1LA0RD	C	2	1999	count-lex	117	31
0RB1LD_0RC1RD_1LA1RC_1RC0LD	B	2	1999	count-lex	89	32
0RB1LD_0RC1RD_1LB1LA_1LA0LD	C	2	1280	rank	109	20
0RB1LD_0RC1RD_1LB1LA_1LA0RD	C	2	1280	count-lex	91	31
0RB1LD_0RC1RD_1LB1LD_1LA0RD	C	2	1999	count-lex	263	31
0RB1LD_1LA1RC_0LA1RC_1RC1LD	B	2	1280	count-lex	97	15
0RB1LD_1LA1RC_0LA1RD_1RC0LD	B	2	1999	count-lex	111	31
0RB1LD_1LA1RC_0LA1RD_1RC0RD	B	2	1999	rank	95	20
0RB1LD_1LA1RC_1LA0RD_1RC0LD	B	2	1280	rank	75	18
0RB1LD_1LA1RC_1LA1RC_0RC1LD	B	2	1280	count-lex	126	15
0RB1LD_1LC0LD_1LA0RD_1RC0LD	B	2	1280	rank	87	18
0RB1LD_1LC0RA_0RC1RD_1LB0RD	A	2	1280	rank	145	15
0RB1LD_1LC0RC_1LA1RC_0RC1LD	B	2	1280	count-lex	71	15
0RB1LD_1LC0RC_1LA1RD_1RC0LD	B	2	1999	rank	87	14
0RB1LD_1LC0RD_1RA1LD_1RB0LD	A	2	1280	rank	90	18
0RB1LD_1LC1LD_1LA0RD_1RC0LD	B	2	1999	rank	53	18
0RB1LD_1LC1LD_1LA1RA_1RC0LD	B	2	1999	rank	79	10
0RB1LD_1LC1LD_1LA1RC_0RC1LD	B	2	1280	count-lex	40	15
0RB1LD_1LC1RA_1LA1RC_0RC1LD	B	2	1280	count-lex	99	15
0RB1LD_1LC1RB_0RA1LD_0RB1LD	A	2	1280	count-lex	122	15
0RB1LD_1LC1RB_0RA1LD_1RB0LD	A	2	1999	count-lex	283	32
0RB1LD_1LC1RB_0RA1RD_0RB1LD	A	2	1280	count-lex	268	18
0RB1LD_1LC1RB_1LA0RD_1RC0LD	B	2	1280	rank	48	18
0RB1LD_1LC1RB_1RA1LD_0RB1LD	A	2	1280	count-lex	153	15
0RB1LD_1LC1RC_1LA1RC_1RC0LD	B	2	1999	count-lex	133	32
0RB1LD_1LC1RD_0LD---_1LA0RD	C	2	1280	count-lex	95	31
0RB1LD_1LC1RD_0RC0LD_1LA0LD	C	2	1280	rank	70	20
0RB1LD_1LC1RD_0RC0LD_1LA0RD	C	2	1280	count-lex	58	31
0RB1LD_1LC1RD_0RC0RD_1LA0LD	C	2	1280	rank	96	20
0RB1LD_1LC1RD_0RC0RD_1LA0RD	C	2	1280	count-lex	64	31
0RB1LD_1LC1RD_0RC1LA_1LA0LD	C	2	1999	rank	104	20
0RB1LD_1LC1RD_0RC1LA_1LA0RD	C	2	1999	count-lex	194	31
0RB1LD_1LC1RD_0RD---_1LA0LD	C	2	1280	rank	120	20
0RB1LD_1LC1RD_0RD---_1LA0RD	C	2	1280	count-lex	127	31
0RB1LD_1LC1RD_1LA1RC_0RC1LD	B	2	1280	count-lex	67	15
0RB1LD_1LC1RD_1RC0LA_1LA0RD	C	2	1999	count-lex	151	31
0RB1LD_1RC---_0LA1RC_1RC1LD	B	2	1280	count-lex	98	15
0RB1LD_1RC---_1LA1RC_0RC1LD	B	2	1280	count-lex	76	15
0RB1LD_1RC1RD_0LC0LD_1LA0LD	C	2	1280	rank	124	20
0RB1LD_1RC1RD_0LC0LD_1LA0RD	C	2	1280	count-lex	60	31
0RB1LD_1RC1RD_0LC0RD_1LA0LD	C	2	1280	rank	78	20
0RB1LD_1RC1RD_0LC0RD_1LA0RD	C	2	1280	count-lex	90	31
0RB1LD_1RC1RD_0LC1LA_1LA0LD	C	2	1999	rank	165	20
0RB1LD_1RC1RD_0LC1LA_1LA0RD	C	2	1999	count-lex	122	31
0RB1LD_1RC1RD_0LD---_1LA0LD	C	2	1280	rank	131	20
0RB1LD_1RC1RD_0LD---_1LA0RD	C	2	1280	count-lex	118	31
0RB1LD_1RC1RD_1LC0LA_1LA0LD	C	2	1999	rank	114	20
0RB1LD_1RC1RD_1LC0RA_1LA0RD	C	2	1999	count-lex	270	31
0RB1RB_0LC1RB_1RD1LC_0LA1LB	A	2	1280	count-lex	239	18
0RB1RB_0LC1RB_1RD1LC_0LA1RB	A	2	1280	count-lex	142	15
0RB1RB_0LC1RB_1RD1LC_1LA1RB	A	2	1280	count-lex	98	15
0RB1RB_1LC0RD_0RA1LD_1RB0LD	A	2	1280	rank	150	18
0RB1RB_1LC0RD_1RA0LD_1RB1RD	A	2	1999	count-lex	217	41
0RB1RB_1LC1RB_0RA1LD_0RB1LD	A	2	1280	count-lex	95	15
0RB1RB_1RC1LB_1LA1RD_1LB0RD	A	2	1999	count-lex	159	32
0RB1RB_1RC1RA_1LC1LD_1RB0LD	A	2	1280	rank	90	20
0RB1RC_0LC---_1LD0RC_0RA1LD	B	2	1999	rank	161	12
0RB1RC_0LC---_1LD0RC_1RA0LC	B	2	1999	rank	113	18
0RB1RC_0LC---_1LD0RC_1RA1LA	B	2	1999	rank	166	10
0RB1RC_0LC---_1LD1RC_0RA1LD	B	2	1280	count-lex	59	15
0RB1RC_0LC1LC_0RD1LC_1LA1RD	B	2	1280	count-lex	60	18
0RB1RC_0LC1RB_0RD1LC_1LA1RD	B	2	1280	count-lex	74	18
0RB1RC_0LC1RB_1RD1LC_1LA1RB	A	2	1280	count-lex	258	15
0RB1RC_0LC1RD_0RD1LC_1LA1RD	B	2	1280	count-lex	45	18
0RB1RC_0RC---_1LD0RC_0RA1LD	B	2	1999	rank	160	12
0RB1RC_0RC---_1LD0RC_1RA0LC	B	2	1999	rank	57	18
0RB1RC_0RC---_1LD0RC_1RA1LA	B	2	1999	rank	83	10
0RB1RC_0RC---_1LD1RC_0RA1LD	B	2	1280	count-lex	99	15
0RB1RC_0RC1LB_0RD1LC_1LA1RD	B	2	1280	count-lex	71	18
0RB1RC_0RC1LB_1LD1RC_0RA1LB	A	2	1280	count-lex	110	15
0RB1RC_0RC1LB_1LD1RC_0RA1RB	A	2	1280	count-lex	321	18
0RB1RC_0RC1LC_0RD1LC_1LA1RD	B	2	1280	count-lex	103	18
0RB1RC_0RC1RD_0RD1LC_1LA1RD	B	2	1280	count-lex	91	18
0RB1RC_1LA0LC_1LD0LC_0RA1LC	B	2	1280	rank	81	20
0RB1RC_1LA0LC_1LD0RC_0RA1LC	B	2	1280	count-lex	80	31
0RB1RC_1LA0LC_1LD0RC_1RA0LC	B	2	1999	rank	65	18
0RB1RC_1LA0LC_1LD1RC_0RA1LD	B	2	1280	count-lex	78	15
0RB1RC_1LA0RC_1LD0LC_0RA1LC	B	2	1280	rank	39	20
0RB1RC_1LA0RC_1LD0RC_0RA1LC	B	2	1280	count-lex	39	31
0RB1RC_1LA0RC_1LD0RC_1RA0LC	B	2	1999	rank	126	18
0RB1RC_1LA0RC_1LD1RC_0RA1LD	B	2	1280	count-lex	65	15
0RB1RC_1LA1LC_0RD1LC_1LA1RD	B	2	1280	count-lex	61	18
0RB1RC_1LA1LC_1LD1RC_0RA1LD	B	2	1280	count-lex	85	15
0RB1RC_1LA1RB_0LD1RC_1RA1LD	B	2	1280	count-lex	64	15
0RB1RC_1LA1RB_0LD1RC_1RC1LD	B	2	1280	count-lex	60	15
0RB1RC_1LA1RB_0RD0LC_1LC1RD	B	2	1536	count-lex	218	40
0RB1RC_1LA1RB_0RD1LC_1LC1RD	B	2	1280	count-lex	66	15
0RB1RC_1LA1RB_1LD0RD_1RC0LC	B	3	1280	rank	75	14
0RB1RC_1LA1RB_1LD1RC_0RA1LD	B	2	1280	count-lex	39	15
0RB1RC_1LA1RB_1LD1RC_0RC1LD	B	2	1280	count-lex	41	15
0RB1RC_1LA1RB_1RD1LC_0LC1RD	B	2	1280	count-lex	41	15
0RB1RC_1LA1RC_0LD1RC_1RA1LD	B	2	1280	count-lex	63	15
0RB1RC_1LA1RC_1LD0RC_1RA1LD	B	2	1999	count-lex	119	32
0RB1RC_1LA1RC_1LD1RC_0RA1LD	B	2	1280	count-lex	108	15
0RB1RC_1LC0LB_0LD1RC_1RA1LD	B	2	1280	count-lex	65	15
0RB1RC_1LC0LD_0LD1RC_1RA1LD	B	2	1280	count-lex	119	21
0RB1RC_1LC0RC_0LD1RC_1RA1LD	B	2	1280	count-lex	120	21
0RB1RC_1LC0RD_0LD1RC_1RA1LD	B	2	1280	count-lex	53	21
0RB1RC_1LC1LB_0LD1RC_1RA1LD	B	2	1280	count-lex	44	15
0RB1RC_1LC1RA_0LD1RC_1RA1LD	B	2	1280	count-lex	83	21
0RB1RC_1LC1RC_0LD1RC_1RA1LD	B	2	1280	count-lex	52	15
0RB1RC_1RC---_0LD1RC_1RA1LD	B	2	1280	count-lex	54	15
0RB1RC_1RC---_1LD0RC_1RA0LC	B	2	1280	rank	51	20
0RB1RC_1RC---_1LD1RC_0RA1LD	B	2	1280	count-lex	40	15
0RB1RC_1RC0LD_0RD1LC_1LA1RD	B	2	1280	count-lex	41	18
0RB1RC_1RC0LD_1LA1RD_1LB0RD	A	2	1999	rank	101	18
0RB1RC_1RC1LB_1LA1RD_0LB1RD	A	2	1280	count-lex	144	15
0RB1RC_1RC1LC_0RD1LC_1LA1RD	B	2	1280	count-lex	119	24
0RB1RC_1RC1LC_1LA1RD_1LB0RD	A	2	1999	rank	186	10
0RB1RC_1RC1RD_0RD1LC_1LA1RD	B	2	1280	count-lex	68	24
0RB1RD_0LC1LD_1LA1RC_0RC1LD	B	2	1280	count-lex	56	18
0RB1RD_0LC1RA_1LA1RC_0RC1LD	B	2	1280	count-lex	76	18
0RB1RD_0LC1RB_1LA1RC_0RC1LD	B	2	1280	count-lex	115	18
0RB1RD_0LC1RB_1RD1LC_1LA1RB	A	2	1280	count-lex	181	15
0RB1RD_0LC1RC_1LA1RC_0RC1LD	B	2	1280	count-lex	91	18
0RB1RD_0RC1LB_1LA1RC_0RC1LD	B	2	1280	count-lex	104	18
0RB1RD_0RC1LD_1LA1RC_0RC1LD	B	2	1280	count-lex	55	18
0RB1RD_0RC1RC_1LA1RC_0RC1LD	B	2	1280	count-lex	42	18
0RB1RD_1LA1LC_0RA1LC_1LC1RD	B	2	1280	count-lex	122	15
0RB1RD_1LA1LC_0RA1LD_1LC0LD	B	2	1999	rank	105	20
0RB1RD_1LA1LC_0RA1LD_1LC0RD	B	2	1999	count-lex	77	31
0RB1RD_1LA1LC_1RA0LD_1LC0RD	B	2	1280	rank	40	18
0RB1RD_1LA1LC_1RA1LC_0LC1RD	B	2	1280	count-lex	58	15
0RB1RD_1LC---_0RA1LC_1LC1RD	B	2	1280	count-lex	112	15
0RB1RD_1LC---_1RA1LC_0LC1RD	B	2	1280	count-lex	42	15
0RB1RD_1LC0RC_1LA1RC_0RC1LD	B	2	1280	count-lex	46	18
0RB1RD_1LC0RD_1LA1RC_0RC1LD	B	2	1280	count-lex	127	18
0RB1RD_1RC0LA_0LC1LD_1RB0LD	A	2	1280	rank	94	15
