machine	quiet_state	n	t	gate	ms	closure_size
1RB1RC_0LA---_1LD0RD_1RC0LC	B	3	1280	rank	130	14
1RB1RC_0LA---_1LD1RC_0RA1LD	B	2	1280	count-lex	82	15
1RB1RC_0LA---_1LD1RC_0RC1LD	B	2	1280	count-lex	43	15
1RB1RC_0LA---_1RD1LC_0LC1RD	B	2	1280	count-lex	39	15
1RB1RC_0LA0LC_0RD1LC_1LA1RD	B	2	1280	count-lex	43	18
1RB1RC_0LA0LC_1RD1RC_1LB0RC	A	2	1999	count-lex	416	41
1RB1RC_0LA0RC_1LD1RC_0LC1RB	A	2	1280	rank	85	13
1RB1RC_0LA0RD_0LD1RB_1LC1RD	A	2	1280	rank	139	13
1RB1RC_0LA1LA_1LD0RC_1RA1LA	B	2	1999	rank	125	10
1RB1RC_0LA1LC_0LD1RC_1RB1LD	A	2	1280	count-lex	206	18
1RB1RC_0LA1LC_1LD0RC_1RA1LA	B	2	1999	rank	83	10
1RB1RC_0LA1LC_1RD1LC_0LB1RD	A	2	1280	count-lex	320	15
1RB1RC_0LA1LD_0LB1RC_1RC0LD	A	2	1999	rank	238	12
1RB1RC_0LA1LD_0LB1RC_1RC1LD	A	2	1280	count-lex	207	15
1RB1RC_0LA1LD_1LB0RD_1RC0LD	A	2	1999	rank	209	18
1RB1RC_0LA1LD_1LB1RB_1RC0LD	A	2	1999	rank	142	10
1RB1RC_0LA1LD_1LB1RC_0RC1LD	A	2	1280	count-lex	129	15
1RB1RC_0LA1RC_0LD1RC_1RB1LD	A	2	1280	count-lex	216	15
1RB1RC_0LA1RC_0RD1LC_1LB1RD	A	2	1280	count-lex	109	24
1RB1RC_0LA1RC_1LD0RC_1RB1LC	A	2	1999	rank	165	14
1RB1RC_0LA1RC_1LD1RC_0RB1LD	A	2	1280	count-lex	195	15
1RB1RC_0LA1RD_1LD0RC_1RA1LA	B	2	1999	rank	153	14
1RB1RC_0LB0LC_0RD1LC_1LA1RD	B	2	1280	count-lex	146	18
1RB1RC_0LB0LC_1LD0LC_0RA1LC	B	2	1999	rank	155	20
1RB1RC_0LB0LC_1LD0RC_0RA1LC	B	2	1999	count-lex	167	31
1RB1RC_0LB0LC_1LD0RC_1RA0LC	B	2	1280	rank	38	18
1RB1RC_0LB0LC_1LD1RC_0RA1LD	B	2	1280	count-lex	133	15
1RB1RC_0LB0RC_1LD0LC_0RA1LC	B	2	1999	rank	88	20
1RB1RC_0LB0RC_1LD0RC_0RA1LC	B	2	1999	count-lex	78	31
1RB1RC_0LB0RC_1LD0RC_1RA0LC	B	2	1280	rank	38	18
1RB1RC_0LB0RC_1LD1RC_0RA1LD	B	2	1280	count-lex	111	15
1RB1RC_0LB1LA_0LD1RC_1RA1LD	B	2	1280	count-lex	119	15
1RB1RC_0LB1LA_0LD1RC_1RC1LD	B	2	1280	count-lex	114	15
1RB1RC_0LB1LA_0RD0LC_1LC1RD	B	2	1536	count-lex	259	40
1RB1RC_0LB1LA_0RD1LC_1LC1RD	B	2	1280	count-lex	104	15
1RB1RC_0LB1LA_1LD0RD_1RC0LC	B	3	1280	rank	152	14
1RB1RC_0LB1LA_1LD1RC_0RA1LD	B	2	1280	count-lex	81	15
1RB1RC_0LB1LA_1LD1RC_0RC1LD	B	2	1280	count-lex	80	15
1RB1RC_0LB1LA_1RD1LC_0LC1RD	B	2	1280	count-lex	43	15
1RB1RC_0LB1LC_0RD1LC_1LA1RD	B	2	1280	count-lex	49	18
1RB1RC_0LB1LC_1LD1RC_0RA1LD	B	2	1280	count-lex	87	15
1RB1RC_0LB1LC_1RD0LC_1RB1LA	A	2	1280	rank	200	15
1RB1RC_0LB1RC_0LD1RC_1RA1LD	B	2	1280	count-lex	58	15
1RB1RC_0LB1RC_1LD0RC_1RA1LC	B	2	1999	rank	104	14
1RB1RC_0LB1RC_1LD1RC_0RA1LD	B	2	1280	count-lex	81	15
1RB1RC_0LC---_0LD1RC_1RA1LD	B	2	1280	count-lex	116	15
1RB1RC_0LC---_0RD1LC_1LA1RD	B	2	1280	count-lex	88	18
1RB1RC_0LC---_1LD0LC_0RA1LC	B	2	1999	rank	152	20
1RB1RC_0LC---_1LD0RC_0RA1LC	B	2	1999	count-lex	156	31
1RB1RC_0LC---_1LD0RC_1RA0LC	B	2	1280	rank	38	18
1RB1RC_0LC---_1LD1RC_0RA1LD	B	2	1280	count-lex	74	15
1RB1RC_0RC---_1LD0RC_0RA1LD	B	2	1999	rank	180	12
1RB1RC_0RC---_1LD0RC_1RA0LC	B	2	1999	rank	111	18
1RB1RC_0RC---_1LD0RC_1RA1LA	B	2	1999	rank	185	14
1RB1RC_0RC---_1LD0RC_1RA1LC	B	2	1999	rank	139	10
1RB1RC_0RC---_1LD0RC_1RA1LD	B	2	1280	count-lex	125	32
1RB1RC_0RC---_1LD1RC_0RA1LD	B	2	1280	count-lex	85	21
1RB1RC_0RC0LC_0RD1LC_1LA1RD	B	2	1280	count-lex	96	24
1RB1RC_0RC0LD_0RD1LC_1LA1RD	B	2	1280	count-lex	72	24
1RB1RC_0RC0RA_0LD1RC_1LB1LD	A	2	1280	count-lex	383	19
1RB1RC_0RC1LA_0RD1LC_1LA1RD	B	2	1280	count-lex	113	24
1RB1RC_0RC1LB_0RD1LC_1LA1RD	B	2	1280	count-lex	115	24
1RB1RC_0RC1LB_1LD1RC_0RA1LB	A	2	1280	count-lex	242	21
1RB1RC_0RC1LB_1LD1RC_0RA1RB	A	2	1280	count-lex	213	24
1RB1RC_1LA---_0LD1RC_1RA1LD	B	2	1280	count-lex	81	15
1RB1RC_1LA---_0LD1RC_1RC1LD	B	2	1280	count-lex	94	15
1RB1RC_1LA---_0RD1LC_1LC1RD	B	2	1280	count-lex	91	15
1RB1RC_1LA---_1LD0RC_1RA0LC	B	2	1999	rank	63	18
1RB1RC_1LA---_1LD0RD_1RC0LC	B	3	1280	rank	133	14
1RB1RC_1LA---_1RD0LD_1LC0RC	B	3	1280	rank	91	14
1RB1RC_1LA---_1RD0RD_1LD1RC	B	2	1536	rank	57	15
1RB1RC_1LA0LC_1RD1LC_0RC1LB	A	2	1280	rank	92	20
1RB1RC_1LA0LD_0RD1LB_1RC1LD	A	2	1999	rank	204	13
1RB1RC_1LA0LD_1RC1LB_1RC1LD	A	2	1999	rank	226	10
1RB1RC_1LA0LD_1RD1LB_1RC1LD	A	2	1999	rank	269	13
1RB1RC_1LA0RC_1LD1RC_0LC1RB	A	2	1999	rank	154	20
1RB1RC_1LA0RD_0RD0RB_1LD1RC	A	3	1536	rank	263	20
1RB1RC_1LA1LC_0RD1LC_1LB1RD	A	2	1280	count-lex	286	15
1RB1RC_1LA1LC_1RD0LC_1LB0RC	A	2	1280	rank	130	18
1RB1RC_1LA1LD_0LB1RC_1RC1LD	A	2	1280	count-lex	166	15
1RB1RC_1LA1LD_1LB0RD_1RC0LD	A	2	1280	rank	101	20
1RB1RC_1LA1RC_0LD1RC_1RB1LD	A	2	1280	count-lex	304	15
1RB1RC_1LA1RC_1LD0RC_1RB0LC	A	2	1999	rank	195	18
1RB1RC_1LA1RD_0RB1LC_1LC1RD	A	2	1280	count-lex	356	15
1RB1RC_1LA1RD_1RB0LD_1LC0RD	A	2	1280	rank	125	18
1RB1RC_1LB0LC_1LD0RC_0RA1LC	B	2	1280	count-lex	118	31
1RB1RC_1LB0LC_1LD0RC_1RA0LC	B	2	1999	rank	77	20
1RB1RC_1LB0LC_1LD0RC_1RA1LD	B	2	1280	count-lex	56	32
1RB1RC_1LB0RA_0LD1RC_1RA1LD	B	2	1280	count-lex	64	15
1RB1RC_1LB0RA_0LD1RC_1RC1LD	B	2	1280	count-lex	66	15
1RB1RC_1LB0RA_1LD0RC_1RA1LD	B	2	1999	count-lex	88	32
1RB1RC_1LB0RA_1LD0RD_1RC0LC	B	3	1280	rank	71	14
1RB1RC_1LB0RA_1LD1RC_0RA1LD	B	2	1280	count-lex	58	15
1RB1RC_1LB0RA_1LD1RC_0RC1LD	B	2	1280	count-lex	55	15
1RB1RC_1LB0RA_1RD1LC_0LC1RD	B	2	1280	count-lex	40	15
1RB1RC_1LB0RC_0LD1RC_1RA1LD	B	2	1280	count-lex	62	15
1RB1RC_1LB0RC_0RD1LC_1LA1RD	B	2	1280	count-lex	85	18
1RB1RC_1LB0RC_1LD0LC_0RA1LC	B	2	1280	rank	80	20
1RB1RC_1LB0RC_1LD0RC_0RA1LC	B	2	1280	count-lex	80	31
1RB1RC_1LB0RC_1LD0RC_1RA0LC	B	2	1999	rank	69	18
1RB1RC_1LB0RC_1LD1RC_0RA1LD	B	2	1280	count-lex	112	15
1RB1RC_1LB1RA_0LD1RC_1RA1LD	B	2	1280	count-lex	81	15
1RB1RC_1LB1RA_0LD1RC_1RC1LD	B	2	1280	count-lex	82	15
1RB1RC_1LB1RA_1RD0LD_1LC0RC	B	3	1280	rank	130	14
1RB1RC_1LB1RC_0LD1RC_1RA1LD	B	2	1280	count-lex	80	15
1RB1RC_1LB1RC_1LD0RC_1RA0LC	B	2	1999	rank	126	18
1RB1RC_1LC---_0LD1RC_1RA1LD	B	2	1280	count-lex	79	15
1RB1RC_1LC---_1LD0RC_0RA1LC	B	2	1280	count-lex	80	31
1RB1RC_1LC---_1LD0RC_1RA0LC	B	2	1999	rank	124	18
1RB1RC_1LC0RB_0LD1RA_1RD0RB	A	2	1999	count-lex	343	35
1RB1RC_1LC0RD_0LD0RA_0RB1RD	A	2	1280	count-lex	203	41
1RB1RC_1LC0RD_0LD1RA_0RB1RD	A	2	1280	count-lex	185	41
1RB1RC_1RC0LD_1LA1RD_1LB0RD	A	2	1999	rank	200	18
1RB1RC_1RC1LB_1LA1RD_1LB0RD	A	2	1280	count-lex	213	32
1RB1RC_1RC1LC_1LA1RD_1LB0RD	A	2	1999	rank	272	14
1RB1RC_1RC1LD_1LA1RD_1LB0RD	A	2	1999	rank	291	10
1RB1RC_1RC1RD_0RD1LC_1LA1RD	B	2	1280	count-lex	158	18
1RB1RD_0LB0LC_1LA1RC_0RC1LD	B	2	1280	count-lex	122	18
1RB1RD_0LB1LC_0RA1LC_1LC0RD	B	2	1999	rank	221	12
1RB1RD_0LB1LC_0RA1LC_1LC1RD	B	2	1280	count-lex	127	15
1RB1RD_0LB1LC_1RA0LC_0LB---	D	2	1280	rank	141	15
1RB1RD_0LB1LC_1RA0LC_0LC---	D	2	1280	rank	190	15
1RB1RD_0LB1LC_1RA0LC_0LD0LC	D	2	1280	rank	190	15
1RB1RD_0LB1LC_1RA0LC_0LD0RC	D	2	1280	rank	233	15
1RB1RD_0LB1LC_1RA0LC_0LD1LB	D	2	1280	rank	194	20
1RB1RD_0LB1LC_1RA0LC_0LD1LC	D	2	1280	rank	184	15
1RB1RD_0LB1LC_1RA0LC_0RC---	D	2	1280	rank	206	15
1RB1RD_0LB1LC_1RA0LC_1LB---	D	2	1280	rank	167	20
1RB1RD_0LB1LC_1RA0LC_1LC---	D	2	1280	rank	188	15
1RB1RD_0LB1LC_1RA0LC_1LD0LC	D	2	1280	rank	189	15
1RB1RD_0LB1LC_1RA0LC_1LD1LB	D	2	1280	rank	195	20
1RB1RD_0LB1LC_1RA0LC_1LD1LC	D	2	1280	rank	169	20
1RB1RD_0LB1LC_1RA0LD_1LC0RD	B	2	1999	rank	106	18
1RB1RD_0LB1LC_1RA1LA_1LC0RD	B	2	1999	rank	161	10
1RB1RD_0LB1LC_1RA1LC_0LC1RD	B	2	1280	count-lex	82	15
1RB1RD_0LC---_0RA1LC_1LC0RD	B	2	1999	rank	163	12
1RB1RD_0LC---_0RA1LC_1LC1RD	B	2	1280	count-lex	127	15
1RB1RD_0LC---_1RA0LD_1LC0RD	B	2	1280	rank	73	18
1RB1RD_0LC---_1RA1LC_0LC1RD	B	2	1280	count-lex	86	15
1RB1RD_0LC1RA_1RA1LA_1LC0RD	B	2	1999	rank	200	14
1RB1RD_0LC1RD_1RA1LA_1LC0RD	B	2	1999	rank	169	10
1RB1RD_1LB0LC_1RA1LC_0LC1RD	B	2	1280	count-lex	65	15
1RB1RD_1LB0RC_0RA1LC_1LC1RD	B	2	1280	count-lex	126	15
1RB1RD_1LB0RC_1RA0LD_1LC0RD	B	2	1999	rank	126	18
1RB1RD_1LB0RC_1RA1LC_0LC1RD	B	2	1280	count-lex	107	15
1RB1RD_1LB1LC_1RA0LC_---0RC	D	2	1280	rank	199	20
1RB1RD_1LB1LC_1RA0LC_1RA0RD	D	2	1280	rank	194	20
1RB1RD_1LB1RC_0RA1LC_1LC1RD	B	2	1280	count-lex	88	15
1RB1RD_1LB1RC_1RA0LD_1LC0RD	B	2	1280	rank	90	18
1RB1RD_1LC---_1RA0LD_1LC0RD	B	2	1999	rank	134	20
1RB1RD_1LC0LB_1RA1LA_1LC0RD	B	2	1999	rank	218	14
1RB1RD_1LC0LD_1RA1LA_1LC0RD	B	2	1999	rank	193	14
1RB1RD_1LC1LB_0RD0RA_0LB1RD	A	2	1280	count-lex	389	19
1RB1RD_1RC0LD_1LA1RD_1LB0RD	A	2	1280	rank	201	18
1RB1RD_1RC1LB_0LA1RD_0LB1RD	A	2	1280	count-lex	354	15
