machine	quiet_state	s	n	t
0RB1LC_1LC---_1RD0LC_1LA1LC	B	1	2	64
0RB1LC_1LC0LD_1RA1LD_1RB0LD	A	3	2	64
0RB1LC_1LC1LD_1RA1LD_1RB0LD	A	3	2	64
0RB1LC_1LC1RA_0RC1RD_1LB0RD	A	6	2	256
0RB1LC_1RC---_1RD0LC_0LA0LC	B	1	2	64
0RB1LC_1RC---_1RD0LC_0LA1LC	B	1	2	64
0RB1LC_1RC---_1RD0LC_0LA1RC	B	1	3	256
0RB1LC_1RC---_1RD0LC_1LA0LC	B	1	2	64
0RB1LC_1RC---_1RD0LC_1LA1LC	B	1	2	64
0RB1LC_1RC0LD_1LA1RD_1LB0RD	A	5	2	64
0RB1LC_1RC0RD_0LA1RD_1LB0RD	A	5	2	64
0RB1LC_1RC0RD_1LA1RD_1LB0RD	A	5	2	64
0RB1LC_1RC1RB_0LD1LD_1RD1LA	B	6	2	256
0RB1LC_1RC1RD_0LA1RD_1LB0RD	A	5	2	64
0RB1LC_1RC1RD_1LA1RD_1LB0RD	A	5	2	64
0RB1LD_0LC0LD_1LA0LD_1RC0LD	B	4	2	64
0RB1LD_0LC0LD_1LA1LD_1RC0LD	B	4	2	64
0RB1LD_0LC0RD_1LA0LD_1RC0LD	B	4	2	64
0RB1LD_0LC0RD_1LA1LD_1RC0LD	B	4	2	64
0RB1LD_0LC1LD_1LA0LD_1RC0LD	B	4	2	64
0RB1LD_0LC1LD_1LA1LD_1RC0LD	B	4	2	64
0RB1LD_0LC1RA_1LA0LD_1RC0LD	B	6	2	64
0RB1LD_0LC1RA_1LA1LD_1RC0LD	B	6	2	64
0RB1LD_0LC1RB_1LA0LD_1RC0LD	B	5	2	64
0RB1LD_0LC1RB_1LA0RD_1RC0LD	B	5	2	64
0RB1LD_0LC1RB_1LA1LD_1RC0LD	B	5	2	64
0RB1LD_0LC1RB_1LA1RD_1RC0LD	B	5	2	64
0RB1LD_0LC1RC_1LA0LD_1RC0LD	B	4	2	64
0RB1LD_0LC1RC_1LA1LD_1RC0LD	B	4	2	64
0RB1LD_0LC1RD_1LA0LD_1RC0LD	B	4	2	64
0RB1LD_0LC1RD_1LA0RD_1RC0LD	B	4	2	64
0RB1LD_0LC1RD_1LA1LD_1RC0LD	B	4	2	64
0RB1LD_0LC1RD_1LD---_1LA0LD	C	2	2	64
0RB1LD_0LC1RD_1RB1LC_1LA0LD	C	5	2	64
0RB1LD_0LC1RD_1RB1LD_1LA0LD	C	4	2	256
0RB1LD_0LC1RD_1RD---_1LA0LD	C	2	2	256
0RB1LD_0RC0LD_1LA0LD_1RC0LD	B	4	2	64
0RB1LD_0RC0LD_1LA1LD_1RC0LD	B	4	2	64
0RB1LD_0RC0RD_1LA0LD_1RC0LD	B	4	2	64
0RB1LD_0RC0RD_1LA1LD_1RC0LD	B	4	2	64
0RB1LD_0RC1LB_1LA0LD_1RC0LD	B	5	2	64
0RB1LD_0RC1LB_1LA0RD_1RC0LD	B	5	2	64
0RB1LD_0RC1LB_1LA1LD_1RC0LD	B	5	2	64
0RB1LD_0RC1LB_1LA1RD_1RC0LD	B	5	2	64
0RB1LD_0RC1LD_1LA0LD_1RC0LD	B	4	2	64
0RB1LD_0RC1LD_1LA1LD_1RC0LD	B	4	2	64
0RB1LD_0RC1RC_1LA0LD_1RC0LD	B	4	2	64
0RB1LD_0RC1RC_1LA1LD_1RC0LD	B	4	2	64
0RB1LD_0RC1RD_1LA0LD_1RC0LD	B	4	2	64
0RB1LD_0RC1RD_1LA0RD_1RC0LD	B	4	2	64
0RB1LD_0RC1RD_1LA1LD_1RC0LD	B	4	2	64
0RB1LD_0RC1RD_1LB1LD_1LA0LD	C	4	2	256
0RB1LD_0RC1RD_1LD---_1LA0LD	C	2	2	64
0RB1LD_0RC1RD_1RD---_1LA0LD	C	2	2	256
0RB1LD_1LA0LC_1RD1LC_0LC0LA	B	3	2	64
0RB1LD_1LA0LC_1RD1LC_0LC1LA	B	3	2	64
0RB1LD_1LA0RC_1RD1LC_0LC0LA	B	3	2	64
0RB1LD_1LA0RC_1RD1LC_0LC1LA	B	3	2	64
0RB1LD_1LA1LC_1RD0LC_1LB1RB	A	7	2	64
0RB1LD_1LA1RC_0LA1LD_1RC0LD	B	3	2	64
0RB1LD_1LA1RC_0LA1RC_1RC0LD	B	3	2	64
0RB1LD_1LA1RC_1LA0LD_1RC0LD	B	3	2	64
0RB1LD_1LA1RC_1LA1LD_1RC0LD	B	3	2	64
0RB1LD_1LA1RC_1LA1RA_1RC0LD	B	3	2	64
0RB1LD_1LA1RC_1RD1LC_0LC0LA	B	3	2	64
0RB1LD_1LA1RC_1RD1LC_0LC1LA	B	3	2	64
0RB1LD_1LC0LD_0RA1LD_1RB0LD	A	3	2	64
0RB1LD_1LC0LD_1LA0LD_1RC0LD	B	4	2	64
0RB1LD_1LC0LD_1LA1LD_1RC0LD	B	4	2	64
0RB1LD_1LC0LD_1RA1LD_1RB0LD	A	3	2	64
0RB1LD_1LC0RA_1LA0LD_1RC0LD	B	4	2	64
0RB1LD_1LC0RA_1LA0RD_1RC0LD	B	4	2	64
0RB1LD_1LC0RA_1LA1LD_1RC0LD	B	4	2	64
0RB1LD_1LC0RA_1RC1RD_1LB0RD	A	9	2	64
0RB1LD_1LC0RC_1LA0LD_1RC0LD	B	4	2	64
0RB1LD_1LC0RC_1LA1LD_1RC0LD	B	4	2	64
0RB1LD_1LC0RD_0RA1LD_1RB0LD	A	3	2	64
0RB1LD_1LC0RD_1LA0LD_1RC0LD	B	4	2	64
0RB1LD_1LC0RD_1LA1LD_1RC0LD	B	4	2	64
0RB1LD_1LC1LD_0RA1LD_1RB0LD	A	3	2	64
0RB1LD_1LC1LD_1LA0LD_1RC0LD	B	4	2	64
0RB1LD_1LC1LD_1LA1LD_1RC0LD	B	4	2	64
0RB1LD_1LC1LD_1RA1LD_1RB0LD	A	3	2	64
0RB1LD_1LC1RA_0RC1RD_1LB0RD	A	6	2	256
0RB1LD_1LC1RA_1LA0LD_1RC0LD	B	4	2	64
0RB1LD_1LC1RA_1LA0RD_1RC0LD	B	4	2	64
0RB1LD_1LC1RA_1LA1LD_1RC0LD	B	4	2	64
0RB1LD_1LC1RB_1LA0LD_1RC0LD	B	6	2	64
0RB1LD_1LC1RB_1LA1LD_1RC0LD	B	6	2	64
0RB1LD_1LC1RB_1LA1RA_1RC0LD	B	6	2	64
0RB1LD_1LC1RC_1LA0LD_1RC0LD	B	4	2	64
0RB1LD_1LC1RC_1LA0RD_1RC0LD	B	4	2	64
0RB1LD_1LC1RC_1LA1LD_1RC0LD	B	4	2	64
0RB1LD_1LC1RC_1LA1RA_1RC0LD	B	7	2	64
0RB1LD_1LC1RC_1LA1RD_1RC0LD	B	4	2	64
0RB1LD_1LC1RD_0LD---_1LA0LD	C	2	2	64
0RB1LD_1LC1RD_0RA1LD_1RB0LD	A	3	2	64
0RB1LD_1LC1RD_0RC1RB_1LA0LD	C	5	2	64
0RB1LD_1LC1RD_1LA---_1LA0RD	C	2	3	256
0RB1LD_1LC1RD_1LA0LD_1RC0LD	B	4	2	64
0RB1LD_1LC1RD_1LA0RD_1RC0LD	B	4	2	64
0RB1LD_1LC1RD_1LA1LD_1RC0LD	B	4	2	64
0RB1LD_1LC1RD_1LD---_1LA0LD	C	2	2	64
0RB1LD_1LC1RD_1RA---_1LA0LD	C	2	2	64
0RB1LD_1LC1RD_1RB---_1LA0LD	C	2	2	64
0RB1LD_1LC1RD_1RC0LA_1LA0LD	C	3	2	256
0RB1LD_1LC1RD_1RC0RD_1LA0LD	C	3	2	64
0RB1LD_1LC1RD_1RC0RD_1LA0RD	C	3	3	64
0RB1LD_1LC1RD_1RC1LA_1LA0LD	C	3	2	256
0RB1LD_1LC1RD_1RC1LB_1LA0RD	C	3	3	256
0RB1LD_1LC1RD_1RC1LD_1LA0LD	C	3	2	64
0RB1LD_1LC1RD_1RC1RB_1LA0LD	C	5	2	64
0RB1LD_1LC1RD_1RC1RD_1LA0LD	C	3	2	64
0RB1LD_1LC1RD_1RD---_1LA0RD	C	2	3	64
0RB1LD_1RC---_0LA1LD_1RC0LD	B	1	2	64
0RB1LD_1RC---_1LA0LD_1RC0LD	B	1	2	64
0RB1LD_1RC---_1LA0RD_1RC0LD	B	1	2	256
0RB1LD_1RC---_1LA1LD_1RC0LD	B	1	2	64
0RB1LD_1RC---_1RD1LC_0LC0LA	B	1	2	64
0RB1LD_1RC---_1RD1LC_0LC1LA	B	1	2	64
0RB1LD_1RC0LD_0LA0RD_1LB1LD	A	3	3	64
0RB1LD_1RC0LD_1LA0RD_1LB1LD	A	3	3	64
0RB1LD_1RC0LD_1LA1RD_1LB0RD	A	3	2	64
0RB1LD_1RC0RD_0LA1RD_1LB0RD	A	3	2	64
0RB1LD_1RC0RD_1LA1RD_1LB0RD	A	3	2	64
0RB1LD_1RC1RD_0LA1RD_1LB0RD	A	3	2	64
0RB1LD_1RC1RD_0RD---_1LA0LD	C	2	2	64
0RB1LD_1RC1RD_1LA1RD_1LB0RD	A	3	2	64
0RB1LD_1RC1RD_1LC0LD_1LA0LD	C	3	2	64
0RB1LD_1RC1RD_1LC0RA_1LA0LD	C	3	2	256
0RB1LD_1RC1RD_1LC1LA_1LA0LD	C	3	2	64
0RB1LD_1RC1RD_1LC1RA_1LA0LD	C	3	2	64
0RB1LD_1RC1RD_1LC1RB_1LA0LD	C	3	2	64
0RB1LD_1RC1RD_1LD---_1LA0LD	C	2	2	64
0RB1LD_1RC1RD_1RD---_1LA0LD	C	2	2	64
0RB1RB_1LA1LC_1RD0LC_1LB1RB	A	7	2	64
0RB1RB_1LC0LD_0RA1LD_1RB0LD	A	3	2	64
0RB1RB_1LC0LD_1RA1LD_1RB0LD	A	3	2	64
0RB1RB_1LC0RD_1RA1LD_1RB0LD	A	3	2	64
0RB1RB_1LC1LD_0RA1LD_1RB0LD	A	3	2	64
0RB1RB_1LC1LD_1RA1LD_1RB0LD	A	3	2	64
0RB1RB_1LC1RC_0RA1LD_1RB0LD	A	3	2	64
0RB1RB_1RC0RA_1LC1LD_1RB0LD	A	6	2	64
0RB1RB_1RC0RD_1LA1RD_1LB0RD	A	3	2	64
0RB1RB_1RC1RD_1LA1RD_1LB0RD	A	3	2	64
0RB1RC_0LC---_0RD0RA_1LC1RD	B	1	2	64
0RB1RC_0LC---_0RD1RA_1LC1RD	B	1	2	64
0RB1RC_0LC---_1LD0RC_0RA1RC	B	1	2	64
0RB1RC_0LC---_1LD0RC_1RA0RC	B	1	2	64
0RB1RC_0LC---_1LD0RC_1RA1RC	B	1	2	64
0RB1RC_0RC---_0RD0RA_1LC1RD	B	1	2	64
0RB1RC_0RC---_0RD1RA_1LC1RD	B	1	2	64
0RB1RC_0RC---_1LD0RC_0RA1RC	B	1	2	64
0RB1RC_0RC---_1LD0RC_1RA0RC	B	1	2	64
0RB1RC_0RC---_1LD0RC_1RA1RC	B	1	2	64
0RB1RC_1LA0LC_0RD0RA_1LC1RD	B	3	2	64
0RB1RC_1LA0LC_0RD1RA_1LC1RD	B	3	2	64
0RB1RC_1LA0LC_1LD0RC_0RA1RC	B	3	2	64
0RB1RC_1LA0LC_1LD0RC_1RA0RC	B	3	2	64
0RB1RC_1LA0LC_1LD0RC_1RA1RC	B	3	2	64
0RB1RC_1LA0LC_1RD1LC_1RB1LB	A	7	2	64
0RB1RC_1LA0RC_0RD0RA_1LC1RD	B	3	2	64
0RB1RC_1LA0RC_0RD1RA_1LC1RD	B	3	2	64
0RB1RC_1LA0RC_1LD0RC_0RA1RC	B	3	2	64
0RB1RC_1LA0RC_1LD0RC_1RA0RC	B	3	2	64
0RB1RC_1LA0RC_1LD0RC_1RA1RC	B	3	2	64
0RB1RC_1LA1LC_0RD0RA_1LC1RD	B	3	2	64
0RB1RC_1LA1LC_0RD1RA_1LC1RD	B	3	2	64
0RB1RC_1LA1LC_1LD0RC_0RA0RC	B	3	2	64
0RB1RC_1LA1LC_1LD0RC_0RA1RC	B	3	2	64
0RB1RC_1LA1LC_1LD0RC_1RA0RC	B	3	2	64
0RB1RC_1LA1LC_1LD0RC_1RA1RC	B	3	2	64
0RB1RC_1LA1LC_1RD0LC_1LB1RB	A	7	2	64
0RB1RC_1LA1RB_0LC1LD_1RC0LD	B	4	2	64
0RB1RC_1LA1RB_0RC1RD_1LC0RD	B	4	2	64
0RB1RC_1LA1RB_0RD1RD_1LD0RA	B	4	2	256
0RB1RC_1LA1RB_0RD1RD_1LD1RA	B	4	2	256
0RB1RC_1LA1RB_1LC1LD_1RC0LD	B	4	2	64
0RB1RC_1LA1RB_1LD0LC_0RA1LC	B	4	2	64
0RB1RC_1LA1RB_1LD0RC_0RA0RC	B	4	2	64
0RB1RC_1LA1RB_1LD0RC_0RA1RC	B	4	2	64
0RB1RC_1LA1RB_1LD0RC_0RD1RC	B	4	2	64
0RB1RC_1LA1RB_1LD0RC_1RA0LC	B	4	2	64
0RB1RC_1LA1RB_1LD0RC_1RA0RC	B	4	2	64
0RB1RC_1LA1RB_1LD0RC_1RA1RC	B	4	2	64
0RB1RC_1LA1RB_1LD0RC_1RD1RC	B	4	2	64
0RB1RC_1LA1RB_1LD1RC_0RC0RD	B	4	2	64
0RB1RC_1LA1RB_1LD1RC_0RC1RD	B	4	2	64
0RB1RC_1LA1RB_1RC1LD_1LC0LC	B	4	2	64
0RB1RC_1LA1RB_1RC1RD_1LC0RD	B	4	2	64
0RB1RC_1LA1RB_1RD0LC_0LD1LC	B	4	2	64
0RB1RC_1LA1RB_1RD0LC_1LD1LC	B	4	2	64
0RB1RC_1LA1RB_1RD0LD_1LC0RC	B	4	3	64
0RB1RC_1LA1RB_1RD1LC_0LC0LD	B	4	2	64
0RB1RC_1LA1RB_1RD1LC_0LC1LD	B	4	2	64
0RB1RC_1LA1RC_0RD0RA_1LC1RD	B	3	2	64
0RB1RC_1LA1RC_0RD1RA_1LC1RD	B	3	2	64
0RB1RC_1LA1RC_1LD0RC_0RA1RC	B	3	2	64
0RB1RC_1LA1RC_1LD0RC_1RA0LC	B	3	2	64
0RB1RC_1LA1RC_1LD0RC_1RA0RC	B	3	2	64
0RB1RC_1LA1RC_1LD0RC_1RA1LC	B	3	2	64
0RB1RC_1LA1RC_1LD0RC_1RA1RC	B	3	2	64
0RB1RC_1LC---_1LD0RC_0RA0RC	B	1	2	64
0RB1RC_1LC---_1LD0RC_0RA1LC	B	1	3	256
0RB1RC_1LC---_1LD0RC_0RA1RC	B	1	2	64
0RB1RC_1LC---_1LD0RC_1RA0RC	B	1	2	64
0RB1RC_1LC---_1LD0RC_1RA1RC	B	1	2	64
0RB1RC_1LC0RA_0LD1RA_1RD0LC	B	532	2	1024
0RB1RC_1RC---_0RD0RA_1LC1RD	B	1	2	64
0RB1RC_1RC---_0RD1RA_1LC1RD	B	1	2	64
0RB1RC_1RC---_1LD0RC_0RA1RC	B	1	2	64
0RB1RC_1RC---_1LD0RC_1RA0RC	B	1	2	64
0RB1RC_1RC---_1LD0RC_1RA1RC	B	1	2	64
0RB1RC_1RC0RD_1LA1RD_1LB0RD	A	3	2	64
0RB1RC_1RC1LA_0LC1LD_1RB0LD	A	6	2	256
0RB1RC_1RC1LC_1LD0RC_1RA1LA	B	5	2	64
0RB1RC_1RC1RD_1LA1RD_1LB0RD	A	3	2	64
0RB1RD_0LC1RD_0LD---_1LA0RD	C	2	2	64
0RB1RD_0LC1RD_0RD---_1LA0RD	C	2	2	64
0RB1RD_0LC1RD_1LA---_1LA0RD	C	2	2	64
0RB1RD_0LC1RD_1LD---_1LA0RD	C	2	2	64
0RB1RD_0LC1RD_1RB0LD_1LA0RD	C	4	2	64
0RB1RD_0LC1RD_1RB0RD_1LA0RD	C	4	2	64
0RB1RD_0LC1RD_1RB1LA_1LA0RD	C	4	2	64
0RB1RD_0LC1RD_1RB1LC_1LA0RD	C	5	2	64
0RB1RD_0LC1RD_1RB1LD_1LA0RD	C	4	2	64
0RB1RD_0LC1RD_1RB1RD_1LA0RD	C	4	2	64
0RB1RD_0LC1RD_1RD---_1LA0RD	C	2	2	64
0RB1RD_0RC1RD_0LD---_1LA0RD	C	2	2	64
0RB1RD_0RC1RD_0RD---_1LA0RD	C	2	2	64
0RB1RD_0RC1RD_1LA---_1LA0RD	C	2	2	64
0RB1RD_0RC1RD_1LB0LD_1LA0RD	C	4	2	64
0RB1RD_0RC1RD_1LB0RD_1LA0RD	C	4	2	64
0RB1RD_0RC1RD_1LB1LA_1LA0RD	C	4	2	64
0RB1RD_0RC1RD_1LB1LD_1LA0RD	C	4	2	64
0RB1RD_0RC1RD_1LB1RC_1LA0RD	C	5	2	64
0RB1RD_0RC1RD_1LB1RD_1LA0RD	C	4	2	64
0RB1RD_0RC1RD_1LD---_1LA0RD	C	2	2	64
0RB1RD_0RC1RD_1RD---_1LA0RD	C	2	2	64
0RB1RD_1LA0LC_1LD1RC_0RC0RA	B	3	2	64
0RB1RD_1LA0LC_1LD1RC_0RC1RA	B	3	2	64
0RB1RD_1LA0RC_1LD1RC_0RC0RA	B	3	2	64
0RB1RD_1LA0RC_1LD1RC_0RC1RA	B	3	2	64
0RB1RD_1LA1LC_0RA1LC_1LC0RD	B	3	2	64
0RB1RD_1LA1LC_0RA1RD_1LC0RD	B	3	2	64
0RB1RD_1LA1LC_1LD1RC_0RC0RA	B	3	2	64
0RB1RD_1LA1LC_1LD1RC_0RC1RA	B	3	2	64
0RB1RD_1LA1LC_1RA0RD_1LC0RD	B	3	2	64
0RB1RD_1LA1LC_1RA1LA_1LC0RD	B	3	2	64
0RB1RD_1LA1LC_1RA1RD_1LC0RD	B	3	2	64
0RB1RD_1LC---_0RA1RD_1LC0RD	B	1	2	64
0RB1RD_1LC---_1LD1RC_0RC0RA	B	1	2	64
0RB1RD_1LC---_1LD1RC_0RC1RA	B	1	2	64
0RB1RD_1LC---_1RA0LD_1LC0RD	B	1	2	256
0RB1RD_1LC---_1RA0RD_1LC0RD	B	1	2	64
0RB1RD_1LC---_1RA1RD_1LC0RD	B	1	2	64
0RB1RD_1LC0LD_0RA1LD_1RB0LD	A	3	2	64
0RB1RD_1LC0LD_1RA1LD_1RB0LD	A	3	2	64
0RB1RD_1LC0RD_0RA0LD_1RB1RD	A	3	3	64
0RB1RD_1LC0RD_1RA0LD_1RB1RD	A	3	3	64
0RB1RD_1LC0RD_1RA1LD_1RB0LD	A	3	2	64
0RB1RD_1LC1LD_0RA1LD_1RB0LD	A	3	2	64
0RB1RD_1LC1LD_1RA1LD_1RB0LD	A	3	2	64
0RB1RD_1LC1RD_0LD---_1LA0RD	C	2	2	64
0RB1RD_1LC1RD_0RA---_1LA0RD	C	2	2	64
0RB1RD_1LC1RD_0RB---_1LA0RD	C	2	2	64
0RB1RD_1LC1RD_0RC0LD_1LA0RD	C	3	2	64
0RB1RD_1LC1RD_0RC0RD_1LA0RD	C	3	2	64
0RB1RD_1LC1RD_0RC1LA_1LA0RD	C	3	2	64
0RB1RD_1LC1RD_0RC1LD_1LA0RD	C	3	2	64
0RB1RD_1LC1RD_0RC1RB_1LA0RD	C	5	2	64
0RB1RD_1LC1RD_0RC1RD_1LA0RD	C	3	2	64
0RB1RD_1LC1RD_0RD---_1LA0RD	C	2	2	64
0RB1RD_1LC1RD_1LA---_1LA0RD	C	2	2	64
0RB1RD_1LC1RD_1LD---_1LA0RD	C	2	2	64
0RB1RD_1LC1RD_1RA---_1LA0RD	C	2	2	64
0RB1RD_1LC1RD_1RB---_1LA0RD	C	2	2	64
0RB1RD_1LC1RD_1RC0LA_1LA0RD	C	3	2	64
0RB1RD_1LC1RD_1RC0LB_1LA0RD	C	3	2	64
0RB1RD_1LC1RD_1RC0LD_1LA0RD	C	3	2	64
0RB1RD_1LC1RD_1RC0RD_1LA0RD	C	3	2	64
0RB1RD_1LC1RD_1RC1LA_1LA0RD	C	3	2	64
0RB1RD_1LC1RD_1RC1LB_1LA0RD	C	3	2	64
0RB1RD_1LC1RD_1RC1LD_1LA0RD	C	3	2	64
0RB1RD_1LC1RD_1RC1RB_1LA0RD	C	5	2	64
0RB1RD_1LC1RD_1RC1RD_1LA0RD	C	3	2	64
0RB1RD_1LC1RD_1RD---_1LA0RD	C	2	2	64
0RB1RD_1RC0LA_1LC1LD_1RB0LD	A	9	2	64
0RB1RD_1RC0LD_0LA1RD_1LB0RD	A	3	2	64
0RB1RD_1RC0RD_0LA1RD_1LB0RD	A	3	2	64
0RB1RD_1RC0RD_1LA1RD_1LB0RD	A	3	2	64
0RB1RD_1RC1LA_0LC1LD_1RB0LD	A	6	2	256
0RB1RD_1RC1LC_0LA1RD_1LB0RD	A	7	2	64
0RB1RD_1RC1LD_0LA1RD_1LB0RD	A	3	2	64
0RB1RD_1RC1RD_0LA---_1LA0RD	C	2	2	64
0RB1RD_1RC1RD_0LA1RD_1LB0RD	A	3	2	64
0RB1RD_1RC1RD_0LB---_1LA0RD	C	2	2	64
0RB1RD_1RC1RD_0LC0LD_1LA0RD	C	3	2	64
0RB1RD_1RC1RD_0LC0RD_1LA0RD	C	3	2	64
0RB1RD_1RC1RD_0LC1LA_1LA0RD	C	3	2	64
0RB1RD_1RC1RD_0LC1LB_1LA0RD	C	5	2	64
0RB1RD_1RC1RD_0LC1LD_1LA0RD	C	3	2	64
0RB1RD_1RC1RD_0LC1RD_1LA0RD	C	3	2	64
0RB1RD_1RC1RD_0LD---_1LA0RD	C	2	2	64
0RB1RD_1RC1RD_0RD---_1LA0RD	C	2	2	64
0RB1RD_1RC1RD_1LA---_1LA0RD	C	2	2	64
0RB1RD_1RC1RD_1LA1RD_1LB0RD	A	3	2	64
0RB1RD_1RC1RD_1LB---_1LA0RD	C	2	2	64
0RB1RD_1RC1RD_1LC0LA_1LA0RD	C	6	2	64
0RB1RD_1RC1RD_1LC0LD_1LA0RD	C	3	2	64
0RB1RD_1RC1RD_1LC0RA_1LA0RD	C	3	2	64
0RB1RD_1RC1RD_1LC0RB_1LA0RD	C	3	2	64
0RB1RD_1RC1RD_1LC0RD_1LA0RD	C	3	2	64
0RB1RD_1RC1RD_1LC1LA_1LA0RD	C	3	2	64
0RB1RD_1RC1RD_1LC1LB_1LA0RD	C	5	2	64
0RB1RD_1RC1RD_1LC1LD_1LA0RD	C	3	2	64
0RB1RD_1RC1RD_1LC1RA_1LA0RD	C	3	2	64
0RB1RD_1RC1RD_1LC1RB_1LA0RD	C	3	2	64
0RB1RD_1RC1RD_1LC1RD_1LA0RD	C	3	2	64
0RB1RD_1RC1RD_1LD---_1LA0RD	C	2	2	64
0RB1RD_1RC1RD_1RD---_1LA0RD	C	2	2	64
1RB---_0LB0LC_0LD1LB_1RC1LD	A	0	2	64
1RB---_0LB0LC_0LD1LC_1RC1LD	B	2	2	64
1RB---_0LB0LC_0RD1RC_1LC1RD	B	2	2	64
1RB---_0LB0LC_1LD0RC_0RD1RC	B	2	2	64
1RB---_0LB0LC_1LD0RC_1RD1RC	B	2	2	64
1RB---_0LB0LC_1LD1RC_0RC1RD	B	2	2	64
1RB---_0LB0LC_1RD0LC_0LD1LC	B	2	2	64
1RB---_0LB0LC_1RD0LC_1LD1LC	B	2	2	64
1RB---_0LB0LC_1RD1LC_0LC1LB	A	0	2	64
1RB---_0LB0LC_1RD1LC_0LC1LD	B	2	2	64
1RB---_0LB0LC_1RD1LC_1LC0LB	A	0	2	64
1RB---_0LB0LC_1RD1LC_1LC1LB	A	0	2	64
1RB---_0LB0LC_1RD1RB_1LD1LC	A	0	2	64
1RB---_0LB0RC_0LD1LC_1RC1LD	B	2	2	64
1RB---_0LB0RC_0RD1RB_1LC1RD	A	0	2	64
1RB---_0LB0RC_0RD1RC_1LC1RD	B	2	2	64
1RB---_0LB0RC_1LD0RC_0RD1RC	B	2	2	64
1RB---_0LB0RC_1LD0RC_1RD1RC	B	2	2	64
1RB---_0LB0RC_1LD1RC_0RC1RB	A	0	2	64
1RB---_0LB0RC_1LD1RC_0RC1RD	B	2	2	64
1RB---_0LB0RC_1LD1RC_1RC0RB	A	0	2	64
1RB---_0LB0RC_1LD1RC_1RC1RB	A	0	2	64
1RB---_0LB0RC_1RD0LC_0LD1LC	B	2	2	64
1RB---_0LB0RC_1RD0LC_1LD1LC	B	2	2	64
1RB---_0LB0RC_1RD1LC_0LC1LD	B	2	2	64
1RB---_0LB1LC_0LD0LB_1RC1LD	A	0	2	64
1RB---_0LB1LC_0LD0LC_1RC1LD	B	2	2	64
1RB---_0LB1LC_0LD1LB_1RC1LD	A	0	2	64
1RB---_0LB1LC_0LD1LC_1RC1LD	B	2	2	64
1RB---_0LB1LC_0RC1RD_1LC0RD	B	2	2	64
1RB---_0LB1LC_0RC1RD_1RB0RD	A	0	2	64
1RB---_0LB1LC_0RD1RC_1RB1RD	A	0	2	64
1RB---_0LB1LC_1LD0LC_0RD1RB	A	0	2	64
1RB---_0LB1LC_1LD0LD_1RB---	A	0	2	64
1RB---_0LB1LC_1LD0RC_0RD1RC	B	2	2	64
1RB---_0LB1LC_1LD0RC_1RD1RC	B	2	2	64
1RB---_0LB1LC_1LD0RD_1RC0LC	B	2	3	64
1RB---_0LB1LC_1LD1RC_0RC0RD	B	2	2	64
1RB---_0LB1LC_1LD1RC_0RC1RD	B	2	2	64
1RB---_0LB1LC_1RB0LC_------	A	0	2	64
1RB---_0LB1LC_1RB0RD_0LC1LD	A	0	2	64
1RB---_0LB1LC_1RB1RD_1LD0LC	A	0	2	64
1RB---_0LB1LC_1RC1RD_1LC0RD	B	2	2	64
1RB---_0LB1LC_1RD0LC_0LB1LC	A	0	2	64
1RB---_0LB1LC_1RD0LC_0LD1LC	B	2	2	64
1RB---_0LB1LC_1RD0LC_1LB0LC	A	0	2	64
1RB---_0LB1LC_1RD0LC_1LB1LC	A	0	2	64
1RB---_0LB1LC_1RD0LC_1LD1LC	B	2	2	64
1RB---_0LB1LC_1RD0LC_1RB1LD	A	0	2	256
1RB---_0LB1LC_1RD0LC_1RB1RC	A	0	2	64
1RB---_0LB1LC_1RD0RC_0LB1RC	A	0	2	256
1RB---_0LB1LC_1RD0RC_0RB1RC	A	0	2	64
1RB---_0LB1RC_0LC1LD_1RC0LD	B	2	2	64
1RB---_0LB1RC_0RD0LB_1LB1RD	A	0	2	256
1RB---_0LB1RC_0RD0RB_1LC1RD	A	0	2	64
1RB---_0LB1RC_0RD0RC_1LC1RD	B	2	2	64
1RB---_0LB1RC_0RD1RB_1LC1RD	A	0	2	64
1RB---_0LB1RC_0RD1RC_1LC1RD	B	2	2	64
1RB---_0LB1RC_1LC1LD_1RC0LD	B	2	2	64
1RB---_0LB1RC_1LD0LC_0RB1LC	A	0	2	256
1RB---_0LB1RC_1LD0RC_0RB1RC	A	0	2	64
1RB---_0LB1RC_1LD0RC_0RD1RC	B	2	2	64
1RB---_0LB1RC_1LD0RC_1RB0RC	A	0	2	64
1RB---_0LB1RC_1LD0RC_1RB1RC	A	0	2	64
1RB---_0LB1RC_1LD0RC_1RD1RC	B	2	2	64
1RB---_0LB1RC_1RD0LC_0LD1LC	B	2	2	64
1RB---_0LB1RC_1RD0LC_1LD1LC	B	2	2	64
1RB---_0LB1RC_1RD0LD_1LC0RC	B	2	3	64
1RB---_0LB1RC_1RD1LC_0LC0LD	B	2	2	64
1RB---_0LB1RC_1RD1LC_0LC1LD	B	2	2	64
1RB---_0LC---_0LC1LD_1RC0LD	B	1	2	64
1RB---_0LC---_0LD1LC_1RC1LD	B	1	2	64
1RB---_0LC---_0RC1RD_1LC0RD	B	1	2	64
1RB---_0LC---_0RD1RC_1LC1RD	B	1	2	64
1RB---_0LC---_1LC1LD_1RC0LD	B	1	2	64
1RB---_0LC---_1LD0RC_0RD1RC	B	1	2	64
