1RB0RD_1LB1LC_1LD0LA_1RA0LC	2	0	82
1RB0RD_1LC0RA_1LA0LB_1RA1RB	2	0	70
1RB0RD_1LC0RA_1RD0LB_0LA1RC	2	0	84
1RB0RD_1LC1LB_1LD1LB_1RA0LC	2	0	77
1RB0RD_1LC1LB_1LD1RB_1RA0LC	2	0	77
1RB0RD_1LC1LD_1LD1LB_1RA0LC	2	0	77
1RB0RD_1LC1RD_1LD1LB_1RA0LC	2	0	91
1RB1LA_1LC0RA_1RD0LB_1LA1RC	3	0	111
1RB1LB_1LA0RC_1RB0LD_1LC---	3	0	62
1RB1LB_1LC0RA_1RD0LB_1LA1RC	2	0	71
1RB1LB_1LC1LA_1RD0LB_0LB0RC	2	0	73
1RB1LB_1LC1LA_1RD0LB_1RB0RC	2	0	72
1RB1LB_1LC1RD_1LA0LB_0RB0RC	2	0	72
1RB1LC_1LC0RA_1RD0LB_0RA1RD	2	0	47
1RB1LC_1LC0RA_1RD0LB_1LA0RD	2	0	66
1RB1LC_1RC0LD_1LA0RB_1LB1LB	2	0	61
1RB1LC_1RC0LD_1LA0RB_1LB0RD	3	4096	63
1RB1LC_1RC1RA_1LD0RB_1LA0LC	2	0	89
1RB1LC_1RC1RA_1LD0RB_1RA0LC	2	0	77
1RB1LD_1LC0RA_0RA0LB_1RD1RC	2	0	56
1RB1LD_1LC0RA_0RD0LB_1RA1RD	2	0	69
1RB1LD_1LC0RA_1LA0LB_1RA1RD	2	0	71
1RB1LD_1LC0RA_1LD0LB_1RA1RD	2	0	69
1RB1LD_1LC0RA_1RD0LB_1LA1RC	3	0	67
1RB1LD_1LC0RC_1RD0LB_1LA0RC	2	0	57
1RB1LD_1LC1LD_1RD0LB_1LA0RC	2	0	66
1RB1LD_1LC1LB_1RD0LB_1LA0RC	3	0	63
1RB1LD_1LC1RA_1RD0LB_1LA0RC	3	0	64
1RB1LD_1LC1RB_1RD0LB_1LA0RC	3	0	108
1RB1LD_1LC1RC_1RD0LB_1LA0RC	2	0	71
1RB1LD_1RC0RA_1LA0RB_0LA0LB	2	0	78
1RB1RA_1LC0RA_1RD0LB_1LA1RC	3	0	66
1RB1RA_1LC0RD_1LA1LC_0LB1RB	2	0	36
1RB1RA_1LC0RD_1LA1LC_0LC1RB	2	0	41
1RB1RA_1LC0RD_1LA1LC_0LD1RB	2	0	41
1RB1RA_1LC0RD_1LA1LC_1LD1RB	2	0	41
1RB1RA_1LC0RD_1LA1LC_1RB1RB	2	0	36
1RB1RA_1LC0RD_1LA1LC_1RC1RB	2	0	40
1RB1RA_1LC1LB_1RA0LD_0RA1LC	2	0	43
1RB1RA_1LC1LB_1RA0LD_0RC1LC	2	0	38
1RB1RA_1LC1LB_1RA0LD_0RD1LC	2	0	43
1RB1RA_1LC1LB_1RA0LD_1LA1LC	2	0	42
1RB1RA_1LC1LB_1RA0LD_1LC1LC	2	0	38
1RB1RA_1LC1LB_1RA0LD_1RD1LC	2	0	43
1RB1RA_1RC1LA_1LD0RB_0RA0LC	2	0	71
1RB1RA_1RC1LA_1LD0RB_1LA0LC	2	0	71
1RB1RA_1RC1LA_1LD0RB_1LB0LC	2	0	73
1RB1RA_1RC1RA_1LD0RB_0RA0LC	2	0	73
1RB1RA_1RC1RA_1LD0RB_1LA0LC	2	0	75
1RB1RB_1LC0RA_1LD1LC_1RB1RD	2	0	36
1RB1RB_1LC0RA_1RD0LB_0LA1RC	2	0	60
1RB1RB_1LC0RA_1RD0LB_1LB1RC	2	0	54
1RB1RC_1LC0RA_1LD0LB_1RB0LC	2	0	72
1RB1RC_1LC0RA_1RD0LB_1LA1RC	2	0	65
1RB1RC_1LC0RA_1RD0LB_1RA1RD	2	0	74
1RB1RC_1RC0RA_1LD0RB_1LB0LC	2	0	69
1RB1RC_1RC1RA_1LD0RB_1LA0LC	2	0	75
1RB1RC_1RC1RA_1LD0RB_1RA0LC	2	0	69
1RB1RD_1LC0RA_0RA0LB_1LA1RA	2	0	73
1RB1RD_1LC0RA_0RA0LB_1RA---	3	0	69
