# spec	rung	verdict	seconds  (tools/closeouttr/ng_batch.py probe)
0RB0LA_1RC---_1LA1RD_0LD1RB	rk:4:0	false	0.7
0RB0LA_1RC---_1LA1RD_0LD1RB	rk:5:0	false	0.7
0RB0LA_1RC---_1LA1RD_0LD1RB	rk:6:0	false	0.9
0RB0LA_1RC---_1LA1RD_1LA1RB	rk:4:0	false	0.6
0RB0LA_1RC---_1LA1RD_1LA1RB	rk:5:0	false	0.7
0RB0LA_1RC---_1LA1RD_1LA1RB	rk:6:0	false	0.8
0RB0LA_1RC---_1LA1RD_1LC1RB	rk:4:0	false	0.7
0RB0LA_1RC---_1LA1RD_1LC1RB	rk:5:0	false	0.7
0RB0LA_1RC---_1LA1RD_1LC1RB	rk:6:0	false	0.9
0RB0LA_1RC---_1LA1RD_1RB---	rk:4:0	false	0.6
0RB0LA_1RC---_1LA1RD_1RB---	rk:5:0	false	0.7
0RB0LA_1RC---_1LA1RD_1RB---	rk:6:0	false	0.8
0RB0LA_1RC---_1LA1RD_1RC---	rk:4:0	false	0.8
0RB0LA_1RC---_1LA1RD_1RC---	rk:5:0	false	0.7
0RB0LA_1RC---_1LA1RD_1RC---	rk:6:0	false	0.8
0RB0LA_1RC---_1LC1RD_1RB1LA	rk:4:0	false	0.7
0RB0LA_1RC---_1LC1RD_1RB1LA	rk:5:0	false	0.7
0RB0LA_1RC---_1LC1RD_1RB1LA	rk:6:0	false	0.8
0RB0LA_1RC---_1LD1RB_---0LA	rk:4:0	false	0.7
0RB0LA_1RC---_1LD1RB_---0LA	rk:5:0	false	0.7
0RB0LA_1RC---_1LD1RB_---0LA	rk:6:0	false	0.8
0RB0LA_1RC---_1LD1RD_1RB0LA	rk:4:0	false	0.6
0RB0LA_1RC---_1LD1RD_1RB0LA	rk:5:0	false	0.7
0RB0LA_1RC---_1LD1RD_1RB0LA	rk:6:0	false	0.8
0RB0LA_1RC---_1RD---_1LA1RB	rk:4:0	false	0.6
0RB0LA_1RC---_1RD---_1LA1RB	rk:5:0	false	0.7
0RB0LA_1RC---_1RD---_1LA1RB	rk:6:0	false	0.8
0RB0LA_1RC---_1RD---_1LA1RC	rk:4:0	false	0.6
0RB0LA_1RC---_1RD---_1LA1RC	rk:5:0	false	0.8
0RB0LA_1RC---_1RD---_1LA1RC	rk:6:0	false	0.8
0RB0LA_1RC---_1RD0LA_1LC1RB	rk:4:0	false	0.7
0RB0LA_1RC---_1RD0LA_1LC1RB	rk:5:0	false	0.7
0RB0LA_1RC---_1RD0LA_1LC1RB	rk:6:0	false	0.8
