# spec	rung	verdict	seconds  (tools/closeouttr/ng_batch.py probe)
0RB1RD_1LC1RD_1LA0LC_1RA1LC	rk:7:0	timeout	300.1
1RB---_1LC0RB_0LD1LA_0LD0RA	ng:4:0	false	0.9
1RB---_1LC0RB_0LD1LA_0LD0RA	ng:5:0	false	1.1
1RB---_1LC0RB_0LD1LA_0LD0RA	ng:6:0	false	1.8
1RB---_1LC0RB_0LD1LA_0LD0RA	rk:4:0	false	1.0
1RB---_1LC0RB_0LD1LA_0LD0RA	rk:4:1024	false	0.9
1RB---_1LC0RB_0LD1LA_0LD0RA	rk:4:64	false	0.9
1RB---_1LC0RB_0LD1LA_0LD0RA	rk:5:0	false	1.6
1RB---_1LC0RB_0LD1LA_0LD0RA	rk:5:64	false	1.6
1RB---_1LC0RB_0LD1LA_0LD0RA	rk:6:0	false	4.6
1RB---_1LC0RB_0LD1LA_0LD0RA	rk:7:0	false	17.3
1RB0LA_0LA---_------_------	ng:4:0	true	0.6
1RB0LA_0LA---_------_------	ng:5:0	true	0.7
1RB0LA_0LA---_------_------	ng:6:0	true	0.9
1RB0LA_0LA---_------_------	rk:4:0	true	0.6
1RB0LA_0LA---_------_------	rk:4:1024	true	0.7
1RB0LA_0LA---_------_------	rk:4:64	true	0.6
1RB0LA_0LA---_------_------	rk:5:0	true	0.6
1RB0LA_0LA---_------_------	rk:5:64	true	1.0
1RB0LA_0LA---_------_------	rk:6:0	true	0.7
1RB0LA_0LA---_------_------	rk:7:0	true	0.6
1RB0LA_0RC1LC_1LD0LA_1LD1LB	ng:4:0	false	0.9
1RB0LA_0RC1LC_1LD0LA_1LD1LB	ng:5:0	false	1.4
1RB0LA_0RC1LC_1LD0LA_1LD1LB	ng:6:0	false	1.2
1RB0LA_0RC1LC_1LD0LA_1LD1LB	rk:4:0	false	1.0
1RB0LA_0RC1LC_1LD0LA_1LD1LB	rk:4:1024	false	1.1
1RB0LA_0RC1LC_1LD0LA_1LD1LB	rk:4:64	false	1.0
1RB0LA_0RC1LC_1LD0LA_1LD1LB	rk:5:0	true	1.0
1RB0LA_0RC1LC_1LD0LA_1LD1LB	rk:5:64	true	1.1
1RB0LA_0RC1LC_1LD0LA_1LD1LB	rk:6:0	true	1.2
1RB0LA_0RC1LC_1LD0LA_1LD1LB	rk:7:0	true	1.8
1RB0LA_1LC0RC_1RD1LA_1RB1RB	ng:4:0	false	1.0
1RB0LA_1LC0RC_1RD1LA_1RB1RB	ng:5:0	false	1.2
1RB0LA_1LC0RC_1RD1LA_1RB1RB	ng:6:0	false	2.0
1RB0LA_1LC0RC_1RD1LA_1RB1RB	rk:4:0	false	2.9
1RB0LA_1LC0RC_1RD1LA_1RB1RB	rk:4:1024	false	2.9
1RB0LA_1LC0RC_1RD1LA_1RB1RB	rk:4:64	false	3.0
1RB0LA_1LC0RC_1RD1LA_1RB1RB	rk:5:0	true	3.5
1RB0LA_1LC0RC_1RD1LA_1RB1RB	rk:5:64	true	3.5
1RB0LA_1LC0RC_1RD1LA_1RB1RB	rk:6:0	true	15.2
1RB0LA_1LC0RC_1RD1LA_1RB1RB	rk:7:0	true	69.6
1RB0LB_0LC0RC_0LD1RC_1RA1LD	ng:4:0	false	1.0
1RB0LB_0LC0RC_0LD1RC_1RA1LD	ng:5:0	false	1.1
1RB0LB_0LC0RC_0LD1RC_1RA1LD	ng:6:0	false	1.1
1RB0LB_0LC0RC_0LD1RC_1RA1LD	rk:4:0	false	1.1
1RB0LB_0LC0RC_0LD1RC_1RA1LD	rk:4:1024	false	1.0
1RB0LB_0LC0RC_0LD1RC_1RA1LD	rk:4:64	false	1.0
1RB0LB_0LC0RC_0LD1RC_1RA1LD	rk:5:0	false	1.2
1RB0LB_0LC0RC_0LD1RC_1RA1LD	rk:5:64	false	1.2
1RB0LB_0LC0RC_0LD1RC_1RA1LD	rk:6:0	false	1.9
1RB0LB_0LC0RC_0LD1RC_1RA1LD	rk:7:0	false	2.5
1RB0LB_1LC0RB_1LD1RB_0RA0LD	ng:4:0	false	0.9
1RB0LB_1LC0RB_1LD1RB_0RA0LD	ng:5:0	false	1.1
1RB0LB_1LC0RB_1LD1RB_0RA0LD	ng:6:0	false	1.6
1RB0LB_1LC0RB_1LD1RB_0RA0LD	rk:4:0	false	0.9
1RB0LB_1LC0RB_1LD1RB_0RA0LD	rk:4:1024	false	0.9
1RB0LB_1LC0RB_1LD1RB_0RA0LD	rk:4:64	false	0.9
1RB0LB_1LC0RB_1LD1RB_0RA0LD	rk:5:0	false	1.2
1RB0LB_1LC0RB_1LD1RB_0RA0LD	rk:5:64	false	1.2
1RB0LB_1LC0RB_1LD1RB_0RA0LD	rk:6:0	false	2.2
1RB0LB_1LC0RB_1LD1RB_0RA0LD	rk:7:0	false	5.2
1RB0LB_1RC0LC_1RD1LA_1LB0RB	ng:4:0	false	1.2
1RB0LB_1RC0LC_1RD1LA_1LB0RB	ng:5:0	false	1.1
1RB0LB_1RC0LC_1RD1LA_1LB0RB	ng:6:0	false	1.5
1RB0LB_1RC0LC_1RD1LA_1LB0RB	rk:4:0	false	4.0
1RB0LB_1RC0LC_1RD1LA_1LB0RB	rk:4:1024	false	4.1
1RB0LB_1RC0LC_1RD1LA_1LB0RB	rk:4:64	false	4.1
1RB0LB_1RC0LC_1RD1LA_1LB0RB	rk:5:0	false	1.8
1RB0LB_1RC0LC_1RD1LA_1LB0RB	rk:5:64	false	1.7
1RB0LB_1RC0LC_1RD1LA_1LB0RB	rk:6:0	false	5.6
1RB0LB_1RC0LC_1RD1LA_1LB0RB	rk:7:0	false	15.7
1RB0LC_0LC1RD_1LA1RC_0RB0RD	ng:4:0	false	1.1
1RB0LC_0LC1RD_1LA1RC_0RB0RD	ng:5:0	false	1.3
1RB0LC_0LC1RD_1LA1RC_0RB0RD	ng:6:0	false	1.7
1RB0LC_0LC1RD_1LA1RC_0RB0RD	rk:4:0	false	2.3
1RB0LC_0LC1RD_1LA1RC_0RB0RD	rk:4:1024	false	2.4
1RB0LC_0LC1RD_1LA1RC_0RB0RD	rk:4:64	false	2.2
1RB0LC_0LC1RD_1LA1RC_0RB0RD	rk:5:0	false	7.5
1RB0LC_0LC1RD_1LA1RC_0RB0RD	rk:5:64	false	7.4
1RB0LC_0LC1RD_1LA1RC_0RB0RD	rk:6:0	true	3.8
1RB0LC_0LC1RD_1LA1RC_0RB0RD	rk:7:0	true	7.0
1RB0LC_1LA1RA_1RA0LD_0RC1LD	ng:4:0	false	1.0
1RB0LC_1LA1RA_1RA0LD_0RC1LD	ng:5:0	false	1.1
1RB0LC_1LA1RA_1RA0LD_0RC1LD	ng:6:0	false	1.5
1RB0LC_1LA1RA_1RA0LD_0RC1LD	rk:4:0	true	1.0
1RB0LC_1LA1RA_1RA0LD_0RC1LD	rk:4:1024	true	1.1
1RB0LC_1LA1RA_1RA0LD_0RC1LD	rk:4:64	true	1.0
1RB0LC_1LA1RA_1RA0LD_0RC1LD	rk:5:0	true	1.4
1RB0LC_1LA1RA_1RA0LD_0RC1LD	rk:5:64	true	1.4
1RB0LC_1LA1RA_1RA0LD_0RC1LD	rk:6:0	true	2.8
1RB0LC_1LA1RA_1RA0LD_0RC1LD	rk:7:0	true	8.8
1RB0LC_1LC---_1RD0LB_0RD0LA	ng:4:0	false	0.7
1RB0LC_1LC---_1RD0LB_0RD0LA	ng:5:0	false	0.9
1RB0LC_1LC---_1RD0LB_0RD0LA	ng:6:0	false	1.4
1RB0LC_1LC---_1RD0LB_0RD0LA	rk:4:0	false	0.7
1RB0LC_1LC---_1RD0LB_0RD0LA	rk:4:1024	false	0.8
1RB0LC_1LC---_1RD0LB_0RD0LA	rk:4:64	false	0.7
1RB0LC_1LC---_1RD0LB_0RD0LA	rk:5:0	false	0.7
1RB0LC_1LC---_1RD0LB_0RD0LA	rk:5:64	false	0.8
1RB0LC_1LC---_1RD0LB_0RD0LA	rk:6:0	false	1.0
1RB0LC_1LC---_1RD0LB_0RD0LA	rk:7:0	false	1.7
1RB0LC_1LC1RB_0LD1LD_0RD1LA	ng:4:0	false	1.0
1RB0LC_1LC1RB_0LD1LD_0RD1LA	ng:5:0	false	1.0
1RB0LC_1LC1RB_0LD1LD_0RD1LA	ng:6:0	false	0.9
1RB0LC_1LC1RB_0LD1LD_0RD1LA	rk:4:0	false	0.9
1RB0LC_1LC1RB_0LD1LD_0RD1LA	rk:4:1024	false	0.9
1RB0LC_1LC1RB_0LD1LD_0RD1LA	rk:4:64	false	0.9
1RB0LC_1LC1RB_0LD1LD_0RD1LA	rk:5:0	false	1.0
1RB0LC_1LC1RB_0LD1LD_0RD1LA	rk:5:64	false	1.0
1RB0LC_1LC1RB_0LD1LD_0RD1LA	rk:6:0	true	1.0
1RB0LC_1LC1RB_0LD1LD_0RD1LA	rk:7:0	true	1.2
1RB0LC_1RC0RB_1LA1LD_0LA0RD	ng:4:0	false	1.1
1RB0LC_1RC0RB_1LA1LD_0LA0RD	ng:5:0	false	2.1
1RB0LC_1RC0RB_1LA1LD_0LA0RD	ng:6:0	false	4.0
1RB0LC_1RC0RB_1LA1LD_0LA0RD	rk:4:0	false	6.9
1RB0LC_1RC0RB_1LA1LD_0LA0RD	rk:4:1024	false	7.0
1RB0LC_1RC0RB_1LA1LD_0LA0RD	rk:4:64	false	6.9
1RB0LC_1RC0RB_1LA1LD_0LA0RD	rk:5:0	false	54.1
1RB0LC_1RC0RB_1LA1LD_0LA0RD	rk:5:64	false	54.3
1RB0LC_1RC0RB_1LA1LD_0LA0RD	rk:6:0	timeout	300.1
1RB0LC_1RC0RB_1LA1LD_0LA0RD	rk:7:0	timeout	300.2
1RB0LD_0LC1RA_0RB1LC_0RA1LA	ng:4:0	false	1.1
1RB0LD_0LC1RA_0RB1LC_0RA1LA	ng:5:0	false	1.0
1RB0LD_0LC1RA_0RB1LC_0RA1LA	ng:6:0	false	0.9
1RB0LD_0LC1RA_0RB1LC_0RA1LA	rk:4:0	false	1.4
1RB0LD_0LC1RA_0RB1LC_0RA1LA	rk:4:1024	false	1.4
1RB0LD_0LC1RA_0RB1LC_0RA1LA	rk:4:64	false	1.4
1RB0LD_0LC1RA_0RB1LC_0RA1LA	rk:5:0	false	2.0
1RB0LD_0LC1RA_0RB1LC_0RA1LA	rk:5:64	false	2.3
1RB0LD_0LC1RA_0RB1LC_0RA1LA	rk:6:0	false	4.1
1RB0LD_0LC1RA_0RB1LC_0RA1LA	rk:7:0	false	7.3
1RB0LD_0RC1LA_1LA0RB_0LD1RB	ng:4:0	false	1.0
1RB0LD_0RC1LA_1LA0RB_0LD1RB	ng:5:0	false	1.4
1RB0LD_0RC1LA_1LA0RB_0LD1RB	ng:6:0	false	1.4
1RB0LD_0RC1LA_1LA0RB_0LD1RB	rk:4:0	false	0.9
1RB0LD_0RC1LA_1LA0RB_0LD1RB	rk:4:1024	false	1.0
1RB0LD_0RC1LA_1LA0RB_0LD1RB	rk:4:64	false	0.9
1RB0LD_0RC1LA_1LA0RB_0LD1RB	rk:5:0	false	1.3
1RB0LD_0RC1LA_1LA0RB_0LD1RB	rk:5:64	false	1.2
1RB0LD_0RC1LA_1LA0RB_0LD1RB	rk:6:0	false	3.5
1RB0LD_0RC1LA_1LA0RB_0LD1RB	rk:7:0	false	7.2
1RB0LD_1LC0RA_1LD1LC_1LA0LB	ng:4:0	false	0.9
1RB0LD_1LC0RA_1LD1LC_1LA0LB	ng:5:0	false	0.9
1RB0LD_1LC0RA_1LD1LC_1LA0LB	ng:6:0	false	0.8
1RB0LD_1LC0RA_1LD1LC_1LA0LB	rk:4:0	false	1.1
1RB0LD_1LC0RA_1LD1LC_1LA0LB	rk:4:1024	false	1.1
1RB0LD_1LC0RA_1LD1LC_1LA0LB	rk:4:64	false	1.1
1RB0LD_1LC0RA_1LD1LC_1LA0LB	rk:5:0	false	1.6
1RB0LD_1LC0RA_1LD1LC_1LA0LB	rk:5:64	false	1.6
1RB0LD_1LC0RA_1LD1LC_1LA0LB	rk:6:0	false	2.3
1RB0LD_1LC0RA_1LD1LC_1LA0LB	rk:7:0	false	6.3
1RB0LD_1LC1RA_0RD1LC_0RD1LA	ng:4:0	false	1.2
1RB0LD_1LC1RA_0RD1LC_0RD1LA	ng:5:0	false	1.0
1RB0LD_1LC1RA_0RD1LC_0RD1LA	ng:6:0	false	0.8
1RB0LD_1LC1RA_0RD1LC_0RD1LA	rk:4:0	false	1.4
1RB0LD_1LC1RA_0RD1LC_0RD1LA	rk:4:1024	false	1.3
1RB0LD_1LC1RA_0RD1LC_0RD1LA	rk:4:64	false	1.5
1RB0LD_1LC1RA_0RD1LC_0RD1LA	rk:5:0	false	2.1
1RB0LD_1LC1RA_0RD1LC_0RD1LA	rk:5:64	false	2.1
1RB0LD_1LC1RA_0RD1LC_0RD1LA	rk:6:0	false	4.2
1RB0LD_1LC1RA_0RD1LC_0RD1LA	rk:7:0	false	7.2
1RB0LD_1RC0RA_0LA0RC_1LB1LD	ng:4:0	false	1.6
1RB0LD_1RC0RA_0LA0RC_1LB1LD	ng:5:0	false	3.4
1RB0LD_1RC0RA_0LA0RC_1LB1LD	ng:6:0	false	9.8
1RB0LD_1RC0RA_0LA0RC_1LB1LD	rk:4:0	true	2.6
1RB0LD_1RC0RA_0LA0RC_1LB1LD	rk:4:1024	true	2.7
1RB0LD_1RC0RA_0LA0RC_1LB1LD	rk:4:64	true	2.7
1RB0LD_1RC0RA_0LA0RC_1LB1LD	rk:5:0	true	17.8
1RB0LD_1RC0RA_0LA0RC_1LB1LD	rk:5:64	true	18.1
1RB0LD_1RC0RA_0LA0RC_1LB1LD	rk:6:0	true	180.4
1RB0LD_1RC0RA_0LA0RC_1LB1LD	rk:7:0	timeout	300.1
1RB0LD_1RC0RB_1RD1LB_1LA0LD	ng:4:0	false	1.2
1RB0LD_1RC0RB_1RD1LB_1LA0LD	ng:5:0	false	2.5
1RB0LD_1RC0RB_1RD1LB_1LA0LD	ng:6:0	false	4.9
1RB0LD_1RC0RB_1RD1LB_1LA0LD	rk:4:0	true	3.0
1RB0LD_1RC0RB_1RD1LB_1LA0LD	rk:4:1024	true	3.0
1RB0LD_1RC0RB_1RD1LB_1LA0LD	rk:4:64	true	2.9
1RB0LD_1RC0RB_1RD1LB_1LA0LD	rk:5:0	true	23.1
1RB0LD_1RC0RB_1RD1LB_1LA0LD	rk:5:64	true	23.3
1RB0LD_1RC0RB_1RD1LB_1LA0LD	rk:6:0	true	159.3
1RB0LD_1RC0RB_1RD1LB_1LA0LD	rk:7:0	timeout	300.1
1RB0LD_1RC1RB_1RD0RC_1LA1LD	ng:4:0	false	0.9
1RB0LD_1RC1RB_1RD0RC_1LA1LD	ng:5:0	false	0.9
1RB0LD_1RC1RB_1RD0RC_1LA1LD	ng:6:0	false	1.1
1RB0LD_1RC1RB_1RD0RC_1LA1LD	rk:4:0	false	1.7
1RB0LD_1RC1RB_1RD0RC_1LA1LD	rk:4:1024	false	1.6
1RB0LD_1RC1RB_1RD0RC_1LA1LD	rk:4:64	false	1.6
1RB0LD_1RC1RB_1RD0RC_1LA1LD	rk:5:0	false	3.7
1RB0LD_1RC1RB_1RD0RC_1LA1LD	rk:5:64	false	3.8
1RB0LD_1RC1RB_1RD0RC_1LA1LD	rk:6:0	false	5.3
1RB0LD_1RC1RB_1RD0RC_1LA1LD	rk:7:0	true	4.0
1RB0RA_0LC1RA_0LD1LC_1RA1LC	ng:4:0	false	1.0
1RB0RA_0LC1RA_0LD1LC_1RA1LC	ng:5:0	false	0.9
1RB0RA_0LC1RA_0LD1LC_1RA1LC	ng:6:0	false	1.3
1RB0RA_0LC1RA_0LD1LC_1RA1LC	rk:4:0	false	2.5
1RB0RA_0LC1RA_0LD1LC_1RA1LC	rk:4:1024	false	2.5
1RB0RA_0LC1RA_0LD1LC_1RA1LC	rk:4:64	false	2.6
1RB0RA_0LC1RA_0LD1LC_1RA1LC	rk:5:0	false	6.8
1RB0RA_0LC1RA_0LD1LC_1RA1LC	rk:5:64	false	6.8
1RB0RA_0LC1RA_0LD1LC_1RA1LC	rk:6:0	true	8.8
1RB0RA_0LC1RA_0LD1LC_1RA1LC	rk:7:0	true	8.7
1RB0RA_1LC0RB_1RA0LD_1LC0LD	ng:4:0	false	1.2
1RB0RA_1LC0RB_1RA0LD_1LC0LD	ng:5:0	false	1.3
1RB0RA_1LC0RB_1RA0LD_1LC0LD	ng:6:0	false	2.3
1RB0RA_1LC0RB_1RA0LD_1LC0LD	rk:4:0	false	6.7
1RB0RA_1LC0RB_1RA0LD_1LC0LD	rk:4:1024	false	6.8
1RB0RA_1LC0RB_1RA0LD_1LC0LD	rk:4:64	false	6.9
1RB0RA_1LC0RB_1RA0LD_1LC0LD	rk:5:0	false	26.6
1RB0RA_1LC0RB_1RA0LD_1LC0LD	rk:5:64	false	26.8
1RB0RA_1LC0RB_1RA0LD_1LC0LD	rk:6:0	false	143.7
1RB0RA_1LC0RB_1RA0LD_1LC0LD	rk:7:0	timeout	300.1
1RB0RA_1LC1RD_1LD0LC_1RA1LB	ng:4:0	false	1.5
1RB0RA_1LC1RD_1LD0LC_1RA1LB	ng:5:0	false	2.4
1RB0RA_1LC1RD_1LD0LC_1RA1LB	ng:6:0	false	7.9
1RB0RA_1LC1RD_1LD0LC_1RA1LB	rk:4:0	false	4.8
1RB0RA_1LC1RD_1LD0LC_1RA1LB	rk:4:1024	false	4.9
1RB0RA_1LC1RD_1LD0LC_1RA1LB	rk:4:64	false	4.8
1RB0RA_1LC1RD_1LD0LC_1RA1LB	rk:5:0	false	31.7
1RB0RA_1LC1RD_1LD0LC_1RA1LB	rk:5:64	false	32.2
1RB0RA_1LC1RD_1LD0LC_1RA1LB	rk:6:0	false	251.4
1RB0RA_1LC1RD_1LD0LC_1RA1LB	rk:7:0	timeout	300.1
1RB0RB_0LC1RB_1RD1LD_1RA1LD	ng:4:0	false	1.0
1RB0RB_0LC1RB_1RD1LD_1RA1LD	ng:5:0	false	0.8
1RB0RB_0LC1RB_1RD1LD_1RA1LD	ng:6:0	false	0.9
1RB0RB_0LC1RB_1RD1LD_1RA1LD	rk:4:0	false	1.1
1RB0RB_0LC1RB_1RD1LD_1RA1LD	rk:4:1024	false	1.1
1RB0RB_0LC1RB_1RD1LD_1RA1LD	rk:4:64	false	1.1
1RB0RB_0LC1RB_1RD1LD_1RA1LD	rk:5:0	false	1.5
1RB0RB_0LC1RB_1RD1LD_1RA1LD	rk:5:64	false	1.5
1RB0RB_0LC1RB_1RD1LD_1RA1LD	rk:6:0	false	2.6
1RB0RB_0LC1RB_1RD1LD_1RA1LD	rk:7:0	false	4.6
1RB0RB_1LC0LD_1RD0LB_0RA1RC	ng:4:0	false	1.1
1RB0RB_1LC0LD_1RD0LB_0RA1RC	ng:5:0	false	0.8
1RB0RB_1LC0LD_1RD0LB_0RA1RC	ng:6:0	false	0.8
1RB0RB_1LC0LD_1RD0LB_0RA1RC	rk:4:0	false	1.9
1RB0RB_1LC0LD_1RD0LB_0RA1RC	rk:4:1024	false	2.0
1RB0RB_1LC0LD_1RD0LB_0RA1RC	rk:4:64	false	1.9
1RB0RB_1LC0LD_1RD0LB_0RA1RC	rk:5:0	false	1.1
1RB0RB_1LC0LD_1RD0LB_0RA1RC	rk:5:64	false	1.2
1RB0RB_1LC0LD_1RD0LB_0RA1RC	rk:6:0	false	1.3
1RB0RB_1LC0LD_1RD0LB_0RA1RC	rk:7:0	false	1.5
1RB0RB_1LC1RA_1RA0LD_0LB0LD	ng:4:0	false	1.1
1RB0RB_1LC1RA_1RA0LD_0LB0LD	ng:5:0	false	1.5
1RB0RB_1LC1RA_1RA0LD_0LB0LD	ng:6:0	false	3.8
1RB0RB_1LC1RA_1RA0LD_0LB0LD	rk:4:0	false	9.8
1RB0RB_1LC1RA_1RA0LD_0LB0LD	rk:4:1024	false	10.0
1RB0RB_1LC1RA_1RA0LD_0LB0LD	rk:4:64	false	9.6
1RB0RB_1LC1RA_1RA0LD_0LB0LD	rk:5:0	false	80.1
1RB0RB_1LC1RA_1RA0LD_0LB0LD	rk:5:64	false	79.1
1RB0RB_1LC1RA_1RA0LD_0LB0LD	rk:6:0	timeout	300.1
1RB0RB_1LC1RA_1RA0LD_0LB0LD	rk:7:0	timeout	300.1
1RB0RC_0LB1LA_0RD1RC_1LB0RD	ng:4:0	false	1.1
1RB0RC_0LB1LA_0RD1RC_1LB0RD	ng:5:0	false	1.0
1RB0RC_0LB1LA_0RD1RC_1LB0RD	ng:6:0	false	1.5
1RB0RC_0LB1LA_0RD1RC_1LB0RD	rk:4:0	false	1.0
1RB0RC_0LB1LA_0RD1RC_1LB0RD	rk:4:1024	false	1.0
1RB0RC_0LB1LA_0RD1RC_1LB0RD	rk:4:64	false	1.1
1RB0RC_0LB1LA_0RD1RC_1LB0RD	rk:5:0	false	1.8
1RB0RC_0LB1LA_0RD1RC_1LB0RD	rk:5:64	false	1.8
1RB0RC_0LB1LA_0RD1RC_1LB0RD	rk:6:0	false	5.4
1RB0RC_0LB1LA_0RD1RC_1LB0RD	rk:7:0	false	20.6
1RB0RC_1LC0LD_1RA0LB_0LA0LC	ng:4:0	false	1.3
1RB0RC_1LC0LD_1RA0LB_0LA0LC	ng:5:0	false	0.9
1RB0RC_1LC0LD_1RA0LB_0LA0LC	ng:6:0	false	1.1
1RB0RC_1LC0LD_1RA0LB_0LA0LC	rk:4:0	false	8.4
1RB0RC_1LC0LD_1RA0LB_0LA0LC	rk:4:1024	false	8.3
1RB0RC_1LC0LD_1RA0LB_0LA0LC	rk:4:64	false	8.3
1RB0RC_1LC0LD_1RA0LB_0LA0LC	rk:5:0	false	6.0
1RB0RC_1LC0LD_1RA0LB_0LA0LC	rk:5:64	false	6.1
1RB0RC_1LC0LD_1RA0LB_0LA0LC	rk:6:0	false	13.0
1RB0RC_1LC0LD_1RA0LB_0LA0LC	rk:7:0	true	1.5
1RB0RC_1LC1LD_1RA0LB_1LC0LA	ng:4:0	false	1.1
1RB0RC_1LC1LD_1RA0LB_1LC0LA	ng:5:0	false	1.0
1RB0RC_1LC1LD_1RA0LB_1LC0LA	ng:6:0	false	1.4
1RB0RC_1LC1LD_1RA0LB_1LC0LA	rk:4:0	false	8.3
1RB0RC_1LC1LD_1RA0LB_1LC0LA	rk:4:1024	false	8.4
1RB0RC_1LC1LD_1RA0LB_1LC0LA	rk:4:64	false	8.3
1RB0RC_1LC1LD_1RA0LB_1LC0LA	rk:5:0	false	11.4
1RB0RC_1LC1LD_1RA0LB_1LC0LA	rk:5:64	false	11.3
1RB0RC_1LC1LD_1RA0LB_1LC0LA	rk:6:0	false	56.5
1RB0RC_1LC1LD_1RA0LB_1LC0LA	rk:7:0	false	17.1
1RB0RD_0LB0LC_1RA1LC_1RB1RD	ng:4:0	false	0.9
1RB0RD_0LB0LC_1RA1LC_1RB1RD	ng:5:0	false	0.8
1RB0RD_0LB0LC_1RA1LC_1RB1RD	ng:6:0	false	0.8
1RB0RD_0LB0LC_1RA1LC_1RB1RD	rk:4:0	false	1.0
1RB0RD_0LB0LC_1RA1LC_1RB1RD	rk:4:1024	false	1.0
1RB0RD_0LB0LC_1RA1LC_1RB1RD	rk:4:64	false	1.0
1RB0RD_0LB0LC_1RA1LC_1RB1RD	rk:5:0	false	1.4
1RB0RD_0LB0LC_1RA1LC_1RB1RD	rk:5:64	false	1.4
1RB0RD_0LB0LC_1RA1LC_1RB1RD	rk:6:0	false	2.2
1RB0RD_0LB0LC_1RA1LC_1RB1RD	rk:7:0	false	3.8
1RB0RD_0RC1LD_1LD1RC_0LA0LB	ng:4:0	false	0.9
1RB0RD_0RC1LD_1LD1RC_0LA0LB	ng:5:0	false	0.9
1RB0RD_0RC1LD_1LD1RC_0LA0LB	ng:6:0	false	1.0
1RB0RD_0RC1LD_1LD1RC_0LA0LB	rk:4:0	true	0.8
1RB0RD_0RC1LD_1LD1RC_0LA0LB	rk:4:1024	true	0.8
1RB0RD_0RC1LD_1LD1RC_0LA0LB	rk:4:64	true	0.8
1RB0RD_0RC1LD_1LD1RC_0LA0LB	rk:5:0	true	1.1
1RB0RD_0RC1LD_1LD1RC_0LA0LB	rk:5:64	true	1.1
1RB0RD_0RC1LD_1LD1RC_0LA0LB	rk:6:0	true	1.7
1RB0RD_0RC1LD_1LD1RC_0LA0LB	rk:7:0	true	3.4
1RB0RD_1LC0RB_0LC1RD_1LA0LA	ng:4:0	false	0.9
1RB0RD_1LC0RB_0LC1RD_1LA0LA	ng:5:0	false	1.4
1RB0RD_1LC0RB_0LC1RD_1LA0LA	ng:6:0	false	2.1
1RB0RD_1LC0RB_0LC1RD_1LA0LA	rk:4:0	false	1.1
1RB0RD_1LC0RB_0LC1RD_1LA0LA	rk:4:1024	false	1.2
1RB0RD_1LC0RB_0LC1RD_1LA0LA	rk:4:64	false	1.2
1RB0RD_1LC0RB_0LC1RD_1LA0LA	rk:5:0	false	2.4
1RB0RD_1LC0RB_0LC1RD_1LA0LA	rk:5:64	false	2.4
1RB0RD_1LC0RB_0LC1RD_1LA0LA	rk:6:0	false	8.1
1RB0RD_1LC0RB_0LC1RD_1LA0LA	rk:7:0	false	31.5
1RB0RD_1LC1RB_1LD0LC_1RA1RA	ng:4:0	false	1.0
1RB0RD_1LC1RB_1LD0LC_1RA1RA	ng:5:0	false	0.9
1RB0RD_1LC1RB_1LD0LC_1RA1RA	ng:6:0	false	1.2
1RB0RD_1LC1RB_1LD0LC_1RA1RA	rk:4:0	true	1.0
1RB0RD_1LC1RB_1LD0LC_1RA1RA	rk:4:1024	true	0.9
1RB0RD_1LC1RB_1LD0LC_1RA1RA	rk:4:64	true	0.9
1RB0RD_1LC1RB_1LD0LC_1RA1RA	rk:5:0	true	1.5
1RB0RD_1LC1RB_1LD0LC_1RA1RA	rk:5:64	true	1.5
1RB0RD_1LC1RB_1LD0LC_1RA1RA	rk:6:0	true	3.0
1RB0RD_1LC1RB_1LD0LC_1RA1RA	rk:7:0	true	10.0
1RB1LA_0LA0RC_0LD0RB_1LD1RA	ng:4:0	false	1.0
1RB1LA_0LA0RC_0LD0RB_1LD1RA	ng:5:0	false	1.1
1RB1LA_0LA0RC_0LD0RB_1LD1RA	ng:6:0	false	1.5
1RB1LA_0LA0RC_0LD0RB_1LD1RA	rk:4:0	false	1.5
1RB1LA_0LA0RC_0LD0RB_1LD1RA	rk:4:1024	false	1.5
1RB1LA_0LA0RC_0LD0RB_1LD1RA	rk:4:64	false	1.5
1RB1LA_0LA0RC_0LD0RB_1LD1RA	rk:5:0	false	4.5
1RB1LA_0LA0RC_0LD0RB_1LD1RA	rk:5:64	false	4.6
1RB1LA_0LA0RC_0LD0RB_1LD1RA	rk:6:0	false	14.5
1RB1LA_0LA0RC_0LD0RB_1LD1RA	rk:7:0	false	69.1
1RB1LA_0LA1RC_0LA1RD_0LD0RC	ng:4:0	false	0.9
1RB1LA_0LA1RC_0LA1RD_0LD0RC	ng:5:0	false	0.7
1RB1LA_0LA1RC_0LA1RD_0LD0RC	ng:6:0	false	0.9
1RB1LA_0LA1RC_0LA1RD_0LD0RC	rk:4:0	true	0.8
1RB1LA_0LA1RC_0LA1RD_0LD0RC	rk:4:1024	true	0.8
1RB1LA_0LA1RC_0LA1RD_0LD0RC	rk:4:64	true	0.8
1RB1LA_0LA1RC_0LA1RD_0LD0RC	rk:5:0	true	0.9
1RB1LA_0LA1RC_0LA1RD_0LD0RC	rk:5:64	true	0.9
1RB1LA_0LA1RC_0LA1RD_0LD0RC	rk:6:0	true	1.2
1RB1LA_0LA1RC_0LA1RD_0LD0RC	rk:7:0	true	1.7
1RB1LA_0LA1RC_1RB0LD_0RD1LC	ng:4:0	false	1.0
1RB1LA_0LA1RC_1RB0LD_0RD1LC	ng:5:0	false	0.8
