census_machine	upstream_tnf	upstream_status	cert_family	list	mode	nstates_after	dropped
1RB1LA_1LA1RC_1LD0RC_1RB1LC	1RB1LA_1LA1RC_1LD0RC_1RB1LC	none		B	direct1	4	
1RB1LA_1LA1RC_1LD1RC_0RC0LD	1RB1LA_1LA1RC_1LD1RC_0RC0LD	none		B	direct1	4	
1RB1LA_1LA1RC_1RB0LD_0RC1LC	1RB1LA_1LA1RC_1RB0LD_0RC1LC	none		C	direct1	4	
1RB1LA_1LA1RC_1RB0LD_0RC1LD	1RB1LA_1LA1RC_1RB0LD_0RC1LD	none		C	direct1	4	
1RB1LA_1LA1RC_1RB0LD_0RD1LC	1RB1LA_1LA1RC_1RB0LD_0RD1LC	none		C	direct1	4	
1RB1LA_1LA1RC_1RC1LD_0LC0LD	1RB1LA_1LA1RC_1RC1LD_0LC0LD	none		B	direct1	4	
1RB1LA_1LA1RC_1RC1LD_1RC0LD	1RB1LA_1LA1RC_1RC1LD_1RC0LD	none		B	direct1	4	
1RB1LA_1LA1RC_1RD0LD_1LC0RC	1RB1LA_1LA1RC_1RD0LD_1LC0RC	none		B	direct1	4	
1RB1LA_1LA1RC_1RD0RD_1LD1RC	1RB1LA_1LA1RC_1RD0RD_1LD1RC	none		B	direct1	4	
1RB1LA_1LA1RC_1RD1LC_0LC0RD	1RB1LA_1LA1RC_1RD1LC_0LC0RD	none		B	direct1	4	
1RB1LA_1LB1LC_1RD0LC_0RD1LA	1RB1LA_1LB1LC_1RD0LC_0RD1LA	none		C	direct1	4	
1RB1LA_1LB1LC_1RD0LC_0RD1RA	1RB1LA_1LB1LC_1RD0LC_0RD1RA	none		C	direct1	4	
1RB1LA_1LB1LC_1RD0LC_1RB0RA	1RB1LA_1LB1LC_1RD0LC_1RB0RA	none		B	direct1	4	
1RB1LA_1LB1LC_1RD0LC_1RB1LA	1RB1LA_1LB1LC_1RD0LC_1RB1LA	none		B	direct1	4	
1RB1LA_1LB1LC_1RD0LC_1RB1RA	1RB1LA_1LB1LC_1RD0LC_1RB1RA	none		B	direct1	4	
1RB1LA_1LB1RC_0LA1RD_0LB0RD	1RB1LA_1LB1RC_0LA1RD_0LB0RD	none		C	direct1	4	
1RB1LA_1LB1RC_0RC1LD_1LA0LD	1RB1LA_1LB1RC_0RC1LD_1LA0LD	none		C	direct1	4	
1RB1LA_1LB1RC_1LA1RD_0LB0RD	1RB1LA_1LB1RC_1LA1RD_0LB0RD	none		C	direct1	4	
1RB1LA_1LB1RC_1LD0RC_0LB1LA	1RB1LA_1LB1RC_1LD0RC_0LB1LA	none		C	direct1	4	
1RB1LA_1LB1RC_1LD0RC_0LB1RA	1RB1LA_1LB1RC_1LD0RC_0LB1RA	none		C	direct1	4	
1RB1LA_1LC0LB_1RD1RA_0RC1RC	1RB1LA_1LC0LB_1RD1RA_0RC1RC	none		C	direct1	4	
1RB1LA_1LC0LD_0LD0RA_1RD0RB	1RB1LA_1LC0LD_0LD0RA_1RD0RB	none		B	direct1	4	
1RB1LA_1LC0LD_1RC0LB_1RD0RA	1RB1LA_1LC0LD_1RC0LB_1RD0RA	none		C	direct1	4	
1RB1LA_1LC0RB_0LC0RD_0LA1RD	1RB1LA_1LC0RB_0LC0RD_0LA1RD	none		C	direct1	4	
1RB1LA_1LC0RB_0LC0RD_1LA1RD	1RB1LA_1LC0RB_0LC0RD_1LA1RD	none		C	direct1	4	
1RB1LA_1LC0RB_0LC1RD_0RB0LA	1RB1LA_1LC0RB_0LC1RD_0RB0LA	none		B	direct1	4	
1RB1LA_1LC0RB_0LC1RD_0RB1LA	1RB1LA_1LC0RB_0LC1RD_0RB1LA	none		B	direct1	4	
1RB1LA_1LC0RB_0LC1RD_0RD0LA	1RB1LA_1LC0RB_0LC1RD_0RD0LA	none		C	direct1	4	
1RB1LA_1LC0RB_0LD0RA_0LD1RB	1RB1LA_1LC0RB_0LD0RA_0LD1RB	none		C	direct1	4	
1RB1LA_1LC0RB_0LD0RA_1LC1RB	1RB1LA_1LC0RB_0LD0RA_1LC1RB	none		C	direct1	4	
1RB1LA_1LC0RB_0LD0RA_1LC1RD	1RB1LA_1LC0RB_0LD0RA_1LC1RD	none		C	direct1	4	
1RB1LA_1LC0RB_0LD0RA_1LD1RB	1RB1LA_1LC0RB_0LD0RA_1LD1RB	none		C	direct1	4	
1RB1LA_1LC0RB_0LD0RA_1RD0RB	1RB1LA_1LC0RB_0LD0RA_1RD0RB	none		B	direct1	4	
1RB1LA_1LC0RB_0LD1RA_0LD0RA	1RB1LA_1LC0RB_0LD1RA_0LD0RA	none		C	direct1	4	
1RB1LA_1LC0RB_0LD1RA_1LD1RB	1RB1LA_1LC0RB_0LD1RA_1LD1RB	none		C	direct1	4	
1RB1LA_1LC0RB_0RD0LC_1RD0LA	1RB1LA_1LC0RB_0RD0LC_1RD0LA	none		C	direct1	4	
1RB1LA_1LC0RB_1LD0RA_0LC0LA	1RB1LA_1LC0RB_1LD0RA_0LC0LA	none		C	direct1	4	
1RB1LA_1LC0RB_1LD0RA_0LC1LA	1RB1LA_1LC0RB_1LD0RA_0LC1LA	none		C	direct1	4	
1RB1LA_1LC0RB_1LD0RA_0LC1RA	1RB1LA_1LC0RB_1LD0RA_0LC1RA	none		C	direct1	4	
1RB1LA_1LC0RB_1LD0RA_0LD1RB	1RB1LA_1LC0RB_1LD0RA_0LD1RB	none		C	direct1	4	
1RB1LA_1LC0RB_1LD0RA_0RD1RB	1RB1LA_1LC0RB_1LD0RA_0RD1RB	none		B	direct1	4	
1RB1LA_1LC0RB_1LD0RA_1LB1RD	1RB1LA_1LC0RB_1LD0RA_1LB1RD	none		C	direct1	4	
1RB1LA_1LC0RB_1LD0RA_1LD1RB	1RB1LA_1LC0RB_1LD0RA_1LD1RB	none		B	direct1	4	
1RB1LA_1LC0RB_1LD0RA_1RD1RB	1RB1LA_1LC0RB_1LD0RA_1RD1RB	none		B	direct1	4	
1RB1LA_1LC0RB_1LD1LA_0LC0RA	1RB1LA_1LC0RB_1LD1LA_0LC0RA	none		C	direct1	4	
1RB1LA_1LC0RB_1LD1RA_0RD1RB	1RB1LA_1LC0RB_1LD1RA_0RD1RB	none		B	direct1	4	
1RB1LA_1LC0RB_1LD1RA_1LD1RB	1RB1LA_1LC0RB_1LD1RA_1LD1RB	none		B	direct1	4	
1RB1LA_1LC0RB_1LD1RA_1RD1RB	1RB1LA_1LC0RB_1LD1RA_1RD1RB	none		B	direct1	4	
1RB1LA_1LC0RB_1LD1RB_0LC0RA	1RB1LA_1LC0RB_1LD1RB_0LC0RA	none		C	direct1	4	
1RB1LA_1LC0RB_1LD1RB_0LC1RA	1RB1LA_1LC0RB_1LD1RB_0LC1RA	none		C	direct1	4	
1RB1LA_1LC0RB_1LD1RC_0LC0LA	1RB1LA_1LC0RB_1LD1RC_0LC0LA	none		C	direct1	4	
1RB1LA_1LC0RB_1LD1RC_0LC0RA	1RB1LA_1LC0RB_1LD1RC_0LC0RA	none		C	direct1	4	
1RB1LA_1LC0RB_1RD1LD_0RA1RB	1RB1LA_1LC0RB_1RD1LD_0RA1RB	none		B	direct1	4	
1RB1LA_1LC0RB_1RD1LD_1RA1RB	1RB1LA_1LC0RB_1RD1LD_1RA1RB	none		B	direct1	4	
1RB1LA_1LC0RD_---1LA_0LA1RD	1RB1LA_1LC0RD_---1LA_0LA1RD	none		C	direct1	4	
1RB1LA_1LC0RD_---1RA_0LA1RD	1RB1LA_1LC0RD_---1RA_0LA1RD	none		C	direct1	4	
1RB1LA_1LC0RD_---1RD_0LA1RD	1RB1LA_1LC0RD_---1RD_0LA1RD	none		C	direct1	4	
1RB1LA_1LC0RD_0LA1RC_0LA1RD	1RB1LA_1LC0RD_0LA1RC_0LA1RD	none		C	direct1	4	
1RB1LA_1LC0RD_0LB0RA_1LB0RB	1RB1LA_1LC0RD_0LB0RA_1LB0RB	none		C	direct1	4	
1RB1LA_1LC0RD_0LC1RA_0RA0RB	1RB1LA_1LC0RD_0LC1RA_0RA0RB	none		C	direct1	4	
1RB1LA_1LC0RD_0LC1RD_1RA0RB	1RB1LA_1LC0RD_0LC1RD_1RA0RB	none		C	direct1	4	
1RB1LA_1LC0RD_0LD0RA_0RB1RD	1RB1LA_1LC0RD_0LD0RA_0RB1RD	none		B	direct1	4	
1RB1LA_1LC0RD_0LD1RC_0LA1RD	1RB1LA_1LC0RD_0LD1RC_0LA1RD	none		C	direct1	4	
1RB1LA_1LC0RD_0RA0LC_0LA1RD	1RB1LA_1LC0RD_0RA0LC_0LA1RD	none		C	direct1	4	
1RB1LA_1LC0RD_0RA1LB_0LB1RD	1RB1LA_1LC0RD_0RA1LB_0LB1RD	none		C	direct1	4	
1RB1LA_1LC0RD_0RA1LB_0LC1RD	1RB1LA_1LC0RD_0RA1LB_0LC1RD	none		C	direct1	4	
1RB1LA_1LC0RD_0RA1LC_0LA1RD	1RB1LA_1LC0RD_0RA1LC_0LA1RD	none		C	direct1	4	
1RB1LA_1LC0RD_0RB0LC_0LA1RD	1RB1LA_1LC0RD_0RB0LC_0LA1RD	none		C	direct1	4	
1RB1LA_1LC0RD_0RB1LC_0LA1RD	1RB1LA_1LC0RD_0RB1LC_0LA1RD	none		C	direct1	4	
1RB1LA_1LC0RD_0RD1LC_0LA1RD	1RB1LA_1LC0RD_0RD1LC_0LA1RD	none		C	direct1	4	
1RB1LA_1LC0RD_1LA1LB_0LB1RD	1RB1LA_1LC0RD_1LA1LB_0LB1RD	none		C	direct1	4	
1RB1LA_1LC0RD_1LA1LB_0LC1RD	1RB1LA_1LC0RD_1LA1LB_0LC1RD	none		C	direct1	4	
1RB1LA_1LC0RD_1LA1LC_0LA1RD	1RB1LA_1LC0RD_1LA1LC_0LA1RD	none		C	direct1	4	
1RB1LA_1LC0RD_1LA1RC_0LA1RD	1RB1LA_1LC0RD_1LA1RC_0LA1RD	none		C	direct1	4	
1RB1LA_1LC0RD_1LB0RA_0RB0LB	1RB1LA_1LC0RD_1LB0RA_0RB0LB	none		C	direct1	4	
1RB1LA_1LC0RD_1LC0RA_0RB0LB	1RB1LA_1LC0RD_1LC0RA_0RB0LB	none		C	direct1	4	
1RB1LA_1LC0RD_1LC0RA_0RB0LC	1RB1LA_1LC0RD_1LC0RA_0RB0LC	none		C	direct1	4	
1RB1LA_1LC0RD_1LD1RC_0LA1RD	1RB1LA_1LC0RD_1LD1RC_0LA1RD	none		C	direct1	4	
1RB1LA_1LC0RD_1RA1LB_0LB1RD	1RB1LA_1LC0RD_1RA1LB_0LB1RD	none		C	direct1	4	
1RB1LA_1LC0RD_1RA1LB_0LC1RD	1RB1LA_1LC0RD_1RA1LB_0LC1RD	none		C	direct1	4	
1RB1LA_1LC0RD_1RA1LC_0LA1RD	1RB1LA_1LC0RD_1RA1LC_0LA1RD	none		C	direct1	4	
1RB1LA_1LC0RD_1RB1LC_0LA1RD	1RB1LA_1LC0RD_1RB1LC_0LA1RD	none		C	direct1	4	
1RB1LA_1LC0RD_1RD1LC_0LA1RD	1RB1LA_1LC0RD_1RD1LC_0LA1RD	none		C	direct1	4	
1RB1LA_1LC0RD_1RD1RC_0LA1RD	1RB1LA_1LC0RD_1RD1RC_0LA1RD	none		C	direct1	4	
1RB1LA_1LC1LD_---0RD_0LA1RD	1RB1LA_1LC1LD_---0RD_0LA1RD	none		B	direct1	4	
1RB1LA_1LC1LD_0RA0LB_0LA1RD	1RB1LA_1LC1LD_0RA0LB_0LA1RD	none		B	direct1	4	
1RB1LA_1LC1LD_0RC1RA_1RC0LD	1RB1LA_1LC1LD_0RC1RA_1RC0LD	none		C	direct1	4	
1RB1LA_1LC1LD_0RD0LB_0LA1RD	1RB1LA_1LC1LD_0RD0LB_0LA1RD	none		B	direct1	4	
1RB1LA_1LC1LD_0RD0LC_1RA1RD	1RB1LA_1LC1LD_0RD0LC_1RA1RD	none		C	direct1	4	
1RB1LA_1LC1LD_1LA0RC_0LA1RD	1RB1LA_1LC1LD_1LA0RC_0LA1RD	none		B	direct1	4	
1RB1LA_1LC1LD_1RD0LC_0LA1RD	1RB1LA_1LC1LD_1RD0LC_0LA1RD	none		B	direct1	4	
1RB1LA_1LC1LD_1RD0RC_0LA1RD	1RB1LA_1LC1LD_1RD0RC_0LA1RD	none		B	direct1	4	
1RB1LA_1LC1RB_0RA0LD_0RB1LD	1RB1LA_1LC1RB_0RA0LD_0RB1LD	none		C	direct1	4	
1RB1LA_1LC1RB_0RB1LD_0RA0LC	1RB1LA_1LC1RB_0RB1LD_0RA0LC	none		C	direct1	4	
1RB1LA_1LC1RB_1RA0LD_0RB1LD	1RB1LA_1LC1RB_1RA0LD_0RB1LD	none		C	direct1	4	
1RB1LA_1LC1RB_1RB1LD_1RA1LC	1RB1LA_1LC1RB_1RB1LD_1RA1LC	none		C	direct1	4	
1RB1LA_1LC1RD_---0LD_1LA0RD	1RB1LA_1LC1RD_---0LD_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_---0RA_0LA1RD	1RB1LA_1LC1RD_---0RA_0LA1RD	none		B	direct1	4	
1RB1LA_1LC1RD_---0RA_1LA0RA	1RB1LA_1LC1RD_---0RA_1LA0RA	none		C	direct1	4	
1RB1LA_1LC1RD_---0RA_1LA0RD	1RB1LA_1LC1RD_---0RA_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_---0RA_1LA1RB	1RB1LA_1LC1RD_---0RA_1LA1RB	none		C	direct1	4	
1RB1LA_1LC1RD_---0RB_0LA1RD	1RB1LA_1LC1RD_---0RB_0LA1RD	none		B	direct1	4	
1RB1LA_1LC1RD_---0RB_1LA0LD	1RB1LA_1LC1RD_---0RB_1LA0LD	none		B	direct1	4	
1RB1LA_1LC1RD_---0RB_1LA0RD	1RB1LA_1LC1RD_---0RB_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_---0RD_0LA1RD	1RB1LA_1LC1RD_---0RD_0LA1RD	none		B	direct1	4	
1RB1LA_1LC1RD_---0RD_1LA0RD	1RB1LA_1LC1RD_---0RD_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_---1LA_1LA0LD	1RB1LA_1LC1RD_---1LA_1LA0LD	none		B	direct1	4	
1RB1LA_1LC1RD_---1LD_1LA0LD	1RB1LA_1LC1RD_---1LD_1LA0LD	none		B	direct1	4	
1RB1LA_1LC1RD_---1LD_1LA0RA	1RB1LA_1LC1RD_---1LD_1LA0RA	none		C	direct1	4	
1RB1LA_1LC1RD_---1LD_1LA0RD	1RB1LA_1LC1RD_---1LD_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_---1LD_1LA1RB	1RB1LA_1LC1RD_---1LD_1LA1RB	none		C	direct1	4	
1RB1LA_1LC1RD_---1RA_1LA0LD	1RB1LA_1LC1RD_---1RA_1LA0LD	none		B	direct1	4	
1RB1LA_1LC1RD_---1RA_1LA0RD	1RB1LA_1LC1RD_---1RA_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_---1RB_0LA1RD	1RB1LA_1LC1RD_---1RB_0LA1RD	none		B	direct1	4	
1RB1LA_1LC1RD_---1RB_1LA0RA	1RB1LA_1LC1RD_---1RB_1LA0RA	none		C	direct1	4	
1RB1LA_1LC1RD_---1RB_1LA0RD	1RB1LA_1LC1RD_---1RB_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_---1RB_1LA1RB	1RB1LA_1LC1RD_---1RB_1LA1RB	none		C	direct1	4	
1RB1LA_1LC1RD_---1RD_0LA1RD	1RB1LA_1LC1RD_---1RD_0LA1RD	none		B	direct1	4	
1RB1LA_1LC1RD_---1RD_1LA0RD	1RB1LA_1LC1RD_---1RD_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_0LA1RC_0LA1RD	1RB1LA_1LC1RD_0LA1RC_0LA1RD	none		B	direct1	4	
1RB1LA_1LC1RD_0LA1RC_1LA0RD	1RB1LA_1LC1RD_0LA1RC_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_0LB1LA_1LB0RD	1RB1LA_1LC1RD_0LB1LA_1LB0RD	none		C	direct1	4	
1RB1LA_1LC1RD_0LB1RA_1LB0RD	1RB1LA_1LC1RD_0LB1RA_1LB0RD	none		C	direct1	4	
1RB1LA_1LC1RD_0LB1RC_0LA1RD	1RB1LA_1LC1RD_0LB1RC_0LA1RD	none		B	direct1	4	
1RB1LA_1LC1RD_0LB1RC_1LA0RA	1RB1LA_1LC1RD_0LB1RC_1LA0RA	none		C	direct1	4	
1RB1LA_1LC1RD_0LB1RC_1LA0RD	1RB1LA_1LC1RD_0LB1RC_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_0LB1RC_1LA1RB	1RB1LA_1LC1RD_0LB1RC_1LA1RB	none		C	direct1	4	
1RB1LA_1LC1RD_0LC1RA_0LA0RB	1RB1LA_1LC1RD_0LC1RA_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0LD0LB_1LA0RA	1RB1LA_1LC1RD_0LD0LB_1LA0RA	none		C	direct1	4	
1RB1LA_1LC1RD_0LD0LB_1LA0RD	1RB1LA_1LC1RD_0LD0LB_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_0LD0LB_1LA1RB	1RB1LA_1LC1RD_0LD0LB_1LA1RB	none		C	direct1	4	
1RB1LA_1LC1RD_0LD0LC_1LA0RD	1RB1LA_1LC1RD_0LD0LC_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_0LD0RC_1LA0RA	1RB1LA_1LC1RD_0LD0RC_1LA0RA	none		C	direct1	4	
1RB1LA_1LC1RD_0LD0RC_1LA0RD	1RB1LA_1LC1RD_0LD0RC_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_0LD0RC_1LA1RB	1RB1LA_1LC1RD_0LD0RC_1LA1RB	none		C	direct1	4	
1RB1LA_1LC1RD_0LD1LA_1LB0RD	1RB1LA_1LC1RD_0LD1LA_1LB0RD	none		C	direct1	4	
1RB1LA_1LC1RD_0LD1LB_1LA1RB	1RB1LA_1LC1RD_0LD1LB_1LA1RB	none		C	direct1	4	
1RB1LA_1LC1RD_0LD1LC_1LA0RA	1RB1LA_1LC1RD_0LD1LC_1LA0RA	none		C	direct1	4	
1RB1LA_1LC1RD_0LD1LC_1LA0RD	1RB1LA_1LC1RD_0LD1LC_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_0LD1LC_1LA1RB	1RB1LA_1LC1RD_0LD1LC_1LA1RB	none		C	direct1	4	
1RB1LA_1LC1RD_0LD1RA_1LB0RD	1RB1LA_1LC1RD_0LD1RA_1LB0RD	none		C	direct1	4	
1RB1LA_1LC1RD_0LD1RC_0LA1RD	1RB1LA_1LC1RD_0LD1RC_0LA1RD	none		B	direct1	4	
1RB1LA_1LC1RD_0LD1RC_1LA0LD	1RB1LA_1LC1RD_0LD1RC_1LA0LD	none		B	direct1	4	
1RB1LA_1LC1RD_0RA0LB_0LA0RB	1RB1LA_1LC1RD_0RA0LB_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RA0LB_0LA1RD	1RB1LA_1LC1RD_0RA0LB_0LA1RD	none		B	direct1	4	
1RB1LA_1LC1RD_0RA0LB_1LA0RD	1RB1LA_1LC1RD_0RA0LB_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_0RA0LC_0LA0RB	1RB1LA_1LC1RD_0RA0LC_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RA0LC_0LA1RD	1RB1LA_1LC1RD_0RA0LC_0LA1RD	none		B	direct1	4	
1RB1LA_1LC1RD_0RA0LC_1LA0RA	1RB1LA_1LC1RD_0RA0LC_1LA0RA	none		C	direct1	4	
1RB1LA_1LC1RD_0RA0LC_1LA0RD	1RB1LA_1LC1RD_0RA0LC_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_0RA0LC_1LA1RB	1RB1LA_1LC1RD_0RA0LC_1LA1RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RA0RA_0LA0RB	1RB1LA_1LC1RD_0RA0RA_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RA0RB_0LA0RB	1RB1LA_1LC1RD_0RA0RB_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RA0RD_0LA0RB	1RB1LA_1LC1RD_0RA0RD_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RA1LA_0LA0RB	1RB1LA_1LC1RD_0RA1LA_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RA1LB_0LA0RB	1RB1LA_1LC1RD_0RA1LB_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RA1LB_1LA0LD	1RB1LA_1LC1RD_0RA1LB_1LA0LD	none		B	direct1	4	
1RB1LA_1LC1RD_0RA1LB_1LA0RA	1RB1LA_1LC1RD_0RA1LB_1LA0RA	none		C	direct1	4	
1RB1LA_1LC1RD_0RA1LB_1LA0RD	1RB1LA_1LC1RD_0RA1LB_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_0RA1LB_1LA1RB	1RB1LA_1LC1RD_0RA1LB_1LA1RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RA1LC_0LA0RB	1RB1LA_1LC1RD_0RA1LC_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RA1LC_1LA0LD	1RB1LA_1LC1RD_0RA1LC_1LA0LD	none		B	direct1	4	
1RB1LA_1LC1RD_0RA1LC_1LA0RD	1RB1LA_1LC1RD_0RA1LC_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_0RA1RA_0LA0RB	1RB1LA_1LC1RD_0RA1RA_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RA1RB_0LA0RB	1RB1LA_1LC1RD_0RA1RB_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RA1RD_0LA0RB	1RB1LA_1LC1RD_0RA1RD_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RB0LB_0LA0RB	1RB1LA_1LC1RD_0RB0LB_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RB0LB_1LA0RA	1RB1LA_1LC1RD_0RB0LB_1LA0RA	none		C	direct1	4	
1RB1LA_1LC1RD_0RB0LB_1LA0RD	1RB1LA_1LC1RD_0RB0LB_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_0RB0LB_1LA1RB	1RB1LA_1LC1RD_0RB0LB_1LA1RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RB0LC_0LA0RB	1RB1LA_1LC1RD_0RB0LC_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RB0LC_0LA1RD	1RB1LA_1LC1RD_0RB0LC_0LA1RD	none		B	direct1	4	
1RB1LA_1LC1RD_0RB0LC_1LA0LD	1RB1LA_1LC1RD_0RB0LC_1LA0LD	none		B	direct1	4	
1RB1LA_1LC1RD_0RB0LC_1LA1RB	1RB1LA_1LC1RD_0RB0LC_1LA1RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RB0LC_1RA1RB	1RB1LA_1LC1RD_0RB0LC_1RA1RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RB0RA_0LA0RB	1RB1LA_1LC1RD_0RB0RA_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RB0RB_0LA0RB	1RB1LA_1LC1RD_0RB0RB_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RB0RC_0LA0RB	1RB1LA_1LC1RD_0RB0RC_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RB0RC_1LA0RD	1RB1LA_1LC1RD_0RB0RC_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_0RB0RD_0LA0RB	1RB1LA_1LC1RD_0RB0RD_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RB1LA_0LA0RB	1RB1LA_1LC1RD_0RB1LA_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RB1LB_0LA0RB	1RB1LA_1LC1RD_0RB1LB_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RB1LB_1LA0LD	1RB1LA_1LC1RD_0RB1LB_1LA0LD	none		B	direct1	4	
1RB1LA_1LC1RD_0RB1LB_1LA0RD	1RB1LA_1LC1RD_0RB1LB_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_0RB1LB_1LA1RB	1RB1LA_1LC1RD_0RB1LB_1LA1RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RB1LC_0LA0RB	1RB1LA_1LC1RD_0RB1LC_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RB1LC_0LA1RD	1RB1LA_1LC1RD_0RB1LC_0LA1RD	none		B	direct1	4	
1RB1LA_1LC1RD_0RB1LC_1LA0LD	1RB1LA_1LC1RD_0RB1LC_1LA0LD	none		B	direct1	4	
1RB1LA_1LC1RD_0RB1RA_0LA0RB	1RB1LA_1LC1RD_0RB1RA_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RB1RB_0LA0RB	1RB1LA_1LC1RD_0RB1RB_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RB1RC_0LA0RB	1RB1LA_1LC1RD_0RB1RC_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RB1RC_1LA0RD	1RB1LA_1LC1RD_0RB1RC_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_0RB1RD_0LA0RB	1RB1LA_1LC1RD_0RB1RD_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RC1LA_0LA0RB	1RB1LA_1LC1RD_0RC1LA_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RC1RA_0LA0RB	1RB1LA_1LC1RD_0RC1RA_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RC1RD_0LA0RB	1RB1LA_1LC1RD_0RC1RD_0LA0RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RD0LB_1LA0RA	1RB1LA_1LC1RD_0RD0LB_1LA0RA	none		C	direct1	4	
1RB1LA_1LC1RD_0RD0LB_1LA0RD	1RB1LA_1LC1RD_0RD0LB_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_0RD0LC_1LA0LD	1RB1LA_1LC1RD_0RD0LC_1LA0LD	none		B	direct1	4	
1RB1LA_1LC1RD_0RD0LC_1LA0RD	1RB1LA_1LC1RD_0RD0LC_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_0RD0LC_1RA0RD	1RB1LA_1LC1RD_0RD0LC_1RA0RD	none		C	direct1	4	
1RB1LA_1LC1RD_0RD0LC_1RA1RB	1RB1LA_1LC1RD_0RD0LC_1RA1RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RD0LC_1RA1RD	1RB1LA_1LC1RD_0RD0LC_1RA1RD	none		C	direct1	4	
1RB1LA_1LC1RD_0RD0RC_1LA0RA	1RB1LA_1LC1RD_0RD0RC_1LA0RA	none		C	direct1	4	
1RB1LA_1LC1RD_0RD0RC_1LA0RD	1RB1LA_1LC1RD_0RD0RC_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_0RD0RC_1LA1RB	1RB1LA_1LC1RD_0RD0RC_1LA1RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RD1LB_1LA0RD	1RB1LA_1LC1RD_0RD1LB_1LA0RD	none		B	direct1	4	
1RB1LA_1LC1RD_0RD1LB_1LA1RB	1RB1LA_1LC1RD_0RD1LB_1LA1RB	none		C	direct1	4	
1RB1LA_1LC1RD_0RD1LC_0LA1RD	1RB1LA_1LC1RD_0RD1LC_0LA1RD	none		B	direct1	4	
