census_machine	upstream_tnf	upstream_status	cert_family	list	mode	nstates_after	dropped
0RB---_1RC1LD_0LD0RD_1RB1LB	1RB1LC_0LC0RC_1RA1LA	none		B	reroot	3	1
0RB---_1RC1LD_0LD1RC_0LB1LB	1RB1LC_0LC1RB_0LA1LA	none		B	reroot	3	1
0RB---_1RC1LD_0LD1RC_0RD1LB	1RB1LC_0LC1RB_0RC1LA	none		B	reroot	3	1
0RB---_1RC1LD_0LD1RC_1RC1LB	1RB1LC_0LC1RB_1RB1LA	none		B	reroot	3	1
0RB---_1RC1LD_0RD0RD_1LD1LB	1RB1LC_0RC0RC_1LC1LA	none		B	reroot	3	1
0RB---_1RC1LD_0RD1RD_1LB0RC	1RB1LC_0RC1RC_1LA0RB	none		B	reroot	3	1
0RB---_1RC1LD_0RD1RD_1LB1RC	1RB1LC_0RC1RC_1LA1RB	none		B	reroot	3	1
0RB---_1RC1LD_1LB0LD_1RB0LD	1RB1LC_1LA0LC_1RA0LC	none		B	reroot	3	1
0RB---_1RC1LD_1LB0RB_1RB0LD	1RB1LC_1LA0RA_1RA0LC	none		B	reroot	3	1
0RB---_1RC1LD_1LB0RD_1RB0LD	1RB1LC_1LA0RC_1RA0LC	none		B	reroot	3	1
0RB---_1RC1LD_1LB1LD_1RB0LD	1RB1LC_1LA1LC_1RA0LC	none		B	reroot	3	1
0RB---_1RC1LD_1LB1RB_0LC0LB	1RB1LC_1LA1RA_0LB0LA	none		B	reroot	3	1
0RB---_1RC1LD_1LB1RB_1RB0LD	1RB1LC_1LA1RA_1RA0LC	none		B	reroot	3	1
0RB---_1RC1LD_1LB1RB_1RC0LD	1RB1LC_1LA1RA_1RB0LC	none		B	reroot	3	1
0RB---_1RC1LD_1LB1RC_0LC0LB	1RB1LC_1LA1RB_0LB0LA	none		B	reroot	3	1
0RB---_1RC1LD_1LB1RC_0LC1LB	1RB1LC_1LA1RB_0LB1LA	none		B	reroot	3	1
0RB---_1RC1LD_1LB1RC_0RC0LB	1RB1LC_1LA1RB_0RB0LA	none		B	reroot	3	1
0RB---_1RC1LD_1LB1RC_0RC0LD	1RB1LC_1LA1RB_0RB0LC	none		B	reroot	3	1
0RB---_1RC1LD_1LB1RC_0RC1LD	1RB1LC_1LA1RB_0RB1LC	none		B	reroot	3	1
0RB---_1RC1LD_1LB1RC_0RC1RD	1RB1LC_1LA1RB_0RB1RC	none		B	reroot	3	1
0RB---_1RC1LD_1LB1RC_1LC0LC	1RB1LC_1LA1RB_1LB0LB	none		B	reroot	3	1
0RB---_1RC1LD_1LB1RC_1RB0LD	1RB1LC_1LA1RB_1RA0LC	none		B	reroot	3	1
0RB---_1RC1LD_1LB1RC_1RC0LC	1RB1LC_1LA1RB_1RB0LB	none		B	reroot	3	1
0RB---_1RC1LD_1LB1RC_1RC0LD	1RB1LC_1LA1RB_1RB0LC	none		B	reroot	3	1
0RB---_1RC1LD_1LB1RD_1LB0RD	1RB1LC_1LA1RC_1LA0RC	none		B	reroot	3	1
0RB---_1RC1LD_1LB1RD_1LC0LB	1RB1LC_1LA1RC_1LB0LA	none		B	reroot	3	1
0RB---_1RC1LD_1LB1RD_1LC0RD	1RB1LC_1LA1RC_1LB0RC	none		B	reroot	3	1
0RB---_1RC1LD_1LC0RD_1LD1LB	1RB1LC_1LB0RC_1LC1LA	none		B	reroot	3	1
0RB---_1RC1LD_1LC1LD_1RB0LD	1RB1LC_1LB1LC_1RA0LC	none		B	reroot	3	1
0RB---_1RC1LD_1LC1RB_0LB1LB	1RB1LC_1LB1RA_0LA1LA	none		B	reroot	3	1
0RB---_1RC1LD_1LC1RB_0RB0LD	1RB1LC_1LB1RA_0RA0LC	none		B	reroot	3	1
0RB---_1RC1LD_1LC1RD_1LB0RD	1RB1LC_1LB1RC_1LA0RC	none		B	reroot	3	1
0RB---_1RC1LD_1LD0RB_0LB1LB	1RB1LC_1LC0RA_0LA1LA	none		B	reroot	3	1
0RB---_1RC1LD_1LD0RC_1RD1LB	1RB1LC_1LC0RB_1RC1LA	none		B	reroot	3	1
0RB---_1RC1LD_1LD0RD_1RB1LB	1RB1LC_1LC0RC_1RA1LA	none		B	reroot	3	1
0RB---_1RC1LD_1LD1LC_1RB0LD	1RB1LC_1LC1LB_1RA0LC	none		B	reroot	3	1
0RB---_1RC1LD_1LD1RB_0LB1LB	1RB1LC_1LC1RA_0LA1LA	none		B	reroot	3	1
0RB---_1RC1LD_1LD1RC_---1LB	1RB1LC_1LC1RB_---1LA	none		C	reroot	3	1
0RB---_1RC1LD_1RD0LB_0LB1LB	1RB1LC_1RC0LA_0LA1LA	none		B	reroot	3	1
0RB---_1RC1LD_1RD0LC_0LB1LB	1RB1LC_1RC0LB_0LA1LA	none		B	reroot	3	1
0RB---_1RC1LD_1RD0RC_0LB0RC	1RB1LC_1RC0RB_0LA0RB	none		B	reroot	3	1
0RB---_1RC1LD_1RD0RC_0LB1RC	1RB1LC_1RC0RB_0LA1RB	none		B	reroot	3	1
0RB---_1RC1LD_1RD1LB_0LB1LB	1RB1LC_1RC1LA_0LA1LA	none		B	reroot	3	1
0RB---_1RC1LD_1RD1LC_0LB0RC	1RB1LC_1RC1LB_0LA0RB	none		B	reroot	3	1
0RB---_1RC1LD_1RD1LC_0LB1LB	1RB1LC_1RC1LB_0LA1LA	none		B	reroot	3	1
0RB---_1RC1LD_1RD1LC_0LC0RB	1RB1LC_1RC1LB_0LB0RA	none		B	reroot	3	1
0RB---_1RC1LD_1RD1RC_1LB0RD	1RB1LC_1RC1RB_1LA0RC	none		B	reroot	3	1
0RB---_1RC1LD_1RD1RC_1LB1LB	1RB1LC_1RC1RB_1LA1LA	none		B	reroot	3	1
0RB---_1RC1RB_0LC0LD_1RB1LD	1RB1RA_0LB0LC_1RA1LC	none		B	reroot	3	1
0RB---_1RC1RB_0LC1LD_0RB1LD	1RB1RA_0LB1LC_0RA1LC	none		B	reroot	3	1
0RB---_1RC1RB_0LC1LD_1RB0LD	1RB1RA_0LB1LC_1RA0LC	none		B	reroot	3	1
0RB---_1RC1RB_0LC1LD_1RB1LC	1RB1RA_0LB1LC_1RA1LB	none		B	reroot	3	1
0RB---_1RC1RB_0LD---_0RB1LD	1RB1RA_0LC---_0RA1LC	none		B	reroot	3	1
0RB---_1RC1RB_0LD0LB_1LB1LD	1RB1RA_0LC0LA_1LA1LC	none		B	reroot	3	1
0RB---_1RC1RB_0LD0RB_1LB1LD	1RB1RA_0LC0RA_1LA1LC	none		B	reroot	3	1
0RB---_1RC1RB_0LD1RB_0RC1LD	1RB1RA_0LC1RA_0RB1LC	none		B	reroot	3	1
0RB---_1RC1RB_0RD0RC_1LD0LB	1RB1RA_0RC0RB_1LC0LA	none		B	reroot	3	1
0RB---_1RC1RB_0RD1LB_1LC1RD	1RB1RA_0RC1LA_1LB1RC	none		B	reroot	3	1
0RB---_1RC1RB_1LC0LD_0RB1LD	1RB1RA_1LB0LC_0RA1LC	none		B	reroot	3	1
0RB---_1RC1RB_1LC1LD_0RB0LD	1RB1RA_1LB1LC_0RA0LC	none		B	reroot	3	1
0RB---_1RC1RB_1LC1LD_0RB0RD	1RB1RA_1LB1LC_0RA0RC	none		B	reroot	3	1
0RB---_1RC1RB_1LC1LD_0RB1LC	1RB1RA_1LB1LC_0RA1LB	none		B	reroot	3	1
0RB---_1RC1RB_1LC1LD_1RB0LD	1RB1RA_1LB1LC_1RA0LC	none		B	reroot	3	1
0RB---_1RC1RB_1LC1RD_0LB0RC	1RB1RA_1LB1RC_0LA0RB	none		B	reroot	3	1
0RB---_1RC1RB_1LC1RD_1LB0RC	1RB1RA_1LB1RC_1LA0RB	none		B	reroot	3	1
0RB---_1RC1RB_1LD0LB_0RB0LD	1RB1RA_1LC0LA_0RA0LC	none		B	reroot	3	1
0RB---_1RC1RB_1LD0LC_0RB1LC	1RB1RA_1LC0LB_0RA1LB	none		B	reroot	3	1
0RB---_1RC1RB_1LD0RB_0RB0LC	1RB1RA_1LC0RA_0RA0LB	none		B	reroot	3	1
0RB---_1RC1RB_1LD0RB_0RC0LD	1RB1RA_1LC0RA_0RB0LC	none		B	reroot	3	1
0RB---_1RC1RB_1LD0RB_1LB0LC	1RB1RA_1LC0RA_1LA0LB	none		B	reroot	3	1
0RB---_1RC1RB_1LD0RB_1LB1LD	1RB1RA_1LC0RA_1LA1LC	none		B	reroot	3	1
0RB---_1RC1RB_1LD0RB_1RB0LC	1RB1RA_1LC0RA_1RA0LB	none		B	reroot	3	1
0RB---_1RC1RB_1LD0RC_0RB1LC	1RB1RA_1LC0RB_0RA1LB	none		B	reroot	3	1
0RB---_1RC1RB_1LD0RC_1RB1LC	1RB1RA_1LC0RB_1RA1LB	none		B	reroot	3	1
0RB---_1RC1RB_1LD0RD_1LB0LD	1RB1RA_1LC0RC_1LA0LC	none		B	reroot	3	1
0RB---_1RC1RB_1LD0RD_1LB1LD	1RB1RA_1LC0RC_1LA1LC	none		B	reroot	3	1
0RB---_1RC1RB_1LD1LB_0RB0LD	1RB1RA_1LC1LA_0RA0LC	none		B	reroot	3	1
0RB---_1RC1RB_1LD1LC_1RB1LC	1RB1RA_1LC1LB_1RA1LB	none		B	reroot	3	1
0RB---_1RC1RB_1LD1LD_1RB1LC	1RB1RA_1LC1LC_1RA1LB	none		B	reroot	3	1
0RB---_1RC1RB_1LD1RB_0RC0LD	1RB1RA_1LC1RA_0RB0LC	none		B	reroot	3	1
0RB---_1RC1RB_1LD1RB_1LB1LD	1RB1RA_1LC1RA_1LA1LC	none		B	reroot	3	1
0RB---_1RC1RB_1LD1RC_0RB0LC	1RB1RA_1LC1RB_0RA0LB	none		B	reroot	3	1
0RB---_1RC1RB_1LD1RC_1RB0LC	1RB1RA_1LC1RB_1RA0LB	none		B	reroot	3	1
0RB---_1RC1RB_1RD0RC_1LD0LB	1RB1RA_1RC0RB_1LC0LA	none		B	reroot	3	1
0RB---_1RC1RB_1RD0RD_1LD0LB	1RB1RA_1RC0RC_1LC0LA	none		B	reroot	3	1
0RB---_1RC1RC_0LD0RB_1RB1LD	1RB1RB_0LC0RA_1RA1LC	none		B	reroot	3	1
0RB---_1RC1RC_0LD0RC_1RB1LD	1RB1RB_0LC0RB_1RA1LC	none		B	reroot	3	1
0RB---_1RC1RC_0LD1RC_1RB1LD	1RB1RB_0LC1RB_1RA1LC	none		B	reroot	3	1
0RB---_1RC1RC_0RD0RC_1LD0RB	1RB1RB_0RC0RB_1LC0RA	none		B	reroot	3	1
0RB---_1RC1RC_0RD0RC_1LD1RB	1RB1RB_0RC0RB_1LC1RA	none		B	reroot	3	1
0RB---_1RC1RC_0RD1RD_1LD0RB	1RB1RB_0RC1RC_1LC0RA	none		B	reroot	3	1
0RB---_1RC1RC_0RD1RD_1LD1RB	1RB1RB_0RC1RC_1LC1RA	none		B	reroot	3	1
0RB---_1RC1RC_1LC1LD_1RB0LD	1RB1RB_1LB1LC_1RA0LC	none		B	reroot	3	1
0RB---_1RC1RC_1LD0LC_0RB1LC	1RB1RB_1LC0LB_0RA1LB	none		B	reroot	3	1
0RB---_1RC1RC_1LD0LC_1RB1LD	1RB1RB_1LC0LB_1RA1LC	none		B	reroot	3	1
0RB---_1RC1RC_1LD0RB_1RB1LC	1RB1RB_1LC0RA_1RA1LB	none		B	reroot	3	1
0RB---_1RC1RC_1LD0RB_1RC1LC	1RB1RB_1LC0RA_1RB1LB	none		B	reroot	3	1
0RB---_1RC1RC_1LD0RC_0LD1LA	1RB1RB_1LC0RB_0LC1LD_0RA---	none		C	reroot	4	0
0RB---_1RC1RC_1LD0RC_0RB0LD	1RB1RB_1LC0RB_0RA0LC	none		B	reroot	3	1
0RB---_1RC1RC_1LD0RC_0RB1LB	1RB1RB_1LC0RB_0RA1LA	none		B	reroot	3	1
0RB---_1RC1RC_1LD0RC_0RB1LC	1RB1RB_1LC0RB_0RA1LB	none		B	reroot	3	1
0RB---_1RC1RC_1LD0RC_0RB1LD	1RB1RB_1LC0RB_0RA1LC	none		B	reroot	3	1
0RB---_1RC1RC_1LD0RC_1RB0LC	1RB1RB_1LC0RB_1RA0LB	none		B	reroot	3	1
0RB---_1RC1RC_1LD0RC_1RB1LB	1RB1RB_1LC0RB_1RA1LA	none		B	reroot	3	1
0RB---_1RC1RC_1LD0RC_1RB1LC	1RB1RB_1LC0RB_1RA1LB	none		B	reroot	3	1
0RB---_1RC1RC_1LD0RC_1RB1LD	1RB1RB_1LC0RB_1RA1LC	none		B	reroot	3	1
0RB---_1RC1RC_1LD0RD_1RB1LD	1RB1RB_1LC0RC_1RA1LC	none		B	reroot	3	1
0RB---_1RC1RC_1LD1RB_0RC0LD	1RB1RB_1LC1RA_0RB0LC	none		B	reroot	3	1
0RB---_1RC1RC_1LD1RB_1LB1LD	1RB1RB_1LC1RA_1LA1LC	none		B	reroot	3	1
0RB---_1RC1RC_1LD1RC_0RB1LD	1RB1RB_1LC1RB_0RA1LC	none		B	reroot	3	1
0RB---_1RC1RD_0LC1LA_1LC0RD	1RB1RD_0LB1LC_0RA---_1LB0RD	none		C	reroot	4	0
0RB---_1RC1RD_0LC1LD_1RB0LD	1RB1RC_0LB1LC_1RA0LC	none		B	reroot	3	1
0RB---_1RC1RD_0RD1LC_1LB1RB	1RB1RC_0RC1LB_1LA1RA	none		B	reroot	3	1
0RB---_1RC1RD_1LB0RB_0LC1LD	1RB1RC_1LA0RA_0LB1LC	none		B	reroot	3	1
0RB---_1RC1RD_1LB1LC_0RC0RD	1RB1RC_1LA1LB_0RB0RC	none		B	reroot	3	1
0RB---_1RC1RD_1LB1RD_1LC0RD	1RB1RC_1LA1RC_1LB0RC	none		B	reroot	3	1
0RB---_1RC1RD_1LC0RB_0RC0RD	1RB1RC_1LB0RA_0RB0RC	none		B	reroot	3	1
0RB---_1RC1RD_1LC1LB_0LC0RD	1RB1RC_1LB1LA_0LB0RC	none		B	reroot	3	1
0RB---_1RC1RD_1LC1LB_0RC0RD	1RB1RC_1LB1LA_0RB0RC	none		B	reroot	3	1
0RB---_1RC1RD_1LC1LB_1LC0RD	1RB1RC_1LB1LA_1LB0RC	none		B	reroot	3	1
0RB---_1RC1RD_1LC1LD_1RB0LD	1RB1RC_1LB1LC_1RA0LC	none		B	reroot	3	1
0RB---_1RC1RD_1LC1LD_1RB0RC	1RB1RC_1LB1LC_1RA0RB	none		B	reroot	3	1
0RB---_1RC1RD_1LC1RB_0RC0RD	1RB1RC_1LB1RA_0RB0RC	none		B	reroot	3	1
0RB---_1RC1RD_1LD0LC_0RB1LC	1RB1RC_1LC0LB_0RA1LB	none		B	reroot	3	1
0RB---_1RC1RD_1LD0RB_1LB0LC	1RB1RC_1LC0RA_1LA0LB	none		B	reroot	3	1
0RB---_1RC1RD_1LD0RB_1RB0LC	1RB1RC_1LC0RA_1RA0LB	cert	certs_rwlsilent	B	reroot	3	1
0RB---_1RC1RD_1LD0RC_1RB1LC	1RB1RC_1LC0RB_1RA1LB	none		B	reroot	3	1
0RB---_1RC1RD_1LD1RB_0RC0LD	1RB1RC_1LC1RA_0RB0LC	none		B	reroot	3	1
0RB---_1RC1RD_1RD0LB_1LC0RB	1RB1RC_1RC0LA_1LB0RA	none		B	reroot	3	1
0RB---_1RC1RD_1RD0LB_1LC0RC	1RB1RC_1RC0LA_1LB0RB	none		B	reroot	3	1
0RB---_1RC1RD_1RD1RC_1LB1LD	1RB1RC_1RC1RB_1LA1LC	none		B	reroot	3	1
0RB0LA_0LC0RD_1LA1RD_1RC---	1RB1LD_0LC0RB_0RA0LD_1LA---	none		C	reroot	4	0
0RB0LA_0LC1RD_0RD1LC_1LA1RB	1RB1LC_0LC0RB_0RD1LA_0LA1RD	none		C	reroot	4	0
0RB0LA_0RC1LD_1LA1RD_1RC---	1RB1LD_0LC0RB_0LA1RD_1LA---	none		C	reroot	4	0
0RB0LA_0RC1LD_1LB1RC_1RA0LB	1RB1LA_0LA1RC_1LD0RB_0LB0RD	none		C	reroot	4	0
0RB0LA_0RC1RB_1LD---_1LA---	1RB---_1RC---_0LD0RC_0LA1LD	none		C	reroot	4	0
0RB0LA_0RC1RC_1LD0LD_1LA1RB	1RB0RB_1RC1LD_0LD0RC_0LA1LA	none		C	reroot	4	0
0RB0LA_0RC1RC_1LD1RB_1LA---	1RB1LD_1RC---_0LD0RC_0LA1LA	none		C	reroot	4	0
0RB0LA_0RC1RC_1LD1RD_1LA1RB	1RB1LB_1RC1LD_0LD0RC_0LA1LA	none		C	reroot	4	0
0RB0LA_0RC1RD_1LD---_1LA1RB	1RB---_1RC1LD_0LD0RC_0LA1LB	none		C	reroot	4	0
0RB0LA_1LA0LC_0RD1LC_1RB1RD	1RB0RC_0LA0RB_0LD1RC_1LA1LD	none		C	reroot	4	0
0RB0LA_1LA0RC_0LD1RC_1RB1LD	1RB0LC_0LA0RB_0RD1LC_1LA1RD	none		C	reroot	4	0
0RB0LA_1LA0RC_1LD---_1RD1RB	1RB0LC_0LA0RB_1RD---_1LD1LA	none		C	reroot	4	0
0RB0LA_1LA0RC_1LD1RB_1RC---	1RB0LC_0LA0RB_1RD1LA_1LC---	none		C	reroot	4	0
0RB0LA_1LA0RC_1LD1RB_1RD1RC	1RB0LC_0LA0RB_1RD1LA_1LD1LC	none		C	reroot	4	0
0RB0LA_1LA1LC_0RD0LC_1RD1RB	1RB1RC_0LA0RB_0LD0RC_1LD1LA	none		C	reroot	4	0
0RB0LA_1LA1LC_0RD1LB_1RB1RD	1RB1RC_0LA0RB_0LD1RA_1LA1LD	none		C	reroot	4	0
0RB0LA_1LA1LC_0RD1LC_1RB1RD	1RB1RC_0LA0RB_0LD1RC_1LA1LD	none		C	reroot	4	0
0RB0LA_1LA1LC_0RD1RD_1LB1RC	1RB1RC_0LA0RB_0LD1LD_1RA1LC	none		C	reroot	4	0
0RB0LA_1LA1RC_0LC1RD_1RB---	1RB1LC_0LA0RB_0RC1LD_1LA---	none		C	reroot	4	0
0RB0LA_1LA1RC_0LD---_1RB1RD	1RB1LC_0LA0RB_0RD---_1LA1LD	none		C	reroot	4	0
0RB0LA_1LA1RC_0LD0RC_1LD1RB	1RB1LC_0LA0RB_0RD0LC_1RD1LA	none		C	reroot	4	0
0RB0LA_1LA1RC_0LD1RB_0RC1LD	1RB1LC_0LA0RB_0RD1LA_0LC1RD	none		C	reroot	4	0
0RB0LA_1LA1RC_0RD1RB_1LB---	1RB1LC_0LA0RB_0LD1LA_1RA---	none		C	reroot	4	0
0RB0LA_1LA1RC_0RD1RC_1LB---	1RB1LC_0LA0RB_0LD1LC_1RA---	none		C	reroot	4	0
0RB0LA_1LA1RC_0RD1RD_1LB0LB	1RB1LC_0LA0RB_0LD1LD_1RA0RA	none		C	reroot	4	0
0RB0LA_1LA1RC_0RD1RD_1LB1RB	1RB1LC_0LA0RB_0LD1LD_1RA1LA	none		C	reroot	4	0
0RB0LA_1LA1RC_0RD1RD_1LB1RC	1RB1LC_0LA0RB_0LD1LD_1RA1LC	none		C	reroot	4	0
0RB0LA_1LA1RC_1LA1RD_1RB---	1RB1LC_0LA0RB_1RB1LD_1LA---	none		C	reroot	4	0
0RB0LA_1LA1RC_1LA1RD_1RC---	1RB1LC_0LA0RB_1RB1LD_1LC---	none		C	reroot	4	0
0RB0LA_1LA1RC_1LB1LD_0RC1RD	1RB1LC_0LA0RB_1RA1RD_0LC1LD	none		C	reroot	4	0
0RB0LA_1LA1RC_1LB1RD_1RB---	1RB1LC_0LA0RB_1RA1LD_1LA---	none		C	reroot	4	0
0RB0LA_1LA1RC_1LC1RD_---1RB	1RB1LC_0LA0RB_1RC1LD_---1LA	none		C	reroot	4	0
0RB0LA_1LA1RC_1LD---_1RB1RD	1RB1LC_0LA0RB_1RD---_1LA1LD	none		C	reroot	4	0
0RB0LA_1LA1RC_1LD1RB_0RB1LD	1RB1LC_0LA0RB_1RD1LA_0LA1RD	none		C	reroot	4	0
0RB0LA_1LA1RC_1LD1RB_0RC1LD	1RB1LC_0LA0RB_1RD1LA_0LC1RD	none		C	reroot	4	0
0RB0LA_1LA1RC_1RB---_------	1RB1LC_0LA0RB_1LA---	none		C	reroot	3	0
0RB0LA_1LA1RC_1RD---_0LD1RB	1RB1LC_0LA0RB_1LD---_0RD1LA	none		C	reroot	4	0
0RB0LA_1LA1RC_1RD---_1LA1RB	1RB1LC_0LA0RB_1LD---_1RB1LA	none		C	reroot	4	0
0RB0LA_1LA1RC_1RD---_1LA1RC	1RB1LC_0LA0RB_1LD---_1RB1LC	none		C	reroot	4	0
0RB0LA_1LA1RC_1RD---_1RB---	1RB1LC_0LA0RB_1LD---_1LA---	none		C	reroot	4	0
0RB0LA_1LA1RC_1RD1RB_1LB---	1RB1LC_0LA0RB_1LD1LA_1RA---	none		C	reroot	4	0
0RB0LA_1LC---_0RD1LA_1RB1RD	1RB---_0LC1RD_1LA1LC_0LA0RD	none		C	reroot	4	0
0RB0LA_1LC0LC_0RD1LA_1RD1RB	1RB0RB_0LC1RD_1LC1LA_0LA0RD	none		C	reroot	4	0
0RB0LA_1LC0RA_1LD---_1RB0LC	1RB0LD_1RC---_1LA0RB_0LA0RD	none		C	reroot	4	0
0RB0LA_1LC0RC_1LA1RD_0RB1RC	1RB0LB_1RC1LD_0LA0RC_0LA1LB	none		C	reroot	4	0
0RB0LA_1LC0RC_1LA1RD_1RB1RC	1RB0LB_1RC1LD_0LA0RC_1LA1LB	none		C	reroot	4	0
0RB0LA_1LC0RC_1LA1RD_1RC---	1RB0LB_1RC1LD_0LA0RC_1LB---	none		C	reroot	4	0
0RB0LA_1LC1LA_1RC1RD_1LB0RD	1RB1RD_1LB1LC_1RA0LC_0LA0RD	none		B	reroot	4	0
0RB0LA_1LC1LD_0RD1RC_1LA1RB	1RB1RC_0LC1LB_1RD1LA_0LA0RD	none		C	reroot	4	0
0RB0LA_1LC1LD_1RD0RD_1LA0RC	1RB1RC_1LC0LC_1RD0LB_0LA0RD	cert	certs_drift	C	reroot	4	0
0RB0LA_1LC1RB_0RB1LD_0RA0LC	1RB1LA_0LA1RC_0LD0RB_0LA0RD	none		C	reroot	4	0
0RB0LA_1LC1RB_0RD0LC_1RD1LA	1RB1LA_0LC0RB_1LC1RD_0LA0RD	none		C	reroot	4	0
0RB0LA_1LC1RD_0LD1LA_0RD1RB	1RB1LC_0RC1RD_0LC1LA_0LA0RD	none		C	reroot	4	0
0RB0LA_1LC1RD_0RB0LA_1RB---	1RB1LC_0LA0RD_1LA---_0LA0RD	none		C	reroot	4	0
0RB0LA_1LC1RD_0RB1LC_1LA1RB	1RB1LC_0LA1RB_1RD1LA_0LA0RD	none		C	reroot	4	0
0RB0LA_1LC1RD_0RC1LA_1RB1RC	1RB1LD_0LB1RC_0LA0RC_1LA1LB	none		C	reroot	4	0
0RB0LA_1LC1RD_0RD0LC_1RB1LA	1RB1LC_0LC0RB_1LA1RD_0LA0RD	none		C	reroot	4	0
0RB0LA_1LC1RD_0RD1LA_---1RB	1RB1LC_0LC1RD_---1LA_0LA0RD	none		C	reroot	4	0
0RB0LA_1LC1RD_0RD1LC_1LA1RB	1RB1LC_0LC1RB_1RD1LA_0LA0RD	none		C	reroot	4	0
0RB0LA_1RC---_0LC1RD_1LA1RB	1RB---_0LB1RC_1LD1RA_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC---_0LD1RB_1LA1RD	1RB---_0LC1RA_1LD1RC_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC---_1LA0LD_1RB1RD	1RB---_1LC0LD_0RA0LC_1RA1RD	none		C	reroot	4	0
0RB0LA_1RC---_1LA1LD_1RB1RD	1RB---_1LC1LD_0RA0LC_1RA1RD	none		C	reroot	4	0
0RB0LA_1RC---_1LA1RB_------	1RB---_1LC1RA_0RA0LC	none		C	reroot	3	0
0RB0LA_1RC---_1LA1RD_0LD1RB	1RB---_1LC1RD_0RA0LC_0LD1RA	none		C	reroot	4	0
0RB0LA_1RC---_1LA1RD_1LA1RB	1RB---_1LC1RD_0RA0LC_1LC1RA	none		C	reroot	4	0
0RB0LA_1RC---_1LA1RD_1LC1RB	1RB---_1LC1RD_0RA0LC_1LB1RA	none		C	reroot	4	0
0RB0LA_1RC---_1LA1RD_1RB---	1RB---_1LC1RD_0RA0LC_1RA---	none		C	reroot	4	0
0RB0LA_1RC---_1LA1RD_1RC---	1RB---_1LC1RD_0RA0LC_1RB---	none		C	reroot	4	0
0RB0LA_1RC---_1LC1RD_1RB1LA	1RB---_1LB1RC_1RA1LD_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC---_1LD1RB_---0LA	1RB---_1LC1RA_---0LD_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC---_1LD1RD_1RB0LA	1RB---_1LC1RC_1RA0LD_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC---_1RD---_1LA1RB	1RB---_1RC---_1LD1RA_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC---_1RD---_1LA1RC	1RB---_1RC---_1LD1RB_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC---_1RD0LA_1LC1RB	1RB---_1RC0LD_1LB1RA_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC---_1RD1RB_1LA0LC	1RB---_1RC1RA_1LD0LB_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC0LA_1LB1RD_1RB---	1RB0LC_1LA1RD_0RA0LC_1RA---	none		C	reroot	4	0
0RB0LA_1RC0LA_1LB1RD_1RC---	1RB0LC_1LA1RD_0RA0LC_1RB---	none		C	reroot	4	0
0RB0LA_1RC0LA_1RD---_1LB1RB	1RB0LD_1RC---_1LA1RA_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC0LA_1RD---_1LB1RC	1RB0LD_1RC---_1LA1RB_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC0LC_1LA0RD_1LC0RD	1RB0LB_1LC0RD_0RA0LC_1LB0RD	none		C	reroot	4	0
0RB0LA_1RC0LC_1LA1RD_1LC0RD	1RB0LB_1LC1RD_0RA0LC_1LB0RD	none		C	reroot	4	0
0RB0LA_1RC0LD_0RD1RB_1LA---	1RB0LC_0RC1RA_1LD---_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC0LD_1LA0RC_1LD1RB	1RB0LD_1LC0RB_0RA0LC_1LD1RA	none		C	reroot	4	0
0RB0LA_1RC0LD_1LA1RD_1LB0RD	1RB0LD_1LC1RD_0RA0LC_1LA0RD	none		B	reroot	4	0
0RB0LA_1RC0LD_1LD0RC_1LA0LA	1RB0LC_1LC0RB_1LD0LD_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC0LD_1LD0RC_1LA1LB	1RB0LC_1LC0RB_1LD1LA_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC0LD_1LD0RC_1LA1RC	1RB0LC_1LC0RB_1LD1RB_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC0RC_1LD0LD_1RB1LA	1RB0RB_1LC0LC_1RA1LD_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC0RC_1LD1LA_1LB1RD	1RB0RB_1LC1LD_1LA1RC_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC0RD_1RD1RB_1LA1LB	1RB0RC_1RC1RA_1LD1LA_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1LA_0LC1LD_1RB0LD	1RB1LD_0LB1LC_1RA0LC_0RA0LD	none		B	reroot	4	0
0RB0LA_1RC1LA_0RD0RD_1LD1LB	1RB1LD_0RC0RC_1LC1LA_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1LA_1LA0RD_1LD1LB	1RB1LC_1LC0RD_0RA0LC_1LD1LA	none		C	reroot	4	0
0RB0LA_1RC1LA_1LC0RD_1LD1LB	1RB1LD_1LB0RC_1LC1LA_0RA0LD	none		C	reroot	4	0
