# spec	class	quietest_last_fire_in_1e8 (-1: EDGE/HALT)
1RB1RA_0LC0RB_0RA0LD_1LA1LD	DN	99999981
1RB1RA_0LC0RB_0RA0LD_1LC1RD	DN	99998971
1RB1RA_0LC0RB_1LA0LD_1LA1LD	DN	99999981
1RB1RA_0LC0RB_1LA0LD_1LC1LD	DN	99999971
1RB1RA_0LC0RB_1LC1LD_0RA0LD	DN	99999990
1RB1RA_0LC0RB_1LD0LD_1LA1LD	DN	99999817
1RB1RA_0LC0RB_1RA0LD_1LA1LD	DN	99999977
1RB1RA_0LC0RC_0LD0RB_1LA1LD	DN	99999947
1RB1RA_0LC0RC_0LD1LC_1RA1LD	SP	25141288
1RB1RA_0LC0RC_1LC1LD_0RA0LD	DN	99999984
1RB1RA_0LC0RC_1RA0LD_1RC1LC	DN	99999986
1RB1RA_0LC0RD_1LA1LC_0LA1RB	SP	17455330
1RB1RA_0LC0RD_1LA1LC_0LB1RB	SP	69855738
1RB1RA_0LC0RD_1LA1LC_0LC1RB	SP	23383976
1RB1RA_0LC0RD_1LA1LC_0LD1RB	SP	69855757
1RB1RA_0LC0RD_1LA1LC_0RA1RB	SP	31491874
1RB1RA_0LC0RD_1LA1LC_1LB1RB	SP	39276706
1RB1RA_0LC0RD_1LA1LC_1LC1RB	SP	31004594
1RB1RA_0LC0RD_1LA1LC_1LD1RB	SP	31004643
1RB1RA_0LC0RD_1LA1LC_1RA1RB	SP	31491842
1RB1RA_0LC0RD_1LA1LC_1RB1RB	SP	31004610
1RB1RA_0LC0RD_1LA1LC_1RC1RB	SP	26325836
1RB1RA_0LC1LB_0RC1LD_0RA0LD	DN	99999988
1RB1RA_0LC1LB_0RC1LD_1RA0LC	SP	69898803
1RB1RA_0LC1LB_0RC1LD_1RA0RB	SP	69931119
1RB1RA_0LC1LB_0RD1LD_0RA0LD	DN	99999982
1RB1RA_0LC1LB_0RD1LD_1RA0LC	SP	69877272
1RB1RA_0LC1LB_0RD1LD_1RA0RB	SP	69909588
1RB1RA_0LC1LB_1RD0LD_1LA1LC	SP	89494837
1RB1RA_0LC1LB_1RD0LD_1RA1LC	SP	89494893
1RB1RA_0LC1LB_1RD1LD_1LA0LC	SP	50380774
1RB1RA_0LC1LB_1RD1LD_1LA0RB	SP	50405342
1RB1RA_0LC1LB_1RD1LD_1RA0LC	SP	89511236
1RB1RA_0LC1LB_1RD1LD_1RA0RB	SP	89543972
1RB1RA_0LC1LC_0RA1LD_0RA0LC	SP	66770455
1RB1RA_0LC1LC_0RA1LD_0RB0LC	SP	78176227
1RB1RA_0LC1LD_1LA0LD_1LC0RA	DN	99999988
1RB1RA_0LC1RB_0RA1LD_1LC0RB	SP	67108786
1RB1RA_0LC1RB_1LD0RB_0RA1LC	SP	50331575
1RB1RA_0LC1RB_1LD0RB_1RA1LC	SP	50331482
1RB1RA_0LC1RB_1RA1LD_1LC0RB	SP	67108689
1RB1RA_0LC1RC_0LD0RB_1LA1LD	DN	99527127
1RB1RA_0LC1RC_0RA1LD_1LC0LC	DN	99952771
1RB1RA_0LC1RC_1LD0RB_0RA1LC	DN	99532942
1RB1RA_0LC1RC_1LD0RB_1LA1LD	SP	69834077
1RB1RA_0LC1RC_1LD0RB_1RA1LC	DN	99530821
1RB1RA_0LC1RD_0RA1LD_1LC0RB	SP	88378265
1RB1RA_0LC1RD_1LA1LC_0LA0RB	SP	23371566
1RB1RA_0LC1RD_1LA1LC_0LC0RB	SP	17444602
1RB1RA_0LC1RD_1LA1LC_0LD0RB	SP	17444662
1RB1RA_0LC1RD_1LA1LC_0RA0RB	SP	31477456
1RB1RA_0LC1RD_1LA1LC_0RB0RB	SP	30990324
1RB1RA_0LC1RD_1LA1LC_1LA0RB	SP	30990308
1RB1RA_0LC1RD_1LA1LC_1LB0RB	SP	30990340
1RB1RA_0LC1RD_1LA1LC_1LC0RB	SP	23371538
1RB1RA_0LC1RD_1LA1LC_1RA0RB	SP	30990292
1RB1RA_0LC1RD_1LA1LC_1RB0RB	SP	23371552
1RB1RA_0LC1RD_1LA1LC_1RC0RB	SP	31477424
1RB1RA_0LC1RD_1RA1LD_1LC0RB	SP	34972922
1RB1RA_0LC1RD_1RB1LC_0LA0RA	SP	89511233
1RB1RA_0LC1RD_1RB1LC_0LA0RB	SP	50331619
1RB1RA_0LC1RD_1RB1LC_0LC0RA	SP	89544004
1RB1RA_0LC1RD_1RB1LC_0RB0RA	SP	89511233
1RB1RA_0LC1RD_1RB1LC_1LA0RA	SP	50331630
1RB1RA_0LC1RD_1RB1LC_1LC0RA	SP	89511185
1RB1RA_0LC1RD_1RB1LC_1RA0RA	SP	50331608
1RB1RA_0LC1RD_1RB1LC_1RB0RA	SP	89511209
1RB1RA_0LC1RD_1RB1LC_1RC0RA	SP	50331608
1RB1RA_0LC1RD_1RD1LB_0RA0RC	SP	62888222
1RB1RA_0RC---_1LC1LD_0RA0LD	DN	99999982
1RB1RA_0RC0LA_1LC0LD_0RA0LC	DN	99999981
1RB1RA_0RC0LC_1LA1LD_1RA1LC	SP	25116807
1RB1RA_0RC0LD_1RD1RA_1LB1LD	DN	99944924
1RB1RA_0RC0RA_0LC0LD_1LA1LC	DN	99999977
1RB1RA_0RC0RA_1LC0LD_1LA1LC	DN	99982508
1RB1RA_0RC0RB_1LC1LD_0RA0LA	SP	16158938
1RB1RA_0RC0RD_1LC0LA_0RB0LC	SP	83885940
1RB1RA_0RC1LB_1LA1RD_1RC0LB	SP	44739218
1RB1RA_0RC1LD_1LC0LA_0LC0RD	DN	99300917
1RB1RA_0RC1LD_1LC0RB_0LA0LD	DN	99999987
1RB1RA_0RC1LD_1RD0RA_1LB0LD	DN	99999977
1RB1RA_0RC1RA_1LC0LD_0RA0LD	DN	99999982
1RB1RA_0RC1RD_1LA1LC_0LC0RB	SP	22655386
1RB1RA_0RC1RD_1LA1LC_1LC0RB	SP	32306352
1RB1RA_1LA---_------_------	ED	-1
1RB1RA_1LB0LC_0RD0LD_0RA1LD	DN	99805209
1RB1RA_1LB0LC_1LA1LD_1RA1LC	SP	44739253
1RB1RA_1LB0LC_1RA1LD_0LA1LC	SP	25159709
1RB1RA_1LB0LC_1RA1LD_0LC1LC	SP	44755631
1RB1RA_1LB0LC_1RA1LD_0RB1LC	SP	44788476
1RB1RA_1LB0LC_1RD0LD_0RA1LD	DN	99805209
1RB1RA_1LB0LC_1RD1LC_0LA0RA	SP	25184212
1RB1RA_1LB0LC_1RD1LC_0LC0RA	SP	44780134
1RB1RA_1LB0LC_1RD1LC_0RB0RA	SP	25184215
1RB1RA_1LB0LC_1RD1LC_1LA0RA	SP	25147380
1RB1RA_1LB0LC_1RD1LC_1LC0RA	SP	69894720
1RB1RA_1LB0LC_1RD1LC_1RA0RA	SP	25147360
1RB1RA_1LB0LC_1RD1LC_1RB0RA	SP	25184190
1RB1RA_1LB0LC_1RD1LC_1RC0RA	SP	69894742
1RB1RA_1LB0RC_1RA0LD_1LC1LD	SP	75534311
1RB1RA_1LB1LC_0RA0LD_---0LC	DN	99999989
1RB1RA_1LB1LC_0RA1LD_0RA0LC	SP	41266477
1RB1RA_1LB1LC_0RA1LD_0RA0LD	DN	99999988
1RB1RA_1LB1LC_0RA1LD_0RB0LC	SP	48315631
1RB1RA_1LB1LC_0RC1LD_0RA0LD	DN	99999975
1RB1RA_1LB1LC_0RD1LD_0RA0LD	DN	99999975
1RB1RA_1LB1LC_1RD0LC_0RD0LA	DN	99999988
1RB1RA_1LB1LC_1RD0LC_0RD1LA	QH	7
1RB1RA_1LB1RC_0LD0RB_0LA1LD	SP	83885977
1RB1RA_1LB1RC_0RC1LD_1LA0LD	QH	54
1RB1RA_1LB1RC_1LD0RB_0RA1LC	SP	34952474
1RB1RA_1LB1RC_1LD0RB_1RA1LC	SP	50282530
1RB1RA_1LC---_---1LD_0RA0LD	DN	99999990
1RB1RA_1LC---_0RA0LD_0RB0LC	DN	99999971
1RB1RA_1LC0LA_0RA0LD_0RA1LC	DN	99999975
1RB1RA_1LC0LA_0RA0LD_0RB1LC	DN	99999957
1RB1RA_1LC0LB_1RD0LC_0RD1LA	DN	99999979
1RB1RA_1LC0LB_1RD1LB_1RA0RD	DN	99999976
1RB1RA_1LC0LC_1LA1LD_1RA1LC	SP	25067902
1RB1RA_1LC0LC_1RA1LD_0LC1LC	SP	44624855
1RB1RA_1LC0LC_1RA1LD_0RB1LC	SP	25104551
1RB1RA_1LC0LC_1RB1LD_1RA1LC	SP	69782417
1RB1RA_1LC0LD_---1LD_0RA0LB	DN	99999989
1RB1RA_1LC0LD_0LD1LD_1RA1LC	SP	44690133
1RB1RA_1LC0LD_0RA0LB_0RB1LD	DN	99999624
1RB1RA_1LC0LD_0RA0LB_1RD1RC	SP	20138112
1RB1RA_1LC0LD_0RA0LC_0RA1LD	DN	99999987
1RB1RA_1LC0LD_0RA0LC_0RB1LD	DN	99999984
1RB1RA_1LC0LD_0RA1LD_0RB0LD	SP	50331460
1RB1RA_1LC0LD_0RB0LC_0RA1LD	DN	99999989
1RB1RA_1LC0LD_0RB1LD_1RA1LC	SP	25153541
1RB1RA_1LC0LD_1LD0LB_1RA0RA	DN	99988344
1RB1RA_1LC0LD_1RA0LB_0LA0RC	DN	99996093
1RB1RA_1LC0LD_1RA0LB_1LC0RC	DN	99989680
1RB1RA_1LC0LD_1RA0LB_1RD0RA	DN	99992686
1RB1RA_1LC0LD_1RA1LD_0LB1LC	SP	25122887
1RB1RA_1LC0LD_1RA1LD_1LA1LC	SP	25116767
1RB1RA_1LC0LD_1RA1LD_1RB1LC	SP	44706492
1RB1RA_1LC0RA_0LC1LD_1RB1LC	DN	99979157
1RB1RA_1LC0RA_0LD0LB_1RD1RB	SP	33562629
1RB1RA_1LC0RA_0LD1LD_1RB1LC	DN	99974116
1RB1RA_1LC0RA_0RA1LD_0LC0LD	DN	99989955
1RB1RA_1LC0RA_0RB1LD_0LB1LC	DN	99979157
1RB1RA_1LC0RA_1LA1LD_0LB0LD	DN	99975039
1RB1RA_1LC0RA_1LA1LD_0LC0LD	DN	99965237
1RB1RA_1LC0RA_1LA1LD_1LC0LB	SP	26865323
1RB1RA_1LC0RA_1LD0LB_1RB0LB	SP	33570750
1RB1RA_1LC0RA_1LD0LC_0RB1LC	DN	99999986
1RB1RA_1LC0RA_1LD0LD_0RB0LC	DN	99999984
1RB1RA_1LC0RA_1LD0RD_1RB0LB	SP	83885956
1RB1RA_1LC0RA_1LD0RD_1RD0LB	SP	83886454
1RB1RA_1LC0RA_1LD1LC_1LA0LB	SP	33619882
1RB1RA_1LC0RA_1LD1LC_1LA0LD	DN	99943672
1RB1RA_1LC0RA_1LD1LC_1RB0LB	SP	33603514
1RB1RA_1LC0RA_1LD1LC_1RD0LB	SP	75534307
1RB1RA_1LC0RA_1RA0LD_0LC1LB	DN	99964732
1RB1RA_1LC0RA_1RA1LD_1LC0LB	SP	34490499
1RB1RA_1LC0RA_1RB1LD_0LB0LD	SP	83885211
1RB1RA_1LC0RA_1RD0LB_0LA1RC	SP	34921847
1RB1RA_1LC0RA_1RD0LB_1LA1RC	SP	50245855
1RB1RA_1LC0RB_0LA1LD_1LA0LC	DN	99999966
1RB1RA_1LC0RB_0LC0LD_1RA1LD	DN	99989980
1RB1RA_1LC0RB_0LC0LD_1RD1LA	QH	4
1RB1RA_1LC0RB_0LC1LD_0RA1RB	DN	99999984
1RB1RA_1LC0RB_1LA0LD_0RA0LD	DN	99999977
1RB1RA_1LC0RB_1LB1LD_0RA0LA	SP	44706516
1RB1RA_1LC0RB_1LB1LD_1RA0LA	SP	25116779
1RB1RA_1LC0RB_1LD1RC_0LC0LA	DN	99999984
1RB1RA_1LC0RB_1LD1RC_1LB0LA	SP	22409281
1RB1RA_1LC0RC_0LD1LC_1RA1LD	SP	69823259
1RB1RA_1LC0RC_1RA0LD_0LC1LD	DN	99919519
1RB1RA_1LC0RC_1RA0LD_1LC1LD	SP	33587131
1RB1RA_1LC0RC_1RA1LD_0LC1LC	SP	44576091
1RB1RA_1LC0RD_0RA0LB_1LB0LC	DN	99938134
1RB1RA_1LC0RD_0RA0LB_1LB1RB	DN	99669492
1RB1RA_1LC0RD_0RA0LC_1LD1LC	DN	99999985
1RB1RA_1LC0RD_0RA1LB_0LB0LC	DN	99895941
1RB1RA_1LC0RD_0RA1LB_0LB1RB	DN	99529224
1RB1RA_1LC0RD_0RA1LB_0LB1RD	SP	50331404
1RB1RA_1LC0RD_0RA1LB_0LC0LC	SP	75497439
1RB1RA_1LC0RD_0RA1LB_0LC1RB	SP	50356163
1RB1RA_1LC0RD_0RA1LB_0LD0LC	DN	99677407
1RB1RA_1LC0RD_0RA1LB_0LD1RB	DN	99808534
1RB1RA_1LC0RD_0RA1LB_1LB0LC	SP	58829337
1RB1RA_1LC0RD_0RA1LB_1LB1RB	SP	88293446
1RB1RA_1LC0RD_0RA1LB_1LD0LC	SP	75534219
1RB1RA_1LC0RD_0RA1LB_1LD1RB	SP	50356138
1RB1RA_1LC0RD_0RA1LB_1RB0LC	SP	75485179
1RB1RA_1LC0RD_0RA1LB_1RB1RB	SP	50331618
1RB1RA_1LC0RD_0RA1LB_1RC0LC	SP	33641179
1RB1RA_1LC0RD_0RA1LB_1RC1RB	SP	22442019
1RB1RA_1LC0RD_1LA0LB_0LA0RC	DN	99970964
1RB1RA_1LC0RD_1LA0LB_1LB0RC	DN	99982864
1RB1RA_1LC0RD_1LA0LD_0RB1RB	SP	44687422
1RB1RA_1LC0RD_1LA1LB_0LB1RD	SP	67108684
1RB1RA_1LC0RD_1LD1LB_0RA0LD	SP	48457015
1RB1RA_1LC0RD_1LD1LB_0RA1RB	SP	32317791
1RB1RA_1LC0RD_1RA0LB_1LB0RA	DN	99954177
1RB1RA_1LC0RD_1RA1LB_0LB1RB	DN	99804544
1RB1RA_1LC0RD_1RA1LB_0LB1RD	SP	67108764
1RB1RA_1LC0RD_1RA1LB_0LD1RB	DN	99133212
1RB1RA_1LC0RD_1RA1LB_1LB1RB	SP	80886753
1RB1RA_1LC0RD_1RA1LB_1LD1RB	SP	89445672
1RB1RA_1LC0RD_1RA1LB_1RB1RB	SP	89413008
1RB1RA_1LC1LA_---0LD_0RA0LC	DN	99999991
1RB1RA_1LC1LA_0LC0LD_0RA0RC	DN	99999989
1RB1RA_1LC1LB_0LA1LD_0RA0LC	SP	62907475
1RB1RA_1LC1LB_0LA1LD_1RA0LC	SP	32309633
1RB1RA_1LC1LB_0RA0LD_0LB1LC	SP	86139951
1RB1RA_1LC1LB_0RA0LD_0RA1LC	SP	88354757
1RB1RA_1LC1LB_0RA0LD_0RB1LC	SP	52649583
1RB1RA_1LC1LB_0RA0LD_0RC1LC	SP	69855741
1RB1RA_1LC1LB_0RA0LD_0RD1LC	SP	69855762
1RB1RA_1LC1LB_0RA0LD_1LA0LC	DN	99999982
1RB1RA_1LC1LB_0RA0LD_1LA1LC	SP	25518355
1RB1RA_1LC1LB_0RA0LD_1LB1LC	SP	86139913
1RB1RA_1LC1LB_0RA0LD_1LC1LC	SP	31004607
1RB1RA_1LC1LB_0RA0LD_1RA1LC	SP	31004589
1RB1RA_1LC1LB_0RA0LD_1RC1LC	SP	52649529
1RB1RA_1LC1LB_0RA0LD_1RD1LC	SP	31004644
1RB1RA_1LC1LB_0RA1LD_0LB0LC	SP	86116061
1RB1RA_1LC1LB_0RA1LD_0LC0LC	SP	30990321
1RB1RA_1LC1LB_0RA1LD_0RA0LC	SP	52630909
1RB1RA_1LC1LB_0RA1LD_0RB0LC	SP	88330569
1RB1RA_1LC1LB_0RA1LD_0RD0LC	SP	81014644
1RB1RA_1LC1LB_0RA1LD_1LA0LC	SP	86116025
1RB1RA_1LC1LB_0RA1LD_1LB0LC	SP	30990285
1RB1RA_1LC1LB_0RA1LD_1LC0LC	SP	88330551
1RB1RA_1LC1LB_0RA1LD_1RA0LC	SP	88330533
1RB1RA_1LC1LB_0RA1LD_1RB0LC	SP	30990303
1RB1RA_1LC1LB_0RA1LD_1RC0LC	SP	30990339
1RB1RA_1LC1LB_0RD0LC_0LB0RA	DN	99999978
1RB1RA_1LC1LB_0RD0LC_1LB0RA	DN	99999974
1RB1RA_1LC1LB_0RD0LC_1RA0RA	DN	99999814
1RB1RA_1LC1LB_0RD0LC_1RB0RA	DN	99999981
1RB1RA_1LC1LB_0RD0LD_0RA0LC	DN	99999942
1RB1RA_1LC1LB_0RD1LD_0RA0LC	DN	99527122
1RB1RA_1LC1LB_0RD1LD_1RA0LC	SP	69834070
1RB1RA_1LC1LC_0RA1LD_0RA0LC	SP	66770525
1RB1RA_1LC1LC_0RA1LD_0RB0LC	SP	78176299
1RB1RA_1LC1LC_0RA1LD_0RB0LD	SP	75497370
1RB1RA_1LC1LD_0RA0LC_0RA1LD	DN	99999989
1RB1RA_1LC1LD_0RA0LD_0RA1LC	SP	41266407
1RB1RA_1LC1LD_0RA0LD_0RB1LC	DN	99999985
1RB1RA_1LC1LD_0RB0LC_0RA1LB	DN	99999976
1RB1RA_1LC1LD_0RB0LC_0RA1LD	DN	99999976
1RB1RA_1LC1LD_0RB0LD_0RA1LC	SP	48315561
1RB1RA_1LC1LD_0RD0LC_1LB0RA	DN	99999986
1RB1RA_1LC1LD_0RD0LC_1RA1LC	DN	99999978
1RB1RA_1LC1LD_1LA0LB_0RC0RA	DN	99988475
1RB1RA_1LC1LD_1RA0LB_0RC0RA	DN	99991412
1RB1RA_1LC1RA_0RA1LD_0RB0LD	SP	50331640
1RB1RA_1LC1RA_0RB0LC_------	SP	50331547
1RB1RA_1LC1RA_0RB0LD_0LB0LC	SP	33554357
1RB1RA_1LC1RB_0LD1LD_0RA0LC	SP	50331540
1RB1RA_1LC1RB_0RA0LD_0RA1LC	DN	99999986
1RB1RA_1LC1RB_0RA0LD_0RB1LC	DN	99999987
1RB1RA_1LC1RB_0RA1LD_1LC0LC	SP	83885925
1RB1RA_1LC1RB_0RA1LD_1RA0LC	SP	83885881
1RB1RA_1LC1RB_0RB1LD_0RA0LC	SP	75497271
1RB1RA_1LC1RB_0RB1LD_1RA0LC	SP	50331374
1RB1RA_1LC1RB_1RB1LD_0RA0LC	SP	50331498
1RB1RA_1LC1RC_0RA1LD_0RB0LD	SP	50331502
1RB1RA_1LC1RC_0RA1LD_1LB0LC	DN	99979980
1RB1RA_1LC1RC_0RA1LD_1LC0LC	DN	99974688
1RB1RA_1LC1RC_1LD0RB_0RA1LC	SP	52554089
1RB1RA_1LC1RC_1LD0RB_1RA1LC	SP	88196672
1RB1RA_1LC1RD_0RA0LC_0LA---	DN	99999991
1RB1RA_1LC1RD_0RA0LC_1LA---	DN	99999989
1RB1RA_1LC1RD_0RA1LB_0RA0RB	SP	71582794
1RB1RA_1LC1RD_0RB0LC_1LA0RD	SP	41942867
1RB1RA_1LC1RD_0RB0LC_1RA1LD	SP	67110079
1RB1RA_1LC1RD_0RB0LC_1RB0LA	QH	7
1RB1RA_1LC1RD_0RB0LC_1RB1LA	SP	50331589
1RB1RA_1LC1RD_0RD0LC_1LB0RA	DN	99999976
1RB1RA_1LC1RD_0RD0LC_1LC1RA	QH	7
1RB1RA_1LC1RD_0RD0LC_1RA1LD	SP	50332824
1RB1RA_1LC1RD_1LA0LC_0RD1LC	QH	50
1RB1RA_1LC1RD_1LA1LC_0LB0RD	SP	55924625
1RB1RA_1LC1RD_1LD1LB_0RA0RB	QH	7948802
1RB1RA_1LC1RD_1RA1LB_0RA0RB	QH	7948792
1RB1RA_1RC---_1LD0LA_0RA0LD	DN	99999986
1RB1RA_1RC---_1LD1LA_0RA0LD	DN	99999989
1RB1RA_1RC---_1LD1LA_0RB0LD	DN	99999983
1RB1RA_1RC---_1LD1RA_0RB0LD	SP	83885905
1RB1RA_1RC0LA_1LD1RB_0RB0LD	SP	67108802
1RB1RA_1RC0LD_0LD1LD_1RA1LC	SP	44690155
1RB1RA_1RC0LD_1LD0LA_0RA0LB	DN	99999986
1RB1RA_1RC0LD_1RD0LA_1LB0RC	SP	68492557
1RB1RA_1RC0RA_1LD0LC_0RB1LC	DN	99999985
1RB1RA_1RC0RA_1LD1LC_0RB0LD	DN	99999968
1RB1RA_1RC0RB_1LC1LD_0LD0LA	DN	99999985
1RB1RA_1RC0RB_1LD1LC_1RA0LC	DN	99997853
1RB1RA_1RC0RC_1LD0RB_0RA0LC	DN	99999961
1RB1RA_1RC0RC_1LD0RB_1LA0LC	SP	34901324
1RB1RA_1RC0RC_1LD0RB_1RA0LC	SP	50307034
1RB1RA_1RC0RD_1LD1LC_1RA0LC	SP	33603499
1RB1RA_1RC1LA_1LC1LD_0RA0LD	DN	99999989
1RB1RA_1RC1LA_1LD0RB_0RA0LC	SP	34921813
1RB1RA_1RC1LA_1LD0RB_0RB0LC	SP	50294755
1RB1RA_1RC1LA_1LD0RB_1LA0LC	SP	68406749
1RB1RA_1RC1LA_1LD0RB_1LB0LC	SP	68406769
1RB1RA_1RC1LA_1LD0RB_1RA0LC	SP	50294715
1RB1RA_1RC1LA_1LD0RB_1RB0LC	SP	50294735
1RB1RA_1RC1LA_1LD1RB_0RB0LD	QH	12
1RB1RA_1RC1LB_0LB1RD_1LA0RC	SP	67108789
1RB1RA_1RC1LC_1LC1LD_0RA0LD	DN	99999981
1RB1RA_1RC1LD_0LB0RC_0LA1LD	SP	50331723
1RB1RA_1RC1LD_0LB0RC_1LA1LB	SP	55924515
1RB1RA_1RC1LD_0LD0RC_1LA1LB	SP	44739661
1RB1RA_1RC1RA_1LC1LD_0RA0LD	DN	99999988
1RB1RA_1RC1RA_1LD0RB_0RA0LC	SP	34911643
1RB1RA_1RC1RA_1LD0RB_1LA0LC	SP	68392507
1RB1RA_1RC1RA_1LD0RB_1RA0LC	SP	50282519
1RB1RA_1RC1RC_0LD0RB_0LA1LD	SP	83885979
1RB1RA_1RC1RC_1LD0RB_0RA1LC	SP	34911643
1RB1RA_1RC1RC_1LD0RB_1RA1LC	SP	50282519
1RB1RA_1RC1RD_1LD0LD_0RA1LC	DN	99955085
1RB1RA_1RC1RD_1LD0RB_0RA0LC	SP	48860258
1RB1RA_1RC1RD_1LD0RB_1RA0LC	SP	50294798
1RB1RB_0LA---_------_------	QH	0
1RB1RB_0LB0RC_0LD1RA_1RC1LD	SP	67108694
1RB1RB_0LB1LC_1RD0LC_0RD1LA	QH	1
1RB1RB_0LB1RC_0LD0RA_1RA1LD	SP	50331483
1RB1RB_0LB1RC_0LD0RC_1LA1LD	QH	1
1RB1RB_0LB1RC_1LD0RC_0LB1LA	QH	5
1RB1RB_0LB1RC_1LD0RC_0LD1LA	QH	1
1RB1RB_0LB1RC_1LD0RC_1LB1LA	QH	5
1RB1RB_0LB1RC_1LD1RA_0RC0LD	QH	9
1RB1RB_0LC0LA_1RC0RD_1LB1RD	SP	25196454
1RB1RB_0LC0RA_---1LD_1RA1LD	SP	67108837
1RB1RB_0LC0RA_0LD1LC_1RA1RD	SP	83885977
1RB1RB_0LC0RA_1LA1LD_1RA1LC	SP	89478395
1RB1RB_0LC0RA_1LD0RB_1RA1LC	QH	0
1RB1RB_0LC0RA_1LD0RB_1RC1LC	QH	0
1RB1RB_0LC0RA_1LD1LC_1RB1RD	SP	31004610
1RB1RB_0LC0RA_1RA1LC_------	SP	67108837
1RB1RB_0LC0RA_1RD1LC_---1RB	SP	67108837
1RB1RB_0LC0RB_1LD1LA_1RA1LC	QH	3
1RB1RB_0LC0RB_1LD1LC_1RA0RB	QH	0
1RB1RB_0LC0RB_1LD1LC_1RA0RD	SP	89478386
1RB1RB_0LC0RB_1LD1LC_1RA1LA	QH	0
1RB1RB_0LC0RB_1LD1LC_1RA1LC	QH	0
1RB1RB_0LC0RB_1LD1LC_1RA1RA	QH	0
1RB1RB_0LC0RB_1LD1LC_1RA1RC	QH	0
1RB1RB_0LC0RB_1LD1LC_1RA1RD	SP	44739814
1RB1RB_0LC0RC_0LD1RC_1RA1LD	DN	99534001
1RB1RB_0LC0RC_1LD1RC_1RA1LD	QH	0
1RB1RB_0LC0RD_1LD1LC_1RA0RB	SP	57521804
1RB1RB_0LC0RD_1RA1LC_0LA1RD	DN	99310542
1RB1RB_0LC0RD_1RA1LC_0LC1RD	DN	99532941
1RB1RB_0LC0RD_1RA1LC_1LC1RD	QH	0
1RB1RB_0LC0RD_1RA1LC_1RC1RB	SP	44739210
1RB1RB_0LC0RD_1RB1LC_0LA1RD	DN	99801876
1RB1RB_0LC0RD_1RD1LC_0LA1RA	DN	99999979
1RB1RB_0LC0RD_1RD1LC_0LC1RA	SP	58720086
1RB1RB_0LC0RD_1RD1LC_0LD1RA	DN	99999985
1RB1RB_0LC0RD_1RD1LC_1LC1RA	SP	50331512
1RB1RB_0LC0RD_1RD1LC_1RA1RA	SP	50331596
1RB1RB_0LC0RD_1RD1LC_1RB1RA	SP	50331554
1RB1RB_0LC1RA_1LA1LD_1LC0RA	SP	44739203
1RB1RB_0LC1RB_1LD0RB_1RA1LC	QH	0
1RB1RB_0LC1RB_1RA1LD_1LC0RB	QH	0
1RB1RB_0LC1RB_1RD1LC_0LA0RB	QH	0
1RB1RB_0LC1RB_1RD1LC_1LA0RB	QH	0
1RB1RB_0LC1RD_0LB1LA_1LB0RD	QH	3
1RB1RB_0LC1RD_0LB1LA_1LC0RD	QH	3
1RB1RB_0LC1RD_0LC1LA_1LB0RD	QH	3
1RB1RB_0LC1RD_0LC1LA_1LC0RD	QH	1
1RB1RB_0LC1RD_1LA1LC_0LA0RB	SP	48315596
1RB1RB_0LC1RD_1LA1LC_0LC0RB	SP	41266442
1RB1RB_0LC1RD_1LA1LC_0LC0RD	QH	1
1RB1RB_0LC1RD_1LB1LA_1LB0RD	QH	3
1RB1RB_0LC1RD_1LB1LA_1LC0RD	QH	3
1RB1RB_0LC1RD_1RA1LC_0LA0RA	SP	50331481
1RB1RB_0LC1RD_1RA1LC_0LC0RA	DN	92274382
1RB1RB_0LC1RD_1RA1LC_0LD0RA	SP	83886042
1RB1RB_0LC1RD_1RA1LC_0RA0LB	SP	50331552
1RB1RB_0LC1RD_1RA1LC_0RA0RA	SP	83886027
1RB1RB_0LC1RD_1RA1LC_0RB0RA	SP	83885983
1RB1RB_0LC1RD_1RA1LC_1LB0RA	SP	83886071
1RB1RB_0LC1RD_1RA1LC_1LC0RA	SP	83885866
1RB1RB_0LC1RD_1RA1LC_1LD0RA	SP	83886042
1RB1RB_0LC1RD_1RA1LC_1RA0RA	SP	83885939
1RB1RB_0LC1RD_1RA1LC_1RB0RA	SP	83885910
1RB1RB_0LC1RD_1RB1LC_0LA0RB	QH	0
1RB1RB_0RC0LA_0LD1RA_1RC1LD	SP	83885981
1RB1RB_0RC0LA_1LC1LD_1RA0LB	DN	99950355
1RB1RB_0RC0LC_1LD0RB_1LD1RA	QH	0
1RB1RB_0RC0LD_1LD1RC_0LA1LB	QH	0
1RB1RB_0RC0RC_0LD1RA_1RC1LD	SP	67108813
1RB1RB_0RC1LB_1LA1RD_1RC0LB	QH	3
1RB1RB_0RC1LB_1LD1RC_0LA0LB	QH	0
1RB1RB_0RC1LB_1LD1RC_1LA0LB	QH	4
1RB1RB_0RC1LB_1RD0LB_1LA1RC	QH	0
1RB1RB_0RC1LD_0LD1RC_1LB0LA	SP	50331498
1RB1RB_0RC1LD_1LB1RC_0LA0LB	QH	0
1RB1RB_0RC1RA_1LC0LD_0RA0LC	DN	99999989
1RB1RB_0RC1RB_1LD0RB_0LD1LA	QH	5
1RB1RB_0RC1RB_1LD0RC_0LD1LA	QH	5
1RB1RB_0RC1RC_1LD0RB_0LD1LA	QH	15
1RB1RB_0RC1RC_1LD0RC_0LD1LA	QH	1
1RB1RB_0RC1RD_0LC1LA_1LC0RD	QH	1
