spec	n	t
1RB1RC_1RC0RA_1LA1LD_1LC0LC	2	0
1RB1RC_1RC0RA_1LD0RB_1LB0LC	2	0
1RB1RC_1RC0RB_0LD0RB_0LA1LD	2	0
1RB1RC_1RC0RB_0LD1RB_0LA1LD	2	0
1RB1RC_1RC1LB_1LD1RA_0RB0LD	2	0
1RB1RC_1RC1LB_1LD1RA_0RC0LD	2	0
1RB1RC_1RC1RA_1LA1LD_0LB0LC	2	0
1RB1RC_1RC1RA_1LA1LD_0RA0LC	2	0
1RB1RC_1RC1RA_1LA1LD_1LA0LC	2	0
1RB1RC_1RC1RA_1LA1LD_1LB0LC	2	0
1RB1RC_1RC1RA_1LD0RB_1LA0LC	2	0
1RB1RC_1RC1RA_1LD0RB_1RA0LC	2	0
1RB1RC_1RC1RB_0LD0RA_1LB1LD	2	0
1RB1RD_0LC0RA_1LD1RC_0RB1LB	2	0
1RB1RD_0LC0RA_1RA1LB_1LC1RC	4	64
1RB1RD_0LC0RB_1LA1LC_0LC1RD	2	0
1RB1RD_0LC0RB_1LA1RC_1LC1LD	2	0
1RB1RD_0LC0RB_1LD1LC_1RA0LB	2	0
1RB1RD_0LC1LB_1RC1LA_1RA0RA	2	0
1RB1RD_0LC1LB_1RD1LA_0RA0RD	2	0
1RB1RD_0LC1LD_0RD1LC_1RA0LB	4	0
1RB1RD_0LC1LD_1LD1LC_1RA0LB	4	0
1RB1RD_0LC1RA_1RA0RD_1LB0RD	4	0
1RB1RD_0LC1RB_0RB1LD_1LC0RA	3	0
1RB1RD_0LC1RB_1LA1LD_1LC0RA	4	0
1RB1RD_0LC1RB_1RB1LD_1LC0RA	3	0
1RB1RD_0RC0RA_1LC0LD_1RA0LD	2	0
1RB1RD_0RC1LD_0LD0LA_1LB0RA	3	0
1RB1RD_0RC1LD_0LD1RC_1LB0RA	3	0
1RB1RD_0RC1LD_1LA0LA_1LB0RA	3	0
1RB1RD_0RC1LD_1LA1RC_1LB0RA	3	0
1RB1RD_0RC1LD_1LD0LA_1LB0RA	3	0
1RB1RD_0RC1LD_1LD1RC_1LB0RA	3	0
1RB1RD_0RC1LD_1RD0LA_1LB0RA	3	0
1RB1RD_0RC1LD_1RD1RC_1LB0RA	3	0
1RB1RD_1LC0LA_1RD0LB_0RA1RC	2	0
1RB1RD_1LC0LB_0RD0LB_1RA1RC	2	0
1RB1RD_1LC0LB_1LD1LB_0RA1RD	2	0
1RB1RD_1LC0LB_1RA0LD_0RB1RB	2	0
1RB1RD_1LC0LB_1RA1LB_0RA1RD	2	0
1RB1RD_1LC0LB_1RA1LC_0RB1RB	2	0
1RB1RD_1LC0LB_1RD1LB_0RA1RD	2	0
1RB1RD_1LC0LB_1RD1LB_1RA0RD	2	0
1RB1RD_1LC0LD_0RA0LB_1RA1RC	2	0
1RB1RD_1LC0LD_0RA1LB_0LC1RC	2	0
1RB1RD_1LC0LD_1RA0LB_0RA0RB	2	0
1RB1RD_1LC0LD_1RD0LB_0RA1RC	2	0
1RB1RD_1LC0RA_0LD1LC_1RA0LB	2	0
1RB1RD_1LC0RA_0RA0LB_1LA1RA	2	0
1RB1RD_1LC0RA_0RA0LB_1RA---	3	0
1RB1RD_1LC0RA_0RD0LB_1RA0LD	2	0
1RB1RD_1LC0RA_0RD0LB_1RA0RD	3	0
1RB1RD_1LC0RA_0RD0LB_1RA1LD	3	0
1RB1RD_1LC0RA_0RD0LB_1RA1RD	2	0
1RB1RD_1LC0RA_1LA0LB_0LB1LC	2	0
1RB1RD_1LC0RA_1LA0LB_0LB1RC	5	0
1RB1RD_1LC0RA_1LA0LB_0RB1LC	2	0
1RB1RD_1LC0RA_1LA0LB_0RB1RC	5	0
1RB1RD_1LC0RA_1LA0LB_1LA1RA	2	0
1RB1RD_1LC0RA_1LA0LB_1LD1RC	5	0
1RB1RD_1LC0RA_1LA0LB_1RB0LC	2	0
1RB1RD_1LC0RA_1LA0LB_1RB0RC	2	0
1RB1RD_1LC0RA_1LA0LB_1RB1LC	3	0
1RB1RD_1LC0RA_1LA0LB_1RB1RC	5	0
1RB1RD_1LC0RA_1LA0LB_1RD1LC	4	0
1RB1RD_1LC0RA_1LA0LC_0RB0LD	12	0
1RB1RD_1LC0RA_1LA1LC_0LB0LC	2	0
1RB1RD_1LC0RA_1LC0LD_1LA0RB	6	0
1RB1RD_1LC0RA_1LD0LB_1RA0RB	2	0
1RB1RD_1LC0RA_1LD0LB_1RA0RC	3	0
1RB1RD_1LC0RA_1LD0LB_1RA0RD	3	0
1RB1RD_1LC0RA_1LD0LB_1RA1LB	2	0
1RB1RD_1LC0RA_1LD0LB_1RA1RB	2	0
1RB1RD_1LC0RA_1LD0LB_1RA1RD	2	0
1RB1RD_1LC0RA_1LD0LB_1RB0LA	3	0
1RB1RD_1LC0RA_1LD0LB_1RB0LB	3	0
1RB1RD_1LC0RA_1LD0LB_1RB1LB	3	0
1RB1RD_1LC0RA_1LD1LB_0RB0RA	2	0
1RB1RD_1LC0RA_1LD1LB_1RB0RA	2	0
1RB1RD_1LC0RA_1RA0LB_0LD1RC	3	0
1RB1RD_1LC0RA_1RA0LB_1LA1RA	3	0
1RB1RD_1LC0RA_1RA0LB_1RA---	3	0
1RB1RD_1LC0RA_1RD0LB_1RA0RD	3	0
1RB1RD_1LC0RA_1RD0LB_1RA1LB	2	0
1RB1RD_1LC0RA_1RD0LB_1RA1RB	2	0
1RB1RD_1LC0RA_1RD0LB_1RA1RD	3	0
1RB1RD_1LC0RB_0RA0LB_1RA0RA	2	0
1RB1RD_1LC0RC_1RA0LD_1RC0LB	2	0
1RB1RD_1LC0RD_1LA1LD_1RA0LC	2	0
1RB1RD_1LC1LA_0RA0LB_1RA0RA	2	0
1RB1RD_1LC1LA_0RA1LB_0LB0RA	2	0
1RB1RD_1LC1LA_0RA1LB_1RB0RA	2	0
1RB1RD_1LC1LA_0RA1LB_1RC0RA	2	0
1RB1RD_1LC1LA_1LA0LB_1RA0RA	2	0
1RB1RD_1LC1LA_1LA1LB_0LB0RA	2	0
1RB1RD_1LC1LA_1LA1LB_0RC0RA	2	0
1RB1RD_1LC1LA_1LA1LB_1RB0RA	2	0
1RB1RD_1LC1LA_1LA1LB_1RC0RA	2	0
1RB1RD_1LC1LA_1LD1LB_0RB0RA	2	0
1RB1RD_1LC1LA_1LD1LB_1RB0RA	2	0
1RB1RD_1LC1LA_1RA0LB_1RA0RA	2	0
1RB1RD_1LC1LA_1RA1LB_0LB0RA	2	0
1RB1RD_1LC1LA_1RA1LB_0RC0RA	2	0
1RB1RD_1LC1LA_1RA1LB_1RB0RA	2	0
1RB1RD_1LC1LA_1RA1LB_1RC0RA	2	0
1RB1RD_1LC1LA_1RC1LB_0LB0RA	2	0
1RB1RD_1LC1LA_1RC1LB_1RB0RA	2	0
1RB1RD_1LC1LB_0LA0RA_1LB1RA	2	0
1RB1RD_1LC1LB_0RC0RA_1LB1RA	2	0
1RB1RD_1LC1LB_0RD0RA_1LB1RA	2	0
1RB1RD_1LC1LB_0RD1RC_1LA0RA	2	0
1RB1RD_1LC1LB_1RA0LB_0RA0RD	2	0
1RB1RD_1LC1LB_1RA0LB_0RB0LD	2	0
1RB1RD_1LC1LB_1RA0LB_0RC0RD	2	0
1RB1RD_1LC1LB_1RA0LB_1RA0RC	2	0
1RB1RD_1LC1LB_1RA0RA_1LB1RA	2	0
1RB1RD_1LC1LB_1RC0RA_1LB1RA	2	0
1RB1RD_1LC1LB_1RD0RA_1LB1RA	2	0
1RB1RD_1LC1LB_1RD1RC_0LB0RA	2	0
1RB1RD_1LC1LD_0LD1LC_1RA0LB	4	0
1RB1RD_1LC1LD_0RA1LC_1RA0LB	4	0
1RB1RD_1LC1LD_0RB1LC_1RA0LB	4	0
1RB1RD_1LC1LD_1RA0LD_1LB0RA	2	0
1RB1RD_1LC1LD_1RA1LC_1RA0LB	4	0
1RB1RD_1LC1LD_1RD0RA_0LB1RC	2	0
1RB1RD_1LC1LD_1RD1LC_1RA0LB	4	0
1RB1RD_1LC1RA_0LD1LD_0RB0RD	7	0
1RB1RD_1LC1RA_1LD0LC_0RA0LA	2	0
1RB1RD_1LC1RA_1LD1LB_0RB0RA	2	0
1RB1RD_1LC1RA_1RB1LD_1RB0LC	2	0
1RB1RD_1LC1RB_0RA1LD_1RA0LC	2	0
1RB1RD_1LC1RB_0RB1LD_1LC0RA	3	0
1RB1RD_1LC1RB_0RD1LD_0LB0RA	2	0
1RB1RD_1LC1RB_1LA1LD_1LC0RA	4	0
1RB1RD_1LC1RB_1RA0LB_0RA0RD	2	0
1RB1RD_1LC1RB_1RA1LC_1RA0RB	2	0
1RB1RD_1LC1RB_1RA1LC_1RC0RB	2	0
1RB1RD_1LC1RB_1RB1LD_1LC0RA	3	0
1RB1RD_1LC1RB_1RD1LD_0LB0RA	2	0
1RB1RD_1LC1RD_1LA0LB_0RA0RC	2	0
1RB1RD_1LC1RD_1LA0LB_0RB0RC	3	0
1RB1RD_1LC1RD_1RD0LB_0RA1RC	2	0
1RB1RD_1RC---_1LD0RB_1RA0LC	3	0
1RB1RD_1RC0LB_1LD0RC_1RA1LB	2	0
1RB1RD_1RC0RA_0LC1LD_1RA0LB	2	0
1RB1RD_1RC0RA_1LA0LD_1RA1LC	2	0
1RB1RD_1RC0RA_1LA1LC_0LB0LC	2	0
1RB1RD_1RC0RA_1LD0LB_1RA0LC	2	0
1RB1RD_1RC0RB_1LD0RA_1RA0LC	2	0
1RB1RD_1RC1LC_0RD0LB_1LD0LA	2	0
1RB1RD_1RC1LD_1LD1RC_1LB0RA	3	0
1RB1RD_1RC1RA_0LA0LD_1LA1LC	2	0
1RB1RD_1RC1RA_0LA0RB_1LD0LC	2	0
1RB1RD_1RC1RA_1LA0LD_1LA1LC	2	0
1RB1RD_1RC1RA_1LD0LC_0RA0LC	2	0
1RB1RD_1RC1RD_1LD0LC_0RA0LC	2	0
