machine,status,anchor,k0,meta_a,meta_b,kmin,nrules,qh,score
0RB0LB_0RC1LD_1LD1RC_0RC1LA,undecided,0,0,0,0,0,0,?,0
0RB0LB_0RC1LD_1LD1RC_1RC1LA,irules,199985,2468,1,1,1,0,F,0
0RB0LB_0RC1RB_1LD1RC_1LA1LD,irules,173257,510,2,2,3,1,F,0
0RB0LB_0RC1RB_1LD1RD_1LA0LB,undecided,0,0,0,0,0,0,?,0
0RB0LB_0RC1RB_1LD1RD_1LA0RC,irules,63661,249,2,7,8,6,F,0
0RB0LB_0RC1RD_1LD1RC_0LA1LA,undecided,0,0,0,0,0,0,?,0
0RB0LB_1LA0LC_0RD1LA_1LC1RD,irules,199929,904,1,1,1,0,F,0
0RB0LB_1LA0RC_1LB1RD_0RC0RC,undecided,0,0,0,0,0,0,?,0
0RB0LB_1LA0RC_1LB1RD_1LA0RC,undecided,0,0,0,0,0,0,?,0
0RB0LB_1LA0RC_1LB1RD_1LC0RC,undecided,0,0,0,0,0,0,?,0
0RB0LB_1LA1LC_0RD1LA_1LB1RD,undecided,0,0,0,0,0,0,?,0
0RB0LB_1LA1RC_1LB1RD_0LD0RC,undecided,0,0,0,0,0,0,?,0
0RB0LB_1LC0LC_0RD1LA_1LC1RD,irules,199927,994,1,1,1,0,F,0
0RB0LB_1LC0LD_1RA1RC_0RC1LB,undecided,0,0,0,0,0,0,?,0
0RB0LB_1LC0RA_1RD0LD_1LB1RB,irules,199991,3029,1,1,1,0,F,0
0RB0LB_1LC0RA_1RD1LB_1RB1RD,irules,199995,2322,1,1,1,0,F,0
0RB0LB_1LC0RC_1RD0LA_1RB1RC,undecided,0,0,0,0,0,0,?,0
0RB0LB_1LC0RD_0LD0LA_1RA0LC,irules,199979,2409,1,1,1,1,F,0
0RB0LB_1LC0RD_0LD1LC_1RA0LC,irules,199999,2597,1,1,1,1,F,0
0RB0LB_1LC0RD_0LD1RD_1RA0LC,irules,199993,4255,1,1,2,0,F,0
0RB0LB_1LC0RD_1LA0LA_0LA1RB,irules,199951,4794,1,3,1,0,F,0
0RB0LB_1LC0RD_1LA0LA_1LB1RB,undecided,0,0,0,0,0,0,?,0
0RB0LB_1LC0RD_1LA0LA_1LC1RB,irules,199960,4953,1,3,1,0,F,0
0RB0LB_1LC0RD_1LA0LA_1RA1RB,irules,199995,2815,1,1,1,2,F,0
0RB0LB_1LC0RD_1LA1LC_1LB1RB,undecided,0,0,0,0,0,0,?,0
0RB0LB_1LC0RD_1LA1LC_1LC1RB,irules,199941,6054,1,3,1,0,F,0
0RB0LB_1LC0RD_1LA1LC_1RA1RB,irules,199991,3075,1,1,1,2,F,0
0RB0LB_1LC0RD_1LA1LC_1RC1RB,irules,199980,5821,1,3,1,0,F,0
0RB0LB_1LC0RD_1LA1RB_1LC1RD,undecided,0,0,0,0,0,0,?,0
0RB0LB_1LC0RD_1RB0LA_1RC0RD,irules,198992,297,1,4,2,0,F,0
0RB0LB_1LC0RD_1RB0LA_1RC1LA,irules,199140,297,1,4,2,0,F,0
0RB0LB_1LC0RD_1RB0LA_1RC1RD,irules,199991,287,1,5,1,0,F,0
0RB0LB_1LC1LB_0RC0RD_1LA1RD,irules,197624,82,1,1,3,1,F,0
