# spec	subclass	growth_exp_1e6_1e8	live_density_1e8	quiet_pins_1e8	qc_result
1RB0RD_1LC1RA_0RB0LC_1LD1LA	counter_boxfail	0.062	dense	A1@68,D0@62,D1@69	-
1RB0RD_1LC1RA_0RB0LC_1LD1LC	counter_boxfail	0.060	dense	A1@13,D0@9,D1@14	-
1RB0RD_1LC1RA_0RB0LC_1LD1RA	counter_boxfail	0.060	dense	A1@11,D0@9,D1@12	-
1RB0RD_1LC1RA_0RB0LC_1LD1RC	counter_boxfail	0.062	dense	A1@7,D0@9,D1@10	-
1RB0RD_1LC1RA_0RB0LC_1RA---	counter_boxfail	0.060	dense	A1@7,D0@8	-
1RB0RD_1LC1RA_0RB0LC_1RC---	counter_boxfail	0.057	dense	A1@7,D0@8	-
1RB0RD_1LC1RA_0RD0LC_1RA---	counter_new	0.068	dense	A1@5	boarded
1RB0RD_1LC1RA_1RB1LC_0LC1RD	sweep_counter	0.334	dense	A0@0	-
1RB0RD_1LC1RB_0LB1RA_1LB0RD	counter_new	0.070	sparse	A0@0	boarded
1RB0RD_1LC1RB_0LB1RA_1LC0RD	counter_new	0.073	dense	A0@0	no interior chain
1RB0RD_1LC1RD_0LB1RA_1LB0RD	counter_new	0.070	sparse	A0@0	boarded
1RB0RD_1LC1RD_0LB1RA_1LC0RD	counter_new	0.073	dense	A0@0	no interior chain
1RB0RD_1LC1RD_0LC1RB_1LA0RB	counter_new	0.075	dense	A0@0	boarded
1RB0RD_1LC1RD_0RD0LC_1LC1RA	counter_boxfail	0.062	dense	A1@7	-
1RB0RD_1LC1RD_0RD0LC_1RA---	counter_new	0.062	dense	A1@5	boarded
1RB0RD_1LC1RD_1LA0LC_0RD1LC	counter_new	0.070	dense	A1@12,B0@1	boarded
1RB0RD_1RC---_1LD1RA_0RB0LD	counter_new	0.070	dense	A1@12	boarded
1RB0RD_1RC0LA_1LD1RB_0RB0LD	counter_boxfail	0.068	dense	A0@0,A1@13,B1@12	-
1RB0RD_1RC0LC_1LD1RA_0RC0LD	counter_boxfail	0.069	dense	A1@36,B1@10	-
1RB0RD_1RC0RB_0LA0RD_1LD1LB	bouncer_hybrid	0.516	sparse	A0@0	-
1RB0RD_1RC0RB_0LA1RC_1LD1LB	bouncer_hybrid	0.515	sparse	A0@0	-
1RB0RD_1RC0RB_1LD1RA_0RC0LD	counter_boxfail	0.069	dense	A1@18,B1@10	-
1RB0RD_1RC1LA_1LD1RB_0RB0LD	counter_boxfail	0.070	dense	A0@0,A1@13,B1@12	-
1RB0RD_1RC1LB_1LA1RD_0LB0RC	counter_new	0.073	sparse	A1@3	boarded
1RB0RD_1RC1LD_0LB0RC_1LB0LA	counter_boxfail	0.062	dense	A0@5,A1@13,D1@12	-
1RB0RD_1RC1LD_0LD0RC_1LB0LA	counter_boxfail	0.073	dense	A0@0,A1@4,D1@3	-
1RB0RD_1RC1RA_1RD1LC_0LC1RB	counter_boxfail	0.076	sparse	A0@0	-
1RB0RD_1RC1RB_1LD1RA_0RC0LD	counter_boxfail	0.069	dense	A1@34,B1@10	-
1RB0RD_1RC1RC_1LD0RC_0LD1LA	counter_new	0.068	dense	B0@1	boarded
1RB0RD_1RC1RD_1LA0LC_0RD1LC	counter_new	0.071	dense	A1@6,B0@1	boarded
1RB0RD_1RC1RD_1LA1LC_0LC0RD	counter_boxfail	0.066	sparse	B0@1	-
1RB1LA_0LA0RC_0LD1RC_1LA1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0LA0RC_0LD1RC_1LC1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0LA0RC_0LD1RC_1LD1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0LA0RC_0LD1RC_1RC1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0LA0RC_0RD0RB_1LD1LB	counter_boxfail	0.058	dense	D0@8	-
1RB1LA_0LA0RC_0RD0RC_1LD1LB	counter_boxfail	0.058	dense	D0@8	-
1RB1LA_0LA0RC_0RD1RB_1LD1LB	counter_boxfail	0.064	dense	D0@8	-
1RB1LA_0LA0RC_1LC1RD_0LA1RD	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0LA0RC_1LD1RC_1LA0LA	sweep_counter	0.333	dense	B0@1	-
1RB1LA_0LA0RC_1LD1RC_1RA0LA	sweep_counter	0.333	dense	B0@1	-
1RB1LA_0LA1LC_1RD0LC_0RD1LA	counter_new	0.065	dense	A1@2,B0@1	boarded
1RB1LA_0LA1LC_1RD0LC_0RD1RA	counter_new	0.062	dense	B0@10	boarded
1RB1LA_0LA1RC_0LA0RD_1LA1RD	bouncer_hybrid	0.536	sparse	B0@1	-
1RB1LA_0LA1RC_0LD0RD_1LA1RD	bouncer_hybrid	0.536	sparse	B0@1	-
1RB1LA_0LA1RC_0RD0RB_0LD1LB	counter_new	0.071	dense	D0@31	boarded
1RB1LA_0LA1RC_0RD0RB_1LB1LB	counter_new	0.075	dense	D0@6	boarded
1RB1LA_0LA1RC_0RD0RB_1LC1LB	counter_new	0.075	dense	D0@6	boarded
1RB1LA_0LA1RC_0RD0RB_1LD1LB	counter_new	0.071	dense	D0@57	boarded
1RB1LA_0LA1RC_0RD0RC_1LD1LB	counter_new	0.059	dense	D0@18	no anchor
1RB1LA_0LA1RC_1LA0RD_0LA1RD	sweep_counter	0.333	dense	B0@1	-
1RB1LA_0LA1RC_1LA0RD_1LA1RD	bouncer_hybrid	0.536	sparse	B0@1	-
1RB1LA_0LA1RC_1LD0RD_0LA1RD	sweep_counter	0.333	dense	B0@1	-
1RB1LA_0LA1RC_1LD0RD_1LA1RD	bouncer_hybrid	0.478	sparse	B0@1	-
1RB1LA_0LA1RC_1RD0RD_0LA1RD	sweep_counter	0.333	dense	B0@1	-
1RB1LA_0LA1RC_1RD0RD_1LA1RD	bouncer_hybrid	0.478	sparse	B0@1	-
1RB1LA_0LB0RC_0LD1RC_1LA1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0LB0RC_0LD1RC_1RC1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0LB0RC_1LD1RC_1RC0LA	sweep_counter	0.334	dense	B0@1	-
1RB1LA_0LB1LC_1RD0LC_0RD1LA	counter_new	0.062	dense	A1@5,B0@1	boarded
1RB1LA_0LB1RC_0LA0RD_1LA1RD	bouncer_hybrid	0.536	sparse	B0@1	-
1RB1LA_0LB1RC_0LD0RD_1LA1RD	bouncer_hybrid	0.478	sparse	B0@1	-
1RB1LA_0LB1RC_1LA0RD_1LA1RD	bouncer_hybrid	0.478	sparse	B0@1	-
1RB1LA_0LB1RC_1LD0RD_1LA1RD	bouncer_hybrid	0.492	sparse	B0@1	-
1RB1LA_0LB1RC_1RD0RD_1LA1RD	bouncer_hybrid	0.492	sparse	B0@1	-
1RB1LA_0LC0RB_1LD1RC_0RA1LC	counter_new	0.073	dense	C1@2	boarded
1RB1LA_0LC0RC_0LD1RC_1LA1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0LC0RC_0LD1RC_1LC1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0LC0RC_0LD1RC_1LD1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0LC0RC_0LD1RC_1RC1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0LC0RC_1LC1RD_0LA1RD	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0LC0RD_0LA1RC_1LD1RC	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0LC0RD_1LA1LA_0LC1RD	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0LC0RD_1LC1LA_0LC1RD	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0LC0RD_1LD1LA_0LC1RD	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0LC0RD_1RD1LA_0LC1RD	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0LC1RC_0LA0RD_1LA1RD	bouncer_hybrid	0.536	sparse	B0@1	-
1RB1LA_0LC1RC_0LD0RD_1LA1RD	bouncer_hybrid	0.536	sparse	B0@1	-
1RB1LA_0LC1RC_0RD1RD_1LA0LD	bouncer_hybrid	0.486	sparse	B0@1	-
1RB1LA_0LC1RC_1LA0RD_1LA1RD	bouncer_hybrid	0.536	sparse	B0@1	-
1RB1LA_0LC1RC_1LD0RD_1LA1RD	bouncer_hybrid	0.478	sparse	B0@1	-
1RB1LA_0LC1RC_1RC1RD_1LA0LD	bouncer_hybrid	0.515	sparse	B0@1	-
1RB1LA_0LC1RC_1RD0RD_1LA1RD	bouncer_hybrid	0.478	sparse	B0@1	-
1RB1LA_0LC1RD_0LA1RC_1LA0RC	sweep_counter	0.333	dense	B0@1	-
1RB1LA_0LC1RD_0LA1RC_1LC0RC	sweep_counter	0.333	dense	B0@1	-
1RB1LA_0LC1RD_0LA1RC_1RC0RC	sweep_counter	0.333	dense	B0@1	-
1RB1LA_0LC1RD_1LA0LB_0LA0RB	counter_new	0.067	sparse	C1@2	boarded
1RB1LA_0LC1RD_1LA0LC_0LA0RB	counter_new	0.069	sparse	C1@2	boarded
1RB1LA_0LC1RD_1LA0RB_0LA0RB	counter_new	0.070	sparse	C1@2	boarded
1RB1LA_0LC1RD_1LA0RC_0LA0RB	counter_new	0.070	sparse	C1@2	boarded
1RB1LA_0LC1RD_1LA1LA_0LA0RB	counter_new	0.070	sparse	C1@2	boarded
1RB1LA_0LC1RD_1LA1LB_0LA0RB	counter_new	0.067	sparse	C1@2	boarded
1RB1LA_0LC1RD_1LA1LC_0LA0RB	counter_new	0.070	sparse	C1@2	boarded
1RB1LA_0LC1RD_1LA1RC_0LA0RB	counter_new	0.070	sparse	C1@2	boarded
1RB1LA_0LC1RD_1LA1RC_0LA0RC	bouncer_hybrid	0.536	sparse	B0@1	-
1RB1LA_0LC1RD_1LA1RC_0LC0RC	bouncer_hybrid	0.478	sparse	B0@1	-
1RB1LA_0LC1RD_1LA1RC_1LA0RC	bouncer_hybrid	0.478	sparse	B0@1	-
1RB1LA_0LC1RD_1LA1RC_1LC0RC	bouncer_hybrid	0.536	sparse	B0@1	-
1RB1LA_0LC1RD_1LA1RC_1RC0RC	bouncer_hybrid	0.536	sparse	B0@1	-
1RB1LA_0LC1RD_1LA1RD_0LA0RB	counter_new	0.070	sparse	C1@2	boarded
1RB1LA_0LC1RD_1LD1LA_0LA0RB	counter_new	0.072	dense	C1@2	boarded
1RB1LA_0LC1RD_1LD1RC_0LA0RB	counter_new	0.072	dense	C1@2	boarded
1RB1LA_0LC1RD_1LD1RD_0LA0RB	counter_new	0.072	dense	C1@2	boarded
1RB1LA_0LC1RD_1RD0LB_0LA0RB	counter_new	0.067	sparse	C1@2	boarded
1RB1LA_0LC1RD_1RD0LC_0LA0RB	counter_new	0.069	sparse	C1@2	boarded
1RB1LA_0LC1RD_1RD0RB_0LA0RB	counter_new	0.070	sparse	C1@2	boarded
1RB1LA_0LC1RD_1RD0RC_0LA0RB	counter_new	0.070	sparse	C1@2	boarded
1RB1LA_0LC1RD_1RD1LA_0LA0RB	counter_new	0.070	sparse	C1@2	boarded
1RB1LA_0LC1RD_1RD1LB_0LA0RB	counter_new	0.067	sparse	C1@2	boarded
1RB1LA_0LC1RD_1RD1LC_0LA0RB	counter_new	0.070	sparse	C1@2	boarded
1RB1LA_0LC1RD_1RD1RC_0LA0RB	counter_new	0.070	sparse	C1@2	boarded
1RB1LA_0LC1RD_1RD1RD_0LA0RB	counter_new	0.070	sparse	C1@2	boarded
1RB1LA_0RC0LD_1LD1RC_0RA1LB	counter_new	0.072	dense	A1@4	boarded
1RB1LA_0RC0RC_0LD1RC_1LA1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0RC0RC_0LD1RC_1LC1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0RC0RC_0LD1RC_1LD1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0RC0RC_0LD1RC_1RC1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0RC0RC_1LC1RD_0LA1RD	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0RC0RC_1LD1RC_1LA0LA	sweep_counter	0.333	dense	B0@1	-
1RB1LA_0RC0RC_1LD1RC_1LC0LA	sweep_counter	0.334	dense	B0@17	-
1RB1LA_0RC0RC_1LD1RC_1RA0LA	sweep_counter	0.333	dense	B0@1	-
1RB1LA_0RC0RC_1LD1RC_1RC0LA	sweep_counter	0.334	dense	B0@15	-
1RB1LA_0RC0RD_0LC1LD_0LA1RD	sweep_counter	0.329	dense	C0@3	-
1RB1LA_0RC0RD_1LA1LA_0LC1RD	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0RC0RD_1LB1LD_0LA1RD	sweep_counter	0.331	dense	C0@2	-
1RB1LA_0RC0RD_1LC1LA_0LC1RD	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0RC0RD_1LC1LD_0LA0RB	counter_boxfail	0.060	dense	C0@3	-
1RB1LA_0RC0RD_1LC1LD_0LA1RB	counter_boxfail	0.066	dense	C0@3	-
1RB1LA_0RC0RD_1LC1LD_0LA1RD	sweep_counter	0.329	dense	C0@3	-
1RB1LA_0RC0RD_1LD1LA_0LC1RD	sweep_counter	0.331	dense	B0@1	-
1RB1LA_0RC0RD_1LD1LD_0LA1RD	sweep_counter	0.331	dense	C0@2	-
1RB1LA_0RC0RD_1RD1LA_0LC1RD	sweep_counter	0.332	dense	B0@1	-
1RB1LA_0RC1LB_1LD1RC_1LA0LB	sweep_counter	0.335	dense	A1@4	-
1RB1LA_0RC1RC_0LD0RD_1LA1RD	bouncer_hybrid	0.478	sparse	B0@1	-
1RB1LA_0RC1RC_1LA0RD_1LA1RD	bouncer_hybrid	0.492	sparse	B0@1	-
1RB1LA_0RC1RC_1LD0RD_1LA1RD	bouncer_hybrid	0.492	sparse	B0@1	-
1RB1LA_0RC1RC_1RD0RD_1LA1RD	bouncer_hybrid	0.508	sparse	B0@1	-
1RB1LA_0RC1RD_0LC1LD_0LA0RB	counter_new	0.067	dense	C0@3	boarded
1RB1LA_0RC1RD_1LA1RC_0LA0RC	bouncer_hybrid	0.478	sparse	B0@1	-
1RB1LA_0RC1RD_1LA1RC_0LC0RC	bouncer_hybrid	0.492	sparse	B0@1	-
1RB1LA_0RC1RD_1LA1RC_1LA0RC	bouncer_hybrid	0.492	sparse	B0@1	-
1RB1LA_0RC1RD_1LA1RC_1LC0RC	bouncer_hybrid	0.502	sparse	B0@1	-
1RB1LA_0RC1RD_1LA1RC_1RC0RC	bouncer_hybrid	0.502	sparse	B0@1	-
1RB1LA_0RC1RD_1LB1LD_0LA0RB	counter_new	0.070	dense	C0@2	boarded
1RB1LA_0RC1RD_1LC1LD_0LA0RB	counter_new	0.067	dense	C0@3	boarded
1RB1LA_0RC1RD_1LC1LD_0LA0RD	counter_boxfail	0.064	dense	C0@3	-
1RB1LA_0RC1RD_1LD1LD_0LA0RB	counter_new	0.070	dense	C0@2	boarded
1RB1LA_1LA0LC_0LB0RD_1RD1LB	counter_new	0.073	sparse	A1@2	boarded
1RB1LA_1LA0LC_0LB0RD_1RD1LC	counter_new	0.062	sparse	A1@2	boarded
1RB1LA_1LA0LC_1RD0LC_0RD1LB	counter_new	0.065	dense	A1@2	boarded
1RB1LA_1LA0RC_0LD1RC_1LA1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1LA0RC_0LD1RC_1LC1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1LA0RC_0LD1RC_1LD1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1LA0RC_0LD1RC_1RC1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1LA0RC_1LC1RD_0LA1RD	sweep_counter	0.333	dense	B0@1	-
1RB1LA_1LA0RC_1LD0RC_0LD0RB	counter_new	0.068	dense	A1@2	boarded
1RB1LA_1LA0RC_1LD1RC_0LD0RB	counter_new	0.064	dense	A1@2	boarded
1RB1LA_1LA1LC_1LB0RD_0LB1RD	counter_new	0.073	sparse	A1@2	boarded
1RB1LA_1LA1LC_1LB0RD_0LC1RD	counter_new	0.062	sparse	A1@2	boarded
1RB1LA_1LA1LC_1RD0LC_0RD1LA	counter_new	0.065	dense	A1@2,B0@1	boarded
1RB1LA_1LA1LC_1RD0LC_0RD1RA	counter_new	0.065	dense	B0@1	boarded
1RB1LA_1LA1RC_0LA0RD_1LA1RD	bouncer_hybrid	0.536	sparse	B0@1	-
1RB1LA_1LA1RC_0LD0RB_1RB1LD	counter_new	0.073	sparse	A1@2	boarded
1RB1LA_1LA1RC_0LD0RD_1LA1RD	bouncer_hybrid	0.478	sparse	B0@1	-
1RB1LA_1LA1RC_0RC1LD_1LA0LD	counter_new	0.073	dense	A1@2,B0@1	boarded
1RB1LA_1LA1RC_0RD1RD_1LA0LD	bouncer_hybrid	0.486	sparse	B0@1	-
1RB1LA_1LA1RC_1LA0RD_1LA1RD	bouncer_hybrid	0.478	sparse	B0@1	-
1RB1LA_1LA1RC_1LD0RB_0RC0LD	counter_new	0.075	dense	A1@2	boarded
1RB1LA_1LA1RC_1LD0RD_1LA1RD	bouncer_hybrid	0.536	sparse	B0@1	-
1RB1LA_1LA1RC_1RC1RD_1LA0LD	bouncer_hybrid	0.515	sparse	B0@1	-
1RB1LA_1LA1RC_1RD0RD_1LA1RD	bouncer_hybrid	0.536	sparse	B0@1	-
1RB1LA_1LB0RC_0LD1RC_1LA1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1LB0RC_0LD1RC_1LC1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1LB0RC_0LD1RC_1LD1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1LB0RC_0LD1RC_1RC1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1LB0RC_1LC1RD_0LA1RD	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1LB0RC_1LD1RC_1LC0LA	sweep_counter	0.334	dense	B0@7	-
1RB1LA_1LB0RC_1LD1RC_1RC0LA	sweep_counter	0.334	dense	B0@7	-
1RB1LA_1LB1LC_1RD0LC_0RD1LA	counter_new	0.062	dense	A1@5,B0@1	boarded
1RB1LA_1LB1LC_1RD0LC_0RD1RA	counter_new	0.062	dense	B0@1	boarded
1RB1LA_1LB1RC_0LA0RD_1LA1RD	bouncer_hybrid	0.478	sparse	B0@1	-
1RB1LA_1LB1RC_0LD0RD_1LA1RD	bouncer_hybrid	0.492	sparse	B0@1	-
1RB1LA_1LB1RC_0RC1LD_1LA0LD	counter_new	0.070	dense	A1@12,B0@1	boarded
1RB1LA_1LB1RC_1LA0RD_1LA1RD	bouncer_hybrid	0.492	sparse	B0@1	-
1RB1LA_1LB1RC_1LD0RD_1LA1RD	bouncer_hybrid	0.502	sparse	B0@1	-
1RB1LA_1LB1RC_1RD0RD_1LA1RD	bouncer_hybrid	0.502	sparse	B0@1	-
1RB1LA_1LC0LC_1RD1LB_1LA0RD	counter_boxfail	0.056	dense	A1@25	-
1RB1LA_1LC0RB_0LC0RD_1LA1RD	counter_new	0.068	dense	A1@5,D1@3	boarded
1RB1LA_1LC0RB_0LC1RD_0RB0LA	counter_boxfail	0.057	dense	A0@5,A1@4,D1@3	-
1RB1LA_1LC0RB_0LC1RD_0RB1LA	counter_boxfail	0.057	dense	A0@5,A1@4,D1@3	-
1RB1LA_1LC0RB_1LD0RA_0LC1LA	counter_new	0.069	dense	A1@3	boarded
1RB1LA_1LC0RC_0LD1RC_1LA1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1LC0RC_0LD1RC_1LC1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1LC0RC_0LD1RC_1LD1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1LC0RC_0LD1RC_1RC1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1LC0RC_1LC1RD_0LA1RD	sweep_counter	0.333	dense	B0@1	-
1RB1LA_1LC0RC_1LD1RC_0LC0LA	sweep_counter	0.333	dense	D0@10	-
1RB1LA_1LC0RC_1LD1RC_0RA0LA	sweep_counter	0.333	dense	D0@10	-
1RB1LA_1LC0RC_1LD1RC_1LB0LA	sweep_counter	0.333	dense	D0@10	-
1RB1LA_1LC0RC_1LD1RC_1LC0LA	sweep_counter	0.334	dense	B0@1	-
1RB1LA_1LC0RC_1LD1RC_1LD0LA	sweep_counter	0.333	dense	D0@10	-
1RB1LA_1LC0RC_1LD1RC_1RB0LA	sweep_counter	0.333	dense	D0@10	-
1RB1LA_1LC0RC_1LD1RC_1RC0LA	sweep_counter	0.334	dense	B0@1	-
1RB1LA_1LC0RC_1LD1RC_1RD0LA	sweep_counter	0.333	dense	D0@10	-
1RB1LA_1LC0RD_0LA1RC_1LD1RC	sweep_counter	0.333	dense	B0@1	-
1RB1LA_1LC0RD_1LA1LA_0LC1RD	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1LC0RD_1LC1LA_0LC1RD	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1LC0RD_1LD1LA_0LC1RD	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1LC0RD_1RD1LA_0LC1RD	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1LC1LD_0RC1RA_1RC0LD	counter_new	0.065	dense	B0@1	boarded
1RB1LA_1LC1RC_0LA0RD_1LA1RD	bouncer_hybrid	0.536	sparse	B0@1	-
1RB1LA_1LC1RC_0LD0RD_1LA1RD	bouncer_hybrid	0.478	sparse	B0@1	-
1RB1LA_1LC1RC_1LA0RD_0LA1RD	sweep_counter	0.333	dense	B0@1	-
1RB1LA_1LC1RC_1LA0RD_1LA1RD	bouncer_hybrid	0.478	sparse	B0@1	-
1RB1LA_1LC1RC_1LD0RD_0LA1RD	sweep_counter	0.333	dense	B0@1	-
1RB1LA_1LC1RC_1LD0RD_1LA1RD	bouncer_hybrid	0.536	sparse	B0@1	-
1RB1LA_1LC1RC_1RD0RD_0LA1RD	sweep_counter	0.333	dense	B0@1	-
1RB1LA_1LC1RC_1RD0RD_1LA1RD	bouncer_hybrid	0.536	sparse	B0@1	-
1RB1LA_1LC1RD_0RA0LB_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_0RA0LC_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_0RA0RA_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_0RA0RB_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_0RA0RD_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_0RA1LA_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_0RA1LB_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_0RA1LC_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_0RA1RA_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_0RA1RB_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_0RA1RD_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_0RB0LB_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_0RB0LC_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_0RB0RA_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_0RB0RB_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_0RB0RC_0LA0RB	counter_new	0.073	sparse	C1@3	boarded
1RB1LA_1LC1RD_0RB0RD_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_0RB1LA_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_0RB1LB_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_0RB1LC_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_0RB1RA_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_0RB1RB_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_0RB1RC_0LA0RB	counter_new	0.073	sparse	C1@3	boarded
1RB1LA_1LC1RD_0RB1RD_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1LA0LB_0LA0RB	counter_new	0.073	sparse	C1@2	no overflow chain
1RB1LA_1LC1RD_1LA0LC_0LA0RB	counter_new	0.073	sparse	C1@2	no overflow chain
1RB1LA_1LC1RD_1LA0LC_0RD1LC	counter_new	0.070	dense	A1@10,B0@1	boarded
1RB1LA_1LC1RD_1LA0RA_0LA0RB	counter_new	0.073	sparse	C1@2	no overflow chain
1RB1LA_1LC1RD_1LA0RB_0LA0RB	counter_new	0.073	sparse	C1@2	no overflow chain
1RB1LA_1LC1RD_1LA0RC_0LA0RB	counter_new	0.073	sparse	C1@3	no overflow chain
1RB1LA_1LC1RD_1LA0RD_0LA0RB	counter_new	0.073	sparse	C1@2	no overflow chain
1RB1LA_1LC1RD_1LA1LA_0LA0RB	counter_new	0.073	sparse	C1@2	no overflow chain
1RB1LA_1LC1RD_1LA1LB_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1LA1LC_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1LA1RA_0LA0RB	counter_new	0.073	sparse	C1@2	no overflow chain
1RB1LA_1LC1RD_1LA1RB_0LA0RB	counter_new	0.073	sparse	C1@2	no overflow chain
1RB1LA_1LC1RD_1LA1RC_0LA0RB	counter_new	0.073	sparse	C1@3	boarded
1RB1LA_1LC1RD_1LA1RC_0LA0RC	bouncer_hybrid	0.478	sparse	B0@1	-
1RB1LA_1LC1RD_1LA1RC_0LC0RC	bouncer_hybrid	0.536	sparse	B0@1	-
1RB1LA_1LC1RD_1LA1RC_1LA0RC	bouncer_hybrid	0.536	sparse	B0@1	-
1RB1LA_1LC1RD_1LA1RC_1LC0RC	bouncer_hybrid	0.492	sparse	B0@1	-
1RB1LA_1LC1RD_1LA1RC_1RC0RC	bouncer_hybrid	0.492	sparse	B0@1	-
1RB1LA_1LC1RD_1LA1RD_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1LB0RA_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1LB0RB_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1LB1LA_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1LB1RA_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1LB1RB_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1LB1RC_0LA0RB	counter_new	0.073	sparse	C1@3	boarded
1RB1LA_1LC1RD_1LB1RD_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1RA0LB_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1RA0LC_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1RA0RA_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1RA0RB_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1RA0RD_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1RA1LA_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
