machine,list,wave4_status,mxdys_status,mxdys_decider,match_kind
1RB1LC_0LA0RB_0LD1LD_1RA0RA,listC,unboarded,,,no-match
1RB1LC_0LA0RB_0LD1LD_1RA1LA,listC,unboarded,,,no-match
1RB1LC_0LA0RB_0LD1LD_1RA1LC,listC,unboarded,,,no-match
1RB1LC_0LA0RB_0RC1LD_1LA---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LA0RB_0RD---_1LA1LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LA0RB_0RD0LC_1RD1LA,listC,unboarded,,,no-match
1RB1LC_0LA0RB_0RD1LA_0LC1RD,listC,unboarded,,,no-match
1RB1LC_0LA0RB_1LA---_------,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LA0RB_1LD---_0RD1LA,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_3_3_1600,direct
1RB1LC_0LA0RB_1LD---_1LA---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LA0RB_1LD---_1RB1LA,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LA0RB_1LD---_1RB1LC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LA0RB_1LD1LA_1RA---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_3_3_1600,direct
1RB1LC_0LA0RB_1RA1LD_1LA---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LA0RB_1RA1RD_0LC1LD,listC,unboarded,,,no-match
1RB1LC_0LA0RB_1RB1LD_1LA---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LA0RB_1RB1LD_1LC---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LA0RB_1RC1LD_---1LA,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LA0RB_1RD---_1LA1LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_3_3_1600,direct
1RB1LC_0LA0RB_1RD1LA_0LA1RD,listC,unboarded,,,no-match
1RB1LC_0LA0RB_1RD1LA_0LC1RD,listC,unboarded,,,no-match
1RB1LC_0LA0RC_1LA0RD_0LA0RC,listC,unboarded,,,no-match
1RB1LC_0LA0RC_1LA0RD_0LA1RD,listC,unboarded,,,no-match
1RB1LC_0LA0RC_1LA1LD_0RD0RB,listC,unboarded,,,no-match
1RB1LC_0LA0RC_1LD0RB_1RB1LC,listC,unboarded,,,no-match
1RB1LC_0LA0RD_0LD1LA_1RD0RB,listC,unboarded,,,no-match
1RB1LC_0LA0RD_0LD1LC_1RD0RB,listC,unboarded,,,no-match
1RB1LC_0LA0RD_0RC1LD_1LA0RB,listC,unboarded,,,no-match
1RB1LC_0LA0RD_1LA---_---0RB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LA0RD_1LA---_0LA0RD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LA0RD_1LA0RD_0LA1RD,listC,unboarded,,,no-match
1RB1LC_0LA0RD_1LA0RD_0LC1RD,listC,unboarded,,,no-match
1RB1LC_0LA0RD_1LD0RB_1LA0RC,listC,unboarded,,,no-match
1RB1LC_0LA0RD_1RA1LA_---0RB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LA0RD_1RD0LC_1LA0RB,listC,unboarded,,,no-match
1RB1LC_0LA0RD_1RD1LA_---0RB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LA0RD_1RD1LA_---1RB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LA0RD_1RD1LC_0LC1RB,listC,unboarded,,,no-match
1RB1LC_0LA1LD_0RC1LA_1RC0LD,listC,fuel,,,no-match
1RB1LC_0LA1LD_1LA0RD_0LA1RD,listC,unboarded,,,no-match
1RB1LC_0LA1LD_1LA0RD_0LC1RD,listC,unboarded,,,no-match
1RB1LC_0LA1RA_1LA0RD_0LA1RD,listC,unboarded,,,no-match
1RB1LC_0LA1RB_1LA0RD_0LA1RD,listC,unboarded,,,no-match
1RB1LC_0LA1RB_1RD1LA_0LA0RD,listC,unboarded,,,no-match
1RB1LC_0LA1RB_1RD1LA_0LC0RD,listC,unboarded,,,no-match
1RB1LC_0LA1RC_0RC1LD_1LA0LD,listC,fuel,,,no-match
1RB1LC_0LA1RC_1LA0RD_0LA1RD,listC,unboarded,,,no-match
1RB1LC_0LA1RC_1LA0RD_0LC1RD,listC,unboarded,,,no-match
1RB1LC_0LA1RC_1RB0LD_0RB1LD,listC,unboarded,,,no-match
1RB1LC_0LA1RC_1RB0LD_0RC1LD,listC,unboarded,,,no-match
1RB1LC_0LA1RD_0LD1LA_1RD0RB,listC,unboarded,,,no-match
1RB1LC_0LA1RD_1LA0LB_0RD1RB,listC,unboarded,,,no-match
1RB1LC_0LA1RD_1LA0LC_0RD0RA,listC,fuel,,,no-match
1RB1LC_0LA1RD_1LA0LC_0RD0RB,listC,unboarded,,,no-match
1RB1LC_0LA1RD_1LA0LC_0RD1LA,listC,fuel,,,no-match
1RB1LC_0LA1RD_1LA0LC_0RD1LC,listC,fuel,,,no-match
1RB1LC_0LA1RD_1LA0LC_0RD1RB,listC,unboarded,,,no-match
1RB1LC_0LA1RD_1LA0RA_---0RB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LA1RD_1LA0RD_---0RB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LA1RD_1LA0RD_---1RB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LA1RD_1LA0RD_0LA1RD,listC,unboarded,,,no-match
1RB1LC_0LA1RD_1LA0RD_0LC1RD,listC,unboarded,,,no-match
1RB1LC_0LA1RD_1LA1LA_---0RB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LA1RD_1LD0LC_0RD1LA,listC,fuel,,,no-match
1RB1LC_0LA1RD_1RA1LA_---0RB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LA1RD_1RB1LC_0LC0RB,listC,unboarded,,,no-match
1RB1LC_0LA1RD_1RD1LA_---0RB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LB1LA_0RD1RC_1LB0RC,listC,fuel,,,no-match
1RB1LC_0LB1LA_0RD1RD_1LB0RC,listC,fuel,,,no-match
1RB1LC_0LB1LA_1RD0LC_0RD0RB,listC,fuel,,,no-match
1RB1LC_0LB1LA_1RD0LC_0RD1RB,listC,fuel,,,no-match
1RB1LC_0LB1LC_0RD0LA_1LA1RD,listC,unboarded,,,no-match
1RB1LC_0LB1RC_1LA0RD_0LC1RD,listC,unboarded,,,no-match
1RB1LC_0LC0RB_0RD1LA_0LA1RD,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA0LD_0LB---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA0LD_0LC---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA0LD_0RB---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA0LD_0RC---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA0LD_1LA---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA0LD_1LB---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA0LD_1RA0LB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA0LD_1RA0LC,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA0LD_1RA0RB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA0LD_1RA0RC,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA0LD_1RA1LA,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA0LD_1RA1LB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA0LD_1RA1RC,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA0LD_1RC---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA0RD_0LB---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA0RD_0LC---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA0RD_0RB---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA0RD_0RC---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA0RD_1LA---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA0RD_1LB---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA0RD_1LC0LA,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA0RD_1LC0LB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA0RD_1LC0LC,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA0RD_1LC0RB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA0RD_1LC1LB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA0RD_1LC1LC,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA0RD_1LC1LD,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA0RD_1LC1RB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA0RD_1LC1RC,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA0RD_1RC---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA1LD_0LB---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA1LD_0LC---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA1LD_0RA---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_4_2_2_600,direct
1RB1LC_0LC0RB_1LA1LD_0RB---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA1LD_0RD0LB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1LD_0RD0LC,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1LD_0RD0RB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1LD_0RD0RC,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1LD_0RD1LA,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1LD_0RD1LB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1LD_0RD1LC,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1LD_0RD1RC,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1LD_1LA---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA1LD_1LB---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA1LD_1LC---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA1LD_1RB---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA1LD_1RC0LB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1LD_1RC0LC,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1LD_1RC0LD,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1LD_1RC0RA,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1LD_1RC0RB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1LD_1RC0RD,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1LD_1RC1LA,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1LD_1RC1LB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1LD_1RC1LC,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1LD_1RC1RB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1LD_1RD0LB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1LD_1RD0RB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1LD_1RD1LA,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1LD_1RD1LB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1LD_1RD1RB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RC_------,listC,unboarded,nonhalt,NGRAM_CPS_IMPL2_params_1_1_100,direct
1RB1LC_0LC0RB_1LA1RD_0LA0LB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_0LA0RA,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_0LA0RC,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_0LA0RD,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_0LA1LA,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_0LA1LB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_0LB---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA1RD_0LD0LB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_0LD0LC,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_0LD0RB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_0LD0RC,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_0LD1LA,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_0LD1LB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_0LD1RC,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_0RB---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA1RD_0RC0LB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_0RC0LD,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_0RC0RA,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_0RC0RD,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_0RC1LA,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_0RC1LB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_1LA---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA1RD_1LB---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LA1RD_1LC0LB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_1LC0RB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_1LC1LA,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_1LC1LB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_1LC1LD,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_1LD0LB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_1LD0LC,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_1LD0RA,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_1LD0RB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_1LD1LA,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_1LD1LB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_1LD1LC,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_1LD1RB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_1RC0LB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_1RC0LD,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_1RC0RA,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_1RC0RD,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_1RC1LA,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LA1RD_1RC1LB,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LD0LB_1LA---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LD0LC_1LA---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LD0RB_1LA---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LD0RC_1LA---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LD1LB_1LA---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LD1LC_1LA---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_4_2_2_600,direct
1RB1LC_0LC0RB_1LD1LD_1LA---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1LD1RC_0RD1LA,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LD1RC_1LA0RA,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LD1RC_1LA1LA,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LD1RC_1LA1LC,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LD1RC_1RB1LA,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1LD1RD_1LA1LC,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1RB1LD_1LA---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RB_1RD0RD_1LA0LA,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1RD1LA_0LA1RD,listC,unboarded,,,no-match
1RB1LC_0LC0RB_1RD1LA_0LC1RD,listC,unboarded,,,no-match
1RB1LC_0LC0RD_0LA1RD_0RB---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC0RD_1LA0RD_0LC1RD,listC,unboarded,,,no-match
1RB1LC_0LC0RD_1LA1RC_0LC0RB,listC,unboarded,,,no-match
1RB1LC_0LC0RD_1LA1RC_0LC0RD,listC,unboarded,,,no-match
1RB1LC_0LC0RD_1RD1LA_0LA0RC,listC,unboarded,,,no-match
1RB1LC_0LC1LD_1LA0RD_0LC1RD,listC,unboarded,,,no-match
1RB1LC_0LC1RA_0LC1RD_1LB0RD,listC,fuel,,,no-match
1RB1LC_0LC1RA_1LA0RD_0LC1RD,listC,unboarded,,,no-match
1RB1LC_0LC1RA_1LB1RD_1LB0RD,listC,fuel,,,no-match
1RB1LC_0LC1RA_1LB1RD_1LC0RD,listC,unboarded,,,no-match
1RB1LC_0LC1RB_1LA0RD_0LC1RD,listC,unboarded,,,no-match
1RB1LC_0LC1RB_1RD1LA_0LA0RD,listC,unboarded,,,no-match
1RB1LC_0LC1RB_1RD1LA_0LC0RD,listC,unboarded,,,no-match
1RB1LC_0LC1RC_1LA0RD_0LC1RD,listC,unboarded,,,no-match
1RB1LC_0LC1RD_---1LA_0LA0RD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_0LC1RD_0LB1LA_1RB0RB,listC,unboarded,,,no-match
1RB1LC_0LC1RD_1LA0RD_0LC1RD,listC,unboarded,,,no-match
1RB1LC_0LC1RD_1RB1LC_0LA0RB,listC,unboarded,,,no-match
1RB1LC_0LC1RD_1RB1LC_1LA0RB,listC,unboarded,,,no-match
1RB1LC_0RC0LC_1LD0RB_0RA1RC,listC,unboarded,,,no-match
1RB1LC_0RC0LC_1LD1RA_0RA0LD,listC,unboarded,,,no-match
1RB1LC_0RC0LD_1LD1RC_0RA1LB,listC,unboarded,,,no-match
1RB1LC_0RC0RD_1LA0RD_0LC1RD,listC,unboarded,,,no-match
1RB1LC_0RC1LB_1LA1RD_1RC0LB,listC,unboarded,,,no-match
1RB1LC_0RC1LB_1RD0LB_0LA1RC,listC,unboarded,,,no-match
1RB1LC_0RC1LB_1RD0LB_1LA1RC,listC,unboarded,,,no-match
1RB1LC_0RC1LD_1LA0RD_0LA1RD,listC,unboarded,,,no-match
1RB1LC_0RC1LD_1LA0RD_0LC1RD,listC,unboarded,,,no-match
1RB1LC_0RC1LD_1LB1RC_0LA0LB,listC,unboarded,,,no-match
1RB1LC_0RC1LD_1LB1RC_0RA0LB,listC,unboarded,,,no-match
1RB1LC_0RC1LD_1LB1RC_1RA0LB,listC,unboarded,,,no-match
1RB1LC_0RC1RB_1LD---_0RA0LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_4_2_2_600,direct
1RB1LC_0RC1RC_1LA0RD_0LC1RD,listC,unboarded,,,no-match
1RB1LC_0RC1RC_1LD1RA_0RA0LD,listC,unboarded,,,no-match
1RB1LC_0RC1RD_0LC1LA_0LA0RD,listC,unboarded,,,no-match
1RB1LC_0RC1RD_1LA0RD_0LA1RD,listC,unboarded,,,no-match
1RB1LC_0RC1RD_1LA0RD_0LC1RD,listC,unboarded,,,no-match
1RB1LC_1LA---_0RD0LA_1LA1RD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL2_params_1_1_100,direct
1RB1LC_1LA---_0RD0LC_1RB1RD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_4_2_2_600,direct
1RB1LC_1LA---_1RD0LA_0LC0RD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL2_params_1_1_100,direct
1RB1LC_1LA0LA_1RD0LC_0RD0RB,listC,fuel,,,no-match
1RB1LC_1LA0LA_1RD0LC_0RD1RB,listC,fuel,,,no-match
1RB1LC_1LA0LC_0LB0RD_1RD1LB,listC,unboarded,,,no-match
1RB1LC_1LA0LC_0LB0RD_1RD1LC,listC,unboarded,,,no-match
1RB1LC_1LA0LC_0RB1RD_0RD0LA,listC,fuel,,,no-match
1RB1LC_1LA0LC_0RD0LB_1RB1RD,listC,unboarded,,,no-match
1RB1LC_1LA0LC_1LB1RD_0RD0RC,listC,unboarded,,,no-match
1RB1LC_1LA0LC_1RB1RD_0RD0LA,listC,fuel,,,no-match
1RB1LC_1LA0LD_0RC1LB_1RC0LD,listC,fuel,,,no-match
1RB1LC_1LA0LD_1RC1LB_0LB0RC,listC,unboarded,,,no-match
1RB1LC_1LA0LD_1RC1LD_0LB0RC,listC,unboarded,,,no-match
1RB1LC_1LA0LD_1RD0LC_0RD1RB,listC,fuel,,,no-match
1RB1LC_1LA0RC_0RD0RB_0LD1LB,listC,unboarded,,,no-match
1RB1LC_1LA0RC_1LA0RD_0LA1RD,listC,unboarded,,,no-match
1RB1LC_1LA0RD_1LA---_0LB0RB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_1LA0RD_1LA---_0LB0RD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_1LA0RD_1LA---_0LC0RB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_1LA0RD_1LA---_0LC0RD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_1LA0RD_1LA0RD_0LA1RD,listC,unboarded,,,no-match
1RB1LC_1LA0RD_1LA0RD_0LC1RD,listC,unboarded,,,no-match
1RB1LC_1LA0RD_1LB---_0LB0RD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB1LC_1LA0RD_1LB---_0LC0RD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_4_2_2_600,direct
1RB1LC_1LA0RD_1RB1RD_0RD0LA,listC,fuel,,,no-match
1RB1LC_1LA0RD_1RD1LC_0LC1RB,listC,unboarded,,,no-match
1RB1LC_1LA1LA_1RD0LC_0RD0RB,listC,fuel,,,no-match
1RB1LC_1LA1LA_1RD0LC_0RD1RB,listC,fuel,,,no-match
1RB1LC_1LA1LC_1LB0RD_0LB1RD,listC,unboarded,,,no-match
1RB1LC_1LA1LC_1LB0RD_0LC1RD,listC,unboarded,,,no-match
1RB1LC_1LA1LD_0LB1RC_1LB0RC,listC,unboarded,,,no-match
1RB1LC_1LA1LD_0LD1RC_1LB0RC,listC,unboarded,,,no-match
1RB1LC_1LA1LD_0RC1LA_1RC0LD,listC,fuel,,,no-match
1RB1LC_1LA1LD_1LA0RD_0LA1RD,listC,unboarded,,,no-match
1RB1LC_1LA1LD_1LA0RD_0LC1RD,listC,unboarded,,,no-match
1RB1LC_1LA1RA_1LA0RD_0LA1RD,listC,unboarded,,,no-match
1RB1LC_1LA1RA_1LA0RD_0LC1RD,listC,unboarded,,,no-match
1RB1LC_1LA1RB_1LA0RD_0LC1RD,listC,unboarded,,,no-match
1RB1LC_1LA1RC_0RC1LD_1LA0LD,listC,fuel,,,no-match
1RB1LC_1LA1RC_1LA0RD_0LC1RD,listC,unboarded,,,no-match
1RB1LC_1LA1RC_1RB0LD_0RC1LD,listC,unboarded,,,no-match
1RB1LC_1LA1RD_0RB1LC_1RB0LC,listC,unboarded,,,no-match
1RB1LC_1LA1RD_0RD1LC_1RB0LC,listC,unboarded,,,no-match
1RB1LC_1LA1RD_1LA0LC_0RD0RA,listC,fuel,,,no-match
1RB1LC_1LA1RD_1LA0LC_0RD1LA,listC,fuel,,,no-match
1RB1LC_1LA1RD_1LA0LC_0RD1LC,listC,fuel,,,no-match
1RB1LC_1LA1RD_1LA0RD_0LA1RD,listC,unboarded,,,no-match
1RB1LC_1LA1RD_1LA0RD_0LC1RD,listC,unboarded,,,no-match
1RB1LC_1LA1RD_1LD0LC_0RD1LA,listC,fuel,,,no-match
1RB1LC_1LA1RD_1RB1LC_0LC0RB,listC,unboarded,,,no-match
1RB1LC_1LB0RA_0RD0LA_1LA1RD,listC,unboarded,,,no-match
1RB1LC_1LB1LA_1RD0LA_0LC0RD,listC,unboarded,,,no-match
1RB1LC_1LB1LA_1RD0LC_0RD0RB,listC,fuel,,,no-match
