machine,list,wave4_status,mxdys_status,mxdys_decider,match_kind
0RB1RD_1RC0LC_1LA---_1LC0RD,listC,drift,nonhalt,NGRAM_CPS_IMPL2_params_2_2_200,direct
0RB1RD_1RC0LC_1LA0LA_1LB0RD,listC,drift,,,no-match
0RB1RD_1RC0LD_1LA1RB_0RB1LD,listC,unboarded,,,no-match
0RB1RD_1RC0LD_1LA1RB_0RC1LD,listC,unboarded,,,no-match
0RB1RD_1RC0RA_0LC1LB_1LC0RD,listC,fuel,,,no-match
0RB1RD_1RC1LA_1LD1RB_0RC0LD,listC,unboarded,,,no-match
0RB1RD_1RC1LB_0LA1RD_0LB0RC,listC,unboarded,,,no-match
0RB1RD_1RC1LB_0LB1RD_1LA0RC,listC,unboarded,,,no-match
0RB1RD_1RC1LB_1LA1RD_0LB0RC,listC,unboarded,,,no-match
0RB1RD_1RC1LC_0LC1RD_1LA0RD,listC,fuel,,,no-match
0RB1RD_1RC1LD_0RD0LD_1LA0RC,listC,drift,,,no-match
0RB1RD_1RC1RA_0LC1LB_1LC0RD,listC,fuel,,,no-match
0RB1RD_1RC1RB_0LC1LA_1LC0RD,listC,fuel,,,no-match
1RB---_0LB1RC_0RD---_1LB0RC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_0LB1RC_1LB0RD_0RC---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_0LB1RC_1LD1RA_0RA0LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_3_3_1600,direct
1RB---_0LC0LA_1LB1RD_1LC0RD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_0LC0RB_0LD1LC_1RA1RD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_4_2_2_600,direct
1RB---_0LC0RB_1LD1LA_0RC1LC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_0LC0RB_1LD1LA_1RB1LC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_0LC0RB_1RB1LD_1LC---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_0LC0RD_0LD1LC_1RA0RB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_3_3_1600,direct
1RB---_0LC0RD_1LA1LC_0LA0RB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_0LC0RD_1RD1LC_0LA1RB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL2_params_1_1_100,direct
1RB---_0LC1LD_0RC1LA_1RC0LD,listC,fuel,nonhalt,NGRAM_CPS_IMPL2_params_2_2_200,direct
1RB---_0LC1RA_0LD0RB_1LA1LC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_0LC1RA_1LD1RC_0RA0LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_0LC1RB_1LA1LD_1LC0RB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_0LC1RB_1LD0RB_1LA1LC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_0LC1RC_0LD0RC_1LA1LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_4_2_2_600,direct
1RB---_0LC1RC_0RC1LD_1LA0LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_4_2_2_600,direct
1RB---_0LC1RD_1LA1LC_0LA0RD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_4_2_2_600,direct
1RB---_0RC---_1LD0RB_0LD1RB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_0RC0LB_1LB1RD_1RC---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_0RC0LB_1RD---_1LB1RC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_0RC1RB_1LC0LD_0RA0LC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL2_params_1_1_100,direct
1RB---_1LB0LC_1RD0LC_0RD0LA,listC,fuel,nonhalt,NGRAM_CPS_IMPL2_params_1_1_100,direct
1RB---_1LB1LC_1RD0LA_0LC0RD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LB1RC_1RA1LD_0RA0LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_3_3_1600,direct
1RB---_1LC---_1RD0LC_0RD0LA,listC,fuel,nonhalt,NGRAM_CPS_IMPL2_params_1_1_100,direct
1RB---_1LC---_1RD1LB_0LB0RD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC0LA_0LB1RD_1LB0RD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC0LA_1RD1LB_0LC0RD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_4_2_2_600,direct
1RB---_1LC0LD_0RA0LC_1RA1RD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC0RA_0RB0LD_0LC---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC0RA_1LD0LC_0RB1RC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC0RA_1RC0LD_0LC1RA,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_3_3_1600,direct
1RB---_1LC0RB_0LC0LD_0RA---,listC,fuel,nonhalt,NGRAM_CPS_IMPL2_params_2_2_200,direct
1RB---_1LC0RB_0LC0LD_0RD1RA,listC,fuel,nonhalt,NGRAM_CPS_IMPL2_params_3_3_400,direct
1RB---_1LC0RB_0LC0LD_1RA0RA,listC,fuel,nonhalt,NGRAM_CPS_IMPL2_params_1_1_100,direct
1RB---_1LC0RB_0LC0LD_1RA1RA,listC,fuel,nonhalt,NGRAM_CPS_IMPL2_params_1_1_100,direct
1RB---_1LC0RB_0LC0LD_1RD1RA,listC,fuel,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC0RB_0LC0RD_0LA1LA,listC,fuel,nonhalt,NGRAM_CPS_IMPL2_params_1_1_100,direct
1RB---_1LC0RB_0LC0RD_1LA0LD,listC,fuel,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC0RB_0LC0RD_1LA0RD,listC,fuel,nonhalt,NGRAM_CPS_IMPL2_params_1_1_100,direct
1RB---_1LC0RB_0LC0RD_1LA1LA,listC,fuel,nonhalt,NGRAM_CPS_IMPL2_params_1_1_100,direct
1RB---_1LC0RB_0LC0RD_1LA1LD,listC,fuel,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC0RB_0LC0RD_1LA1RC,listC,fuel,nonhalt,NGRAM_CPS_IMPL2_params_1_1_100,direct
1RB---_1LC0RB_0LD1LA_0LD0RA,listC,fuel,nonhalt,NGRAM_CPS_IMPL2_params_2_2_200,direct
1RB---_1LC0RB_1LD1LA_0LC0RC,listC,fuel,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC0RB_1LD1LA_0LC1RB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC0RB_1LD1RB_0LC0LA,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC0RB_1LD1RB_0LC1LA,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC0RB_1RD0LC_1LB1RA,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC0RD_0LC1RB_0RB---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1LB_1RD1LA_0LB0RD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_3_3_1600,direct
1RB---_1LC1LC_1RD0LC_0RD1LA,listC,fuel,nonhalt,NGRAM_CPS_IMPL2_params_1_1_100,direct
1RB---_1LC1LD_0RA0LC_1RA1RD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_3_3_1600,direct
1RB---_1LC1LD_0RC1LA_1RC0LD,listC,fuel,nonhalt,NGRAM_CPS_IMPL2_params_3_3_400,direct
1RB---_1LC1RA_---0LD_0RA0LC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RA_---0LD_0RA0LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RA_0LC0LD_0RA0RC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RA_0LC0LD_0RA1RC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_4_2_2_600,direct
1RB---_1LC1RA_0RA0LC_------,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RA_0RB0LD_0LC0LC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RA_0RB0LD_0RC0LC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RA_0RB0LD_0RD0LC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RA_0RB0LD_1LC0LC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RA_0RB0LD_1RA0LC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RA_0RB0LD_1RC0LC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RA_0RB0LD_1RD0LC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RA_0RD0LC_0LB0RA,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RA_0RD0LC_1LC1RB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RA_0RD0LC_1RB---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RA_0RD0LD_1RA0LC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RA_1LD0LC_0RD0RA,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RA_1RB0LD_0RC0LC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RA_1RB0LD_0RC0LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RA_1RD0LC_0LD0RA,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RB_0RA1LD_0RB0LC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL2_params_1_1_100,direct
1RB---_1LC1RB_1RA1LD_0RB0LC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL2_params_1_1_100,direct
1RB---_1LC1RC_0LD0RC_1LA1LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_4_2_2_600,direct
1RB---_1LC1RC_0RC1LD_1LA0LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_4_2_2_600,direct
1RB---_1LC1RC_1RA0LD_0RA0LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RD_0RA0LC_0LD1RA,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RD_0RA0LC_1LB1RA,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RD_0RA0LC_1LC1RA,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RD_0RA0LC_1RA---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RD_0RA0LC_1RB---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RD_0RB0LC_0LD1RA,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_4_2_2_600,direct
1RB---_1LC1RD_0RB0LC_1LB1RA,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RD_0RB0LC_1LC1RA,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RD_0RB0LC_1RA0LB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RD_0RB0LC_1RA0LC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RD_0RB0LC_1RA0RB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RD_0RB0LC_1RA0RC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RD_0RB0LC_1RA1RA,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RD_0RB0LC_1RA1RC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RD_0RB0LC_1RA1RD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_4_2_2_600,direct
1RB---_1LC1RD_0RB0LC_1RB1RA,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RD_0RD0LC_1RB---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1LC1RD_1LA0LC_0RD0LA,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_4_2_2_600,direct
1RB---_1LC1RD_1LA1LC_0LC0RD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_4_2_2_600,direct
1RB---_1RC---_0LD0RC_0LA1LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_4_2_2_600,direct
1RB---_1RC---_1LD1RA_0RA0LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1RC---_1LD1RB_0RA0LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1RC---_1LD1RB_0RC0LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1RC0LD_1LB1RA_0RA0LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1RC0LD_1LD1RA_0RC0LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_3_3_1600,direct
1RB---_1RC0LD_1LD1RB_0RA0LB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL2_params_1_1_100,direct
1RB---_1RC0RC_0LD0RB_0LA1LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1RC0RC_1LD1RA_0RC0LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_3_3_1600,direct
1RB---_1RC0RD_1LD1RA_0RC0LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_3_3_1600,direct
1RB---_1RC1LB_0LB1RD_0RA0RC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL2_params_2_2_200,direct
1RB---_1RC1LB_0LB1RD_1RA0RC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL2_params_2_2_200,direct
1RB---_1RC1LD_0LD0RC_0LA1LB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1RC1RA_1LD0LB_0RA0LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB---_1RC1RA_1LD0LB_0RB0LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_3_3_1600,direct
1RB---_1RC1RA_1LD1RA_0RC0LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_4_2_2_600,direct
1RB---_1RC1RA_1LD1RB_0RB0LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_3_3_1600,direct
1RB---_1RC1RC_0LD0RC_1LA1LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_4_2_2_600,direct
1RB---_1RC1RC_1LD1RA_0RC0LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_3_3_1600,direct
1RB---_1RC1RD_1LD1RA_0RC0LD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_3_3_1600,direct
1RB0LA_0LB0RC_1RD---_1LA1RC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB0LA_0LC0RA_1LB1RD_1LC0RD,listC,unboarded,,,no-match
1RB0LA_0LC0RB_1LC0RD_1LA1RD,listC,fuel,,,no-match
1RB0LA_0LC0RD_1LC1LA_0RB0RA,listC,fuel,,,no-match
1RB0LA_0LC0RD_1LD0RC_1LA0RB,listC,unboarded,,,no-match
1RB0LA_0RC0LC_1LD0RB_1LD0RA,listC,fuel,,,no-match
1RB0LA_0RC0LD_0RD0RB_1LD0RA,listC,fuel,,,no-match
1RB0LA_0RC0LD_1LD0RB_1LD0RA,listC,fuel,,,no-match
1RB0LA_0RC0LD_1LD1RC_1LA1LB,listC,unboarded,,,no-match
1RB0LA_0RC1LD_1LB1RC_0LA0LB,listC,unboarded,,,no-match
1RB0LA_0RC1LD_1LB1RC_1LA0LB,listC,unboarded,,,no-match
1RB0LA_0RC1RA_0LD0RB_1LD0LA,listC,fuel,,,no-match
1RB0LA_0RC1RA_0LD0RB_1LD1LB,listC,fuel,,,no-match
1RB0LA_0RC1RD_0LD0RB_1LD0LA,listC,fuel,,,no-match
1RB0LA_1LB0RC_1LA1RD_1RC---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB0LA_1LB1LC_1RD0LC_0RD0RA,listC,fuel,,,no-match
1RB0LA_1LC---_1LA0RD_0RB1RD,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_4_2_2_600,direct
1RB0LA_1LC---_1RD0RD_1LA1RC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB0LA_1LC0LA_1RD0RD_1LB1RC,listC,unboarded,,,no-match
1RB0LA_1LC0LC_1LA0RD_1RD0RB,listC,unboarded,,,no-match
1RB0LA_1LC0RA_0LC1RD_1LB0RD,listC,fuel,,,no-match
1RB0LA_1LC0RA_1RD1LB_0LC0RD,listC,unboarded,,,no-match
1RB0LA_1LC0RB_0LC0RD_1RD1LA,listC,fuel,,,no-match
1RB0LA_1LC0RB_1LD1RB_0LC0RA,listC,unboarded,,,no-match
1RB0LA_1LC0RB_1RA1LD_1LA---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB0LA_1LC0RB_1RA1RD_0LC1LD,listC,unboarded,,,no-match
1RB0LA_1LC0RC_0RD1LA_1LD1LC,listC,unboarded,,,no-match
1RB0LA_1LC0RD_0LC1LD_0RB1RA,listC,fuel,,,no-match
1RB0LA_1LC0RD_1LA1LB_0LB1RD,listC,unboarded,,,no-match
1RB0LA_1LC0RD_1LA1LB_0LC1RD,listC,unboarded,,,no-match
1RB0LA_1LC0RD_1RA1LA_---0RB,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB0LA_1LC1LA_1RD1LB_0LC0RD,listC,unboarded,,,no-match
1RB0LA_1LC1LD_1LA0RC_0RB1RD,listC,unboarded,,,no-match
1RB0LA_1LC1RD_1LA0RC_1RC---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB0LA_1RC0LD_1LD0RC_0RA0LB,listC,unboarded,,,no-match
1RB0LA_1RC0RA_1LD0RC_0LD1LB,listC,fuel,,,no-match
1RB0LA_1RC1LB_0LB1RD_0LA0RC,listC,unboarded,,,no-match
1RB0LB_0LB0RC_1LD1RC_1LA0RD,listC,unboarded,,,no-match
1RB0LB_0LB1RC_1RD0RC_1LA0LC,listC,fuel,,,no-match
1RB0LB_0LB1RC_1RD0RC_1LA1LC,listC,fuel,,,no-match
1RB0LB_0LC0RD_1LC1LA_0RC0RA,listC,unboarded,,,no-match
1RB0LB_0RC0LA_1LB1RD_1RC---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB0LB_0RC0LA_1RD---_1LA1RC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB0LB_0RC0LB_1RD---_1LA1RC,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB0LB_0RC1LB_1LA1RD_1RC0LB,listC,unboarded,,,no-match
1RB0LB_0RC1LB_1RD0LB_1LA1RC,listC,unboarded,,,no-match
1RB0LB_0RC1LD_1LB1RC_0RA0LB,listC,unboarded,,,no-match
1RB0LB_0RC1LD_1LB1RC_1LC1LA,listC,unboarded,,,no-match
1RB0LB_0RC1RA_1LC0LD_0RA0LC,listC,unboarded,,,no-match
1RB0LB_0RC1RD_0RD1RC_1LD0LA,listC,unboarded,,,no-match
1RB0LB_0RC1RD_1LC0LA_0RA0RB,listC,unboarded,,,no-match
1RB0LB_1LA0LC_0LB0RD_1RD0RC,listC,fuel,,,no-match
1RB0LB_1LA0LC_0LB0RD_1RD1LA,listC,fuel,,,no-match
1RB0LB_1LA0LC_0LB0RD_1RD1LB,listC,unboarded,,,no-match
1RB0LB_1LA0LC_0LB0RD_1RD1LC,listC,unboarded,,,no-match
1RB0LB_1LA0LC_1LC1RD_0RD1RA,listC,unboarded,,,no-match
1RB0LB_1LA0LC_1RD0LC_0RD0LA,listC,fuel,,,no-match
1RB0LB_1LA0LC_1RD0LC_0RD1LB,listC,fuel,,,no-match
1RB0LB_1LA0RC_1LD0RC_0LD0RA,listC,fuel,,,no-match
1RB0LB_1LA0RC_1LD0RC_0LD0RB,listC,fuel,,,no-match
1RB0LB_1LA0RC_1LD0RC_0LD1RA,listC,fuel,,,no-match
1RB0LB_1LA1LC_1LB0RD_0LB1RD,listC,unboarded,,,no-match
1RB0LB_1LA1LC_1LB0RD_0LC1RD,listC,unboarded,,,no-match
1RB0LB_1LA1LC_1RD0LC_0RD1LA,listC,fuel,,,no-match
1RB0LB_1LA1RC_0LD0RB_1RB1LD,listC,unboarded,,,no-match
1RB0LB_1LA1RC_1LD0RC_0LD1RB,listC,fuel,,,no-match
1RB0LB_1LB0LC_0RD1LC_1RD1RA,listC,unboarded,,,no-match
1RB0LB_1LB1RC_1LA0RD_0RC0LB,listC,unboarded,,,no-match
1RB0LB_1LC---_0RA1RD_1LB0RD,listC,drift,nonhalt,NGRAM_CPS_IMPL2_params_1_1_100,direct
1RB0LB_1LC0LA_1LA1RD_1RC0RD,listC,unboarded,,,no-match
1RB0LB_1LC0LA_1LB0RD_0RB1RD,listC,unboarded,,,no-match
1RB0LB_1LC0LA_1LB1RD_1RC0RC,listC,unboarded,,,no-match
1RB0LB_1LC0LB_1LA1RD_1RC0RD,listC,unboarded,,,no-match
1RB0LB_1LC0LC_0LD1LD_1RD0LA,listC,fuel,,,no-match
1RB0LB_1LC0LC_0RA1RD_1LA0RD,listC,drift,,,no-match
1RB0LB_1LC0RD_0RA0LC_1LB0RD,listC,drift,,,no-match
1RB0LB_1LC0RD_0RA1RB_1LB0RD,listC,drift,,,no-match
1RB0LB_1LC0RD_1LA1LC_1LD0RA,listC,unboarded,,,no-match
1RB0LB_1LC0RD_1LC1LA_1RA1RD,listC,unboarded,,,no-match
1RB0LB_1LC1LC_1RA1RD_1LB0RD,listC,drift,,,no-match
1RB0LB_1LC1RA_0LC0LD_0RA0RB,listC,unboarded,,,no-match
1RB0LB_1LC1RD_0LB1RA_1LB0RD,listC,unboarded,,,no-match
1RB0LB_1LC1RD_0RA0LC_1LB0RD,listC,drift,,,no-match
1RB0LB_1LC1RD_0RA1RA_1LB0RD,listC,drift,,,no-match
1RB0LB_1LC1RD_0RB0LC_1RA1LD,listC,unboarded,,,no-match
1RB0LB_1LC1RD_0RB0LC_1RB0LA,listC,unboarded,,,no-match
1RB0LB_1LC1RD_0RB0LC_1RB1LA,listC,unboarded,,,no-match
1RB0LB_1LC1RD_0RD0LC_1RA1LD,listC,unboarded,,,no-match
1RB0LB_1LC1RD_1LA0LC_0RD1LC,listC,fuel,,,no-match
1RB0LB_1RC0LC_1RD1LA_1LB0RB,listC,unboarded,,,no-match
1RB0LB_1RC0LD_1LA1RA_0RA0LA,listC,unboarded,,,no-match
1RB0LB_1RC0LD_1LA1RB_0RA0LB,listC,unboarded,,,no-match
1RB0LB_1RC1LB_0LA1RD_0LB0RC,listC,unboarded,,,no-match
1RB0LB_1RC1LB_1LA1RD_0LB0RC,listC,unboarded,,,no-match
1RB0LB_1RC1LD_0LA0RC_0LA1LB,listC,unboarded,,,no-match
1RB0LB_1RC1LD_0LA0RC_1LA1LB,listC,unboarded,,,no-match
1RB0LB_1RC1LD_0LA0RC_1LB---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB0LB_1RC1LD_0LA0RD_1LB0RC,listC,unboarded,,,no-match
1RB0LB_1RC1LD_0LB0RC_1LB0LA,listC,unboarded,,,no-match
1RB0LB_1RC1LD_0LB0RC_1LB0RA,listC,unboarded,,,no-match
1RB0LB_1RC1LD_0LB0RC_1LB1RA,listC,unboarded,,,no-match
1RB0LB_1RC1LD_1LA0RB_0LC0LA,listC,unboarded,,,no-match
1RB0LB_1RC1LD_1RD0RC_1LB1LA,listC,unboarded,,,no-match
1RB0LB_1RC1RD_0LA1LA_1LB0RD,listC,drift,,,no-match
1RB0LC_0LA0RB_0RD1LC_1LA1RD,listC,unboarded,,,no-match
1RB0LC_0LA0RB_1RD---_1LD1LA,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB0LC_0LA0RB_1RD1LA_1LC---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL2_params_1_1_100,direct
1RB0LC_0LA0RB_1RD1LA_1LD1LC,listC,unboarded,,,no-match
1RB0LC_0LA0RD_1LA---_0RB---,listC,unboarded,nonhalt,NGRAM_CPS_IMPL1_params_2_2_2_1600,direct
1RB0LC_0LA1LA_0RD1LA_1LC1RD,listC,unboarded,,,no-match
1RB0LC_0LA1LD_0RD1LA_1LC1RD,listC,unboarded,,,no-match
1RB0LC_0LA1RA_0RD1LA_1LC1RD,listC,unboarded,,,no-match
1RB0LC_0LA1RD_0RD1LA_1LC1RD,listC,unboarded,,,no-match
