0RB---_0LC0RB_1LD---_1RB1LC	A	0	2	2	25	20000	33
0RB---_0LC0RB_1RB1LD_1LC---	A	0	2	2	25	20000	35
0RB---_0RC0LB_1LB1RD_1RC---	A	0	2	2	25	20000	35
0RB---_0RC0LB_1RD---_1LB1RC	A	0	2	2	25	20000	33
0RB---_1LC---_0LD0RC_1RC1LD	A	0	2	2	25	20000	66
0RB---_1LC---_0LD1RC_1RC1LD	A	0	2	2	25	20000	19
0RB---_1LC---_0RD0LC_1LC1RD	A	0	2	2	25	20000	66
0RB---_1LC---_0RD1LC_1LC1RD	A	0	2	2	25	20000	19
0RB---_1LC---_1LD0LD_1RD1LC	A	0	2	2	25	20000	9
0RB---_1LC---_1LD0RD_1RC0LC	A	0	2	2	25	20000	22
0RB---_1LC---_1LD1RC_0RC0LD	A	0	2	2	25	20000	66
0RB---_1LC---_1RD0LD_1LC0RC	A	0	2	2	25	20000	22
0RB---_1LC---_1RD1LB_0LB0RD	A	0	2	2	25	20000	33
0RB---_1LC---_1RD1LC_0LC0RD	A	0	2	2	25	20000	66
0RB---_1LC---_1RD1LC_0LC1RD	A	0	2	2	25	20000	19
0RB---_1LC0LA_1RD1LB_0LC0RD	A	9	2	2	34	20000	35
0RB---_1LC0RC_1RB0LD_1LD0LB	A	0	2	2	25	20000	24
0RB---_1LC1RD_0RB0LC_1RB---	A	0	2	2	25	20000	35
0RB---_1LC1RD_0RD0LC_1RB1LD	A	0	2	2	25	20000	33
0RB---_1RC---_0LD0RC_1RC1LD	A	0	2	2	25	20000	66
0RB---_1RC---_0LD1RC_1RC1LD	A	0	2	2	25	20000	19
0RB---_1RC---_0RD0LC_1LC1RD	A	0	2	2	25	20000	66
0RB---_1RC---_0RD1LC_1LC1RD	A	0	2	2	25	20000	19
0RB---_1RC---_1LD0RD_1RC0LC	A	0	2	2	25	20000	22
0RB---_1RC---_1LD1RB_0RB0LD	A	0	2	2	25	20000	33
0RB---_1RC---_1LD1RC_0RC0LD	A	0	2	2	25	20000	66
0RB---_1RC---_1LD1RC_0RC1LD	A	0	2	2	25	20000	19
0RB---_1RC---_1RD0LD_1LC0RC	A	0	2	2	25	20000	27
0RB---_1RC---_1RD0RD_1LD1RC	A	0	2	2	25	20000	9
0RB---_1RC---_1RD1LC_0LC0RD	A	0	2	2	25	20000	66
0RB---_1RC0LC_1LB0RD_1RD0RB	A	0	2	2	25	20000	24
0RB---_1RC1LD_0LB0RC_1LB---	A	0	2	2	25	20000	35
0RB---_1RC1LD_0LD0RC_1LB1RD	A	0	2	2	25	20000	33
0RB0LA_1RC1LD_1LA0RD_1LD1LB	A	4	4	2	29	20000	43
0RB0LC_1LA1RB_1RC1RD_1LA1RC	B	4	4	2	29	20000	43
0RB0LC_1LC0RA_1RD1LB_0LC0RD	A	9	2	2	34	20000	48
0RB0LC_1LC1RA_1RD1LB_0LC0RD	A	9	2	2	34	20000	48
0RB0LC_1RC0LA_1LD1RB_0RC0LD	A	9	2	2	34	20000	35
0RB0LC_1RC1LA_1LD1RB_0RC0LD	A	9	2	2	34	20000	35
0RB0LD_0LC1RA_1LA1RD_1RD1RC	B	6	4	2	31	20000	43
0RB0LD_0LC1RC_1LA1RD_1RD1RC	B	4	4	2	29	20000	43
0RB0LD_0RC1RC_1LA1RD_1RD1RC	B	4	4	2	29	20000	56
0RB0LD_1LA1RC_1LA1RD_1RD1RC	B	3	4	2	28	20000	43
0RB0LD_1LC0LD_1LA1RD_1RD1RC	B	4	4	2	29	20000	43
0RB0LD_1LC0RA_1RD1LB_0LC0RD	A	9	2	2	34	20000	46
0RB0LD_1LC0RD_1LA1RD_1RD1RC	B	4	4	2	29	20000	56
0RB0LD_1LC1RA_1LA1RD_1RD1RC	B	4	4	2	29	20000	43
0RB0LD_1LC1RA_1RD1LB_0LC0RD	A	9	2	2	34	20000	48
0RB0LD_1LC1RB_1LA1RD_1RD1RC	B	6	4	2	31	20000	50
0RB0LD_1LC1RD_1RA0LD_1RD1RB	A	3	4	2	28	20000	43
0RB0LD_1RC---_1LA1RD_1RD1RC	B	1	4	2	26	20000	43
0RB0LD_1RC0LA_1LD1RB_0RC0LD	A	9	2	2	34	20000	35
0RB0RC_1LA1RB_1LC1LD_1RA1LC	B	4	4	2	29	20000	43
0RB0RC_1LC0RA_1RD1LB_0LC0RD	A	9	2	2	34	20000	35
0RB0RC_1LC1RA_1RD1LB_0LC0RD	A	9	2	2	34	20000	35
0RB0RC_1LC1RD_0RD0LC_1RB1LA	A	18	2	2	43	20000	41
0RB0RC_1RC0LA_1LD1RB_0RC0LD	A	9	2	2	34	20000	48
0RB0RC_1RC1LA_1LD1RB_0RC0LD	A	9	2	2	34	20000	48
0RB0RD_1LA1LC_1RA1LD_1LD1LC	B	3	4	2	28	20000	43
0RB0RD_1LC---_1RA1LD_1LD1LC	B	1	4	2	26	20000	43
0RB0RD_1LC0RA_1RD1LB_0LC0RD	A	9	2	2	34	20000	35
0RB0RD_1RC0LA_1LD1RB_0RC0LD	A	9	2	2	34	20000	46
0RB0RD_1RC1LA_1LD1RB_0RC0LD	A	9	2	2	34	20000	48
0RB0RD_1RC1LD_1LA0RD_1LD1LB	A	3	4	2	28	20000	43
0RB1LB_1LC0RA_1RD1LB_0LC0RD	A	9	2	2	34	20000	35
0RB1LB_1RC1LD_0LA0RD_1LD1LB	A	3	4	2	28	20000	43
0RB1LC_0LC---_1RD0LC_0LA1RC	B	1	4	2	26	20000	10
0RB1LC_0LC---_1RD0LC_0LA1RD	B	1	2	2	26	20000	8
0RB1LC_0LC---_1RD0LC_1LA0RC	B	1	2	2	26	20000	15
0RB1LC_0LC---_1RD0LC_1LA1RA	B	1	2	2	26	20000	8
0RB1LC_0LC---_1RD0LC_1LA1RD	B	1	4	2	26	20000	10
0RB1LC_0LC---_1RD0RC_0LA1RC	B	1	2	2	26	20000	11
0RB1LC_0RC---_1RD0LC_0LA1RC	B	1	4	2	26	20000	10
0RB1LC_0RC---_1RD0LC_0LA1RD	B	1	2	2	26	20000	8
0RB1LC_0RC---_1RD0LC_1LA0RC	B	1	2	2	26	20000	15
0RB1LC_0RC---_1RD0LC_1LA1RA	B	1	2	2	26	20000	8
0RB1LC_0RC---_1RD0LC_1LA1RD	B	1	4	2	26	20000	10
0RB1LC_0RC---_1RD0RC_0LA1RC	B	1	2	2	26	20000	11
0RB1LC_1LC1RD_1RA0LD_1RD1RB	A	3	4	2	28	20000	43
0RB1LC_1RC1LD_0LA0RD_1LD1LB	A	5	4	2	30	20000	43
0RB1LD_0LC1RD_0LD---_1LA0LD	C	2	2	2	27	20000	11
0RB1LD_0LC1RD_0LD---_1LA0RD	C	2	4	2	27	20000	10
0RB1LD_0LC1RD_0RD---_1LA0LD	C	2	2	2	27	20000	11
