0RB1LD_0LC1RD_0RD---_1LA0RD	C	2	4	2	27	20000	10
0RB1LD_0RC1RD_0LD---_1LA0LD	C	2	2	2	27	20000	11
0RB1LD_0RC1RD_0LD---_1LA0RD	C	2	4	2	27	20000	10
0RB1LD_0RC1RD_0RD---_1LA0LD	C	2	2	2	27	20000	11
0RB1LD_0RC1RD_0RD---_1LA0RD	C	2	4	2	27	20000	10
0RB1LD_1LC0RA_1RD1LB_0LC0RD	A	9	2	2	34	20000	46
0RB1LD_1LC1RA_1RD1LB_0LC0RD	A	9	2	2	34	20000	35
0RB1LD_1RC0LA_1LD1RB_0RC0LD	A	9	2	2	34	20000	35
0RB1RB_1LC1RD_0RA0LD_1RD1RB	A	3	4	2	28	20000	43
0RB1RB_1RC0LA_1LD1RB_0RC0LD	A	9	2	2	34	20000	35
0RB1RC_0LC---_1LD0LC_0RA1LC	B	1	2	2	26	20000	11
0RB1RC_0LC---_1LD0RC_0RA1LC	B	1	4	2	26	20000	10
0RB1RC_0LC---_1LD0RC_0RA1LD	B	1	2	2	26	20000	8
0RB1RC_0LC---_1LD0RC_1RA0LC	B	1	2	2	26	20000	15
0RB1RC_0LC---_1LD0RC_1RA1LA	B	1	2	2	26	20000	8
0RB1RC_0LC---_1LD0RC_1RA1LD	B	1	4	2	26	20000	10
0RB1RC_0RC---_1LD0LC_0RA1LC	B	1	2	2	26	20000	11
0RB1RC_0RC---_1LD0RC_0RA1LC	B	1	4	2	26	20000	10
0RB1RC_0RC---_1LD0RC_0RA1LD	B	1	2	2	26	20000	8
0RB1RC_0RC---_1LD0RC_1RA0LC	B	1	2	2	26	20000	15
0RB1RC_0RC---_1LD0RC_1RA1LA	B	1	2	2	26	20000	8
0RB1RC_0RC---_1LD0RC_1RA1LD	B	1	4	2	26	20000	10
0RB1RC_1LC1RD_0RD0LC_1RB1LA	A	18	2	2	43	20000	33
0RB1RC_1RC1LD_1LA0RD_1LD1LB	A	3	4	2	28	20000	43
0RB1RD_1LC0RA_1RD1LB_0LC0RD	A	9	2	2	34	20000	35
0RB1RD_1RC0LA_1LD1RB_0RC0LD	A	9	2	2	34	20000	46
0RB1RD_1RC1LA_1LD1RB_0RC0LD	A	9	2	2	34	20000	35
1RB---_0LB1LC_1RD0LB_0LB1RC	A	0	2	2	25	20000	19
1RB---_0LB1LC_1RD0LB_0RB1RC	A	0	2	2	25	20000	21
1RB---_0LB1LC_1RD0LB_1LD1RC	A	0	2	2	25	20000	27
1RB---_0LB1LC_1RD1LB_1LC1RD	A	0	2	2	25	20000	19
1RB---_0LB1LC_1RD1LB_1RB1RD	A	0	2	2	25	20000	24
1RB---_0LC0LC_1RC1RD_1LB1RC	A	0	4	2	25	20000	43
1RB---_0LC0RB_1LD1LA_1RB1LC	A	3	2	2	28	20000	33
1RB---_0LC0RB_1LD1RC_1RB1LC	A	0	2	2	25	20000	33
1RB---_0LC0RB_1RB1LC_------	A	0	2	2	25	20000	66
1RB---_0LC0RB_1RB1LD_1LC---	A	0	2	2	25	20000	35
1RB---_0LC0RC_1LC1LD_1RB1LC	A	0	4	2	25	20000	43
1RB---_0LC1LB_1RC1RD_0LB1RC	A	0	4	2	25	20000	28
1RB---_0LC1LD_0RC1RD_1LB0RC	A	0	2	2	25	20000	21
1RB---_0LC1LD_1LB1RC_1RC0LC	A	0	2	2	25	20000	26
1RB---_0LC1LD_1LB1RC_1RC1LB	A	0	2	2	25	20000	19
1RB---_0LC1RB_1RB1LC_------	A	0	2	2	25	20000	19
1RB---_0LC1RD_0LD1LC_1RD1RB	A	0	4	2	25	20000	28
1RB---_0RC0LB_1LB1RC_------	A	0	2	2	25	20000	66
1RB---_0RC0LB_1LB1RD_1RC---	A	0	2	2	25	20000	35
1RB---_0RC0LB_1RD---_1LB1RC	A	0	2	2	25	20000	33
1RB---_0RC0LC_1LC1RD_0LD0RB	A	0	2	2	25	20000	69
1RB---_0RC0LD_1LC0RB_1RD0LC	A	0	4	2	25	20000	47
1RB---_0RC0RC_1LC1LD_1RB1LC	A	0	4	2	25	20000	43
1RB---_0RC0RC_1LC1RD_0LD0RB	A	0	2	2	25	20000	30
1RB---_0RC0RC_1LC1RD_1LD0RB	A	0	2	2	25	20000	54
1RB---_0RC1LB_1LB1RC_------	A	0	2	2	25	20000	19
1RB---_0RC1LD_1LC0RD_1RC0RB	A	0	4	2	25	20000	37
1RB---_0RC1LD_1LC1RD_1RC0LB	A	0	2	2	25	20000	27
1RB---_0RC1LD_1RD1RC_1LD1LB	A	0	2	2	25	20000	22
1RB---_0RC1RB_1LC1LD_0RB1LC	A	0	4	2	25	20000	35
1RB---_0RC1RD_0LC1LD_1RB0LC	A	0	2	2	25	20000	21
1RB---_1LB0LC_1RC1LD_1RD0LB	A	0	4	2	25	20000	36
1RB---_1LB0LC_1RC1RD_1LB1RC	A	0	4	2	25	20000	43
1RB---_1LB0LC_1RD1RB_1RD0RB	A	0	4	2	25	20000	61
1RB---_1LB0RC_1LC1LD_1RB1LC	A	0	4	2	25	20000	43
1RB---_1LB1LC_0RD1LB_1RB1RD	A	0	2	2	25	20000	22
1RB---_1LB1LC_1RD0LD_1LB1RD	A	0	2	2	25	20000	26
1RB---_1LB1LC_1RD1LB_1LB1RD	A	0	2	2	25	20000	19
1RB---_1LB1RC_0LC0RD_0RB0RB	A	0	2	2	25	20000	30
1RB---_1LB1RC_1LC0RD_0RB0RB	A	0	2	2	25	20000	54
1RB---_1LB1RC_1RB0RB_------	A	0	2	2	25	20000	9
1RB---_1LC---_1RD0LB_1LC0RC	A	0	2	2	25	20000	20
1RB---_1LC---_1RD1LB_0LB0RD	A	0	2	2	25	20000	33
1RB---_1LC0LA_1RD1LB_0LC0RD	A	23	2	2	48	20000	35
1RB---_1LC0LB_1LB1RD_1RC0RD	A	0	2	2	25	20000	39
1RB---_1LC0LC_1RC1LB_------	A	0	2	2	25	20000	9
1RB---_1LC0LC_1RC1LD_1RD0LB	A	0	2	2	25	20000	62
1RB---_1LC0RB_0LB1RD_1RC0RD	A	0	4	2	25	20000	63
1RB---_1LC0RC_1RB0LB_------	A	0	2	2	25	20000	22
1RB---_1LC0RC_1RB0LD_1LC---	A	0	2	2	25	20000	20
1RB---_1LC0RD_0LD1LB_0RD1RB	A	0	2	2	25	20000	21
1RB---_1LC0RD_1RB0LB_1RB---	A	0	2	2	25	20000	20
1RB---_1LC0RD_1RB0LB_1RD0RC	A	0	2	2	25	20000	24
1RB---_1LC1LD_0LB1RD_1RC0LB	A	0	2	2	25	20000	19
1RB---_1LC1LD_1LB0RB_1RC1LB	A	0	4	2	25	20000	43
1RB---_1LC1LD_1LC1RD_1RC0LB	A	0	2	2	25	20000	27
1RB---_1LC1RB_0RB0LC_------	A	0	2	2	25	20000	66
1RB---_1LC1RB_1LB0LD_1RC0RC	A	0	2	2	25	20000	29
1RB---_1LC1RC_0RB1LD_0LC0LD	A	0	4	2	25	20000	82
1RB---_1LC1RD_---0LD_1RD1RB	A	0	4	2	25	20000	43
1RB---_1LC1RD_0RD0LC_1RB---	A	0	2	2	25	20000	33
1RB---_1LC1RD_1LD1LC_0RD1RB	A	0	2	2	25	20000	24
1RB---_1LC1RD_1RD0LD_1RC1RB	A	0	4	2	25	20000	43
1RB---_1RC---_1LD0RB_1RC0LC	A	0	2	2	25	20000	20
1RB---_1RC---_1LD1RB_0RC0LD	A	0	2	2	25	20000	35
1RB---_1RC0LC_1LB0RB_------	A	0	2	2	25	20000	22
1RB---_1RC0LC_1LB0RD_1RC---	A	0	2	2	25	20000	20
1RB---_1RC0RC_1LD0LB_1LC1RD	A	0	2	2	25	20000	29
1RB---_1RC0RD_1LC0RB_0RC1LB	A	0	4	2	25	20000	35
1RB---_1RC0RD_1LC0RB_1LD1RC	A	0	2	2	25	20000	60
1RB---_1RC1LB_0LB0RC_------	A	0	2	2	25	20000	66
1RB---_1RC1LD_0LC0RD_1LD1LB	A	0	4	2	25	20000	43
1RB---_1RC1LD_1LB0RD_1LD1LB	A	0	4	2	25	20000	45
1RB---_1RC1LD_1RD1RC_0LD1LB	A	0	2	2	25	20000	24
1RB---_1RC1RA_1LD1RB_0RB0LD	A	13	2	2	38	20000	33
1RB0LB_1LC1RD_0RB0LC_1RB0LA	A	8	2	2	33	20000	35
1RB0LB_1LC1RD_0RB0LC_1RB1LA	A	8	2	2	33	20000	35
1RB0LB_1RC1LD_0LB0RC_1LB0LA	A	13	2	2	38	20000	46
1RB0LB_1RC1LD_0LB0RC_1LB0RA	A	5	2	2	30	20000	35
1RB0LB_1RC1LD_0LB0RC_1LB1RA	A	5	2	2	30	20000	35
1RB0LC_0LB1LA_1RC1RD_1LA1RC	B	4	4	2	29	20000	43
1RB0LC_0LC---_1RC1RD_1LA1RC	B	1	4	2	26	20000	43
1RB0LC_1LA---_1RC1RD_1LA1RC	B	1	4	2	26	20000	43
1RB0LC_1LA0LC_1RC1RD_1LB1RC	A	2	4	2	27	20000	43
1RB0LC_1LB0LC_1RC1RD_1LA1RC	B	2	4	2	27	20000	43
1RB0LC_1LB0RC_1RC1RD_1LA1RC	B	2	4	2	27	20000	43
1RB0LC_1LB1RA_1RC1RD_1LA1RC	B	2	4	2	27	20000	43
1RB0LC_1LC0RA_1RD1LB_0LC0RD	A	23	2	2	48	20000	46
1RB0LC_1LC1LA_1RD1LB_0LC0RD	A	25	2	2	50	20000	46
1RB0LC_1LC1RA_1RD1LB_0LC0RD	A	23	2	2	48	20000	46
1RB0LC_1LC1RD_0RB0LC_1RB0LA	A	8	2	2	33	20000	35
1RB0LC_1RC1LD_0LB0RC_1LB0LA	A	13	2	2	38	20000	46
1RB0LC_1RC1LD_0LB0RC_1LB0RA	A	5	2	2	30	20000	35
1RB0LC_1RC1LD_0LB0RC_1LB1RA	A	5	2	2	30	20000	35
1RB0LC_1RC1LD_0LD0RC_1LB0LA	A	4	2	2	29	20000	33
1RB0LC_1RC1LD_0LD0RC_1LB1LA	A	4	2	2	29	20000	33
1RB0LD_0LB1RC_1LA1RD_1RD1RC	B	2	4	2	27	20000	43
1RB0LD_0RC0LA_1LA1RD_1RD1RC	B	4	4	2	29	20000	43
1RB0LD_0RC1LC_1LA1RD_1RD1RC	B	4	4	2	29	20000	43
1RB0LD_0RC1RC_1LA1RD_1RD1RC	B	4	4	2	29	20000	43
1RB0LD_1LC0RA_1RD1LB_0LC0RD	A	23	2	2	48	20000	46
1RB0LD_1LC0RD_0LC1LA_1RA0RB	A	1456	2	2	1481	20000	1
1RB0LD_1LC1LA_1RD1LB_0LC0RD	A	25	2	2	50	20000	46
1RB0LD_1LC1RA_0RB0LC_---0LB	D	8	2	2	33	20000	35
1RB0LD_1LC1RA_0RB0LC_---0LC	D	8	2	2	33	20000	35
1RB0LD_1LC1RA_0RB0LC_---0RB	D	8	2	2	33	20000	48
1RB0LD_1LC1RA_0RB0LC_---0RC	D	8	2	2	33	20000	46
1RB0LD_1LC1RA_0RB0LC_---1LC	D	8	2	2	33	20000	35
1RB0LD_1LC1RA_0RB0LC_---1RA	D	8	2	2	33	20000	35
1RB0LD_1LC1RA_0RB0LC_---1RC	D	8	2	2	33	20000	46
1RB0LD_1LC1RA_0RB0LC_0LB0LD	D	9	2	2	34	20000	35
1RB0LD_1LC1RA_0RB0LC_0LB0RD	D	9	2	2	34	20000	35
1RB0LD_1LC1RA_0RB0LC_0LB1LD	D	9	2	2	34	20000	35
1RB0LD_1LC1RA_0RB0LC_0LB1RD	D	9	2	2	34	20000	35
1RB0LD_1LC1RA_0RB0LC_0LC0LD	D	9	2	2	34	20000	35
1RB0LD_1LC1RA_0RB0LC_0LC0RD	D	9	2	2	34	20000	48
1RB0LD_1LC1RA_0RB0LC_0LC1RD	D	9	2	2	34	20000	35
1RB0LD_1LC1RA_0RB0LC_0RB0LD	D	9	2	2	34	20000	35
1RB0LD_1LC1RA_0RB0LC_0RB0RD	D	9	2	2	34	20000	46
1RB0LD_1LC1RA_0RB0LC_0RB1LD	D	9	2	2	34	20000	35
1RB0LD_1LC1RA_0RB0LC_0RB1RD	D	9	2	2	34	20000	46
1RB0LD_1LC1RA_0RB0LC_0RC0LD	D	9	2	2	34	20000	35
1RB0LD_1LC1RA_0RB0LC_0RC0RD	D	9	2	2	34	20000	46
1RB0LD_1LC1RA_0RB0LC_0RC1LD	D	9	2	2	34	20000	35
1RB0LD_1LC1RA_0RB0LC_0RC1RD	D	9	2	2	34	20000	46
1RB0LD_1LC1RA_0RB0LC_1LC0LD	D	9	2	2	34	20000	35
1RB0LD_1LC1RA_0RB0LC_1LC0RD	D	9	2	2	34	20000	48
1RB0LD_1LC1RA_0RB0LC_1RA0LD	D	9	2	2	34	20000	35
1RB0LD_1LC1RA_0RB0LC_1RA0RD	D	9	2	2	34	20000	48
1RB0LD_1LC1RA_0RB0LC_1RB1RD	D	9	2	2	34	20000	35
1RB0LD_1LC1RA_0RB0LC_1RC0LD	D	9	2	2	34	20000	35
1RB0LD_1LC1RA_0RB0LC_1RC0RD	D	9	2	2	34	20000	46
1RB0LD_1LC1RA_0RB0LC_1RC1LD	D	9	2	2	34	20000	35
1RB0LD_1LC1RA_0RB0LC_1RC1RD	D	9	2	2	34	20000	46
1RB0LD_1LC1RA_1RD1LB_0LC0RD	A	23	2	2	48	20000	46
1RB0LD_1RC0LA_1LD1RB_0RB0LD	A	13	2	2	38	20000	33
1RB0LD_1RC1LD_0LA0RD_1LD1LB	A	3	4	2	28	20000	56
1RB0LD_1RC1LD_0LD0RC_1LB0LA	A	4	2	2	29	20000	33
1RB0LD_1RC1LD_0LD0RC_1LB1LA	A	4	2	2	29	20000	33
1RB0RB_1LC1RD_0RB0LC_1RB0LA	A	8	2	2	33	20000	48
1RB0RB_1LC1RD_0RB0LC_1RB1LA	A	8	2	2	33	20000	48
1RB0RB_1RC0LA_1LD1RB_0RB0LD	A	13	2	2	38	20000	41
1RB0RB_1RC1LD_0LB0RC_1LB0RA	A	5	2	2	30	20000	35
1RB0RB_1RC1LD_0LB0RC_1LB1RA	A	5	2	2	30	20000	35
1RB0RB_1RC1LD_1LA0RD_1LD1LB	A	3	4	2	28	20000	44
1RB0RC_0LB1LA_1LC1LD_1RA1LC	B	4	4	2	29	20000	43
1RB0RC_0LC---_1LC1LD_1RA1LC	B	1	4	2	26	20000	43
1RB0RC_0RC---_1LC1LD_1RA1LC	B	1	4	2	26	20000	43
1RB0RC_1LA---_1LC1LD_1RA1LC	B	1	4	2	26	20000	43
1RB0RC_1LA0LC_1RC1RD_1LB1RC	A	2	4	2	27	20000	43
1RB0RC_1LA0RC_1LC1LD_1RB1LC	A	2	4	2	27	20000	43
1RB0RC_1LB0RC_1LC1LD_1RA1LC	B	2	4	2	27	20000	43
1RB0RC_1LB1RA_1LC1LD_1RA1LC	B	2	4	2	27	20000	43
1RB0RC_1LC1RD_0RB0LC_1RB0LA	A	8	2	2	33	20000	46
1RB0RC_1LC1RD_0RB0LC_1RB1LA	A	8	2	2	33	20000	48
1RB0RC_1RC0LA_1LD1RB_0RB0LD	A	17	2	2	42	20000	33
1RB0RC_1RC1LD_0LB0RC_1LB0LA	A	13	2	2	38	20000	48
1RB0RC_1RC1LD_0LB0RC_1LB0RA	A	5	2	2	30	20000	35
1RB0RC_1RC1LD_0LD0RC_1LB0LA	A	4	2	2	29	20000	33
1RB0RC_1RC1LD_0LD0RC_1LB1LA	A	4	2	2	29	20000	33
1RB0RD_0LB1LC_1RA1LD_1LD1LC	B	2	4	2	27	20000	43
1RB0RD_1LC0RA_1RD1LB_0LC0RD	A	23	2	2	48	20000	35
1RB0RD_1LC1LA_1RD1LB_0LC0RD	A	25	2	2	50	20000	42
1RB0RD_1LC1RA_0RB0LC_0LA---	D	8	2	2	33	20000	35
1RB0RD_1LC1RA_0RB0LC_0LC---	D	8	2	2	33	20000	48
1RB0RD_1LC1RA_0RB0LC_0LD0LB	D	10	2	2	35	20000	35
1RB0RD_1LC1RA_0RB0LC_0LD0LC	D	10	2	2	35	20000	35
1RB0RD_1LC1RA_0RB0LC_0LD0RB	D	10	2	2	35	20000	48
1RB0RD_1LC1RA_0RB0LC_0LD0RC	D	10	2	2	35	20000	46
1RB0RD_1LC1RA_0RB0LC_0LD1LA	D	37	2	2	62	20000	35
1RB0RD_1LC1RA_0RB0LC_0LD1LC	D	10	2	2	35	20000	35
1RB0RD_1LC1RA_0RB0LC_0LD1RA	D	10	2	2	35	20000	35
1RB0RD_1LC1RA_0RB0LC_0LD1RC	D	10	2	2	35	20000	46
1RB0RD_1LC1RA_0RB0LC_0RB---	D	8	2	2	33	20000	46
1RB0RD_1LC1RA_0RB0LC_0RC---	D	8	2	2	33	20000	46
1RB0RD_1LC1RA_0RB0LC_1LA---	D	8	2	2	33	20000	35
1RB0RD_1LC1RA_0RB0LC_1LB0LA	D	16	2	2	41	20000	35
1RB0RD_1LC1RA_0RB0LC_1LB0LC	D	16	2	2	41	20000	48
1RB0RD_1LC1RA_0RB0LC_1LB0RB	D	16	2	2	41	20000	46
1RB0RD_1LC1RA_0RB0LC_1LB0RC	D	16	2	2	41	20000	46
1RB0RD_1LC1RA_0RB0LC_1LB1LA	D	16	2	2	41	20000	35
1RB0RD_1LC1RA_0RB0LC_1LB1LC	D	16	2	2	41	20000	48
1RB0RD_1LC1RA_0RB0LC_1LB1RA	D	16	2	2	41	20000	48
1RB0RD_1LC1RA_0RB0LC_1LB1RC	D	16	2	2	41	20000	46
1RB0RD_1LC1RA_0RB0LC_1LC---	D	8	2	2	33	20000	48
1RB0RD_1LC1RA_0RB0LC_1LD0LC	D	16	2	2	41	20000	48
1RB0RD_1LC1RA_0RB0LC_1LD1LA	D	69	2	2	94	20000	35
1RB0RD_1LC1RA_0RB0LC_1LD1LC	D	14	2	2	39	20000	46
1RB0RD_1LC1RA_0RB0LC_1LD1RA	D	12	2	2	37	20000	46
1RB0RD_1LC1RA_0RB0LC_1LD1RC	D	10	2	2	35	20000	35
1RB0RD_1LC1RA_0RB0LC_1RA---	D	8	2	2	33	20000	48
1RB0RD_1LC1RA_0RB0LC_1RC---	D	8	2	2	33	20000	46
1RB0RD_1RC0LA_1LD1RB_0RB0LD	A	13	2	2	38	20000	39
1RB0RD_1RC1LA_1LD1RB_0RB0LD	A	13	2	2	38	20000	41
1RB0RD_1RC1LD_0LA0RD_1LD1LB	A	3	4	2	28	20000	43
1RB0RD_1RC1LD_0LB0RC_1LB0LA	A	13	2	2	38	20000	35
1RB0RD_1RC1LD_0LD0RC_1LB0LA	A	4	2	2	29	20000	33
1RB1LA_0LA0LC_1RC1RD_1LB1RC	A	3	4	2	28	20000	43
1RB1LA_0LA0RC_1LC1LD_1RB1LC	A	3	4	2	28	20000	43
1RB1LA_1RC1LD_0LA0RD_1LD1LB	A	5	4	2	30	20000	50
1RB1LB_1LA0LC_1RC1RD_1LB1RC	A	4	4	2	29	20000	49
1RB1LB_1LA0RC_1LC1LD_1RB1LC	A	4	4	2	29	20000	49
1RB1LB_1LC0RA_1RD1LB_0LC0RD	A	23	2	2	48	20000	35
1RB1LB_1LC1LA_1RD1LB_0LC0RD	A	25	2	2	50	20000	35
1RB1LB_1RC0LD_0RD0RA_1LD0LA	C	1141	2	2	1166	20000	1
1RB1LB_1RC1LD_0LD0RC_1LB0LA	A	4	2	2	29	20000	33
1RB1LC_0LA0RD_1RB1LD_1LD1LC	A	2	4	2	27	20000	43
1RB1LC_0LC0RB_1LA0LD_0LB---	D	3	2	2	28	20000	33
1RB1LC_0LC0RB_1LA0LD_0LC---	D	3	2	2	28	20000	33
1RB1LC_0LC0RB_1LA0LD_0RB---	D	3	2	2	28	20000	33
1RB1LC_0LC0RB_1LA0LD_0RC---	D	3	2	2	28	20000	33
1RB1LC_0LC0RB_1LA0LD_1LA---	D	3	2	2	28	20000	33
1RB1LC_0LC0RB_1LA0LD_1LB---	D	3	2	2	28	20000	33
1RB1LC_0LC0RB_1LA0LD_1RA0LB	D	7	2	2	32	20000	39
1RB1LC_0LC0RB_1LA0LD_1RA0LC	D	7	2	2	32	20000	39
1RB1LC_0LC0RB_1LA0LD_1RA0RB	D	7	2	2	32	20000	41
1RB1LC_0LC0RB_1LA0LD_1RA0RC	D	7	2	2	32	20000	33
1RB1LC_0LC0RB_1LA0LD_1RA1LA	D	7	2	2	32	20000	41
1RB1LC_0LC0RB_1LA0LD_1RA1LB	D	7	2	2	32	20000	39
1RB1LC_0LC0RB_1LA0LD_1RA1RC	D	7	2	2	32	20000	33
1RB1LC_0LC0RB_1LA0LD_1RC---	D	3	2	2	28	20000	33
1RB1LC_0LC0RB_1LA0RD_0LB---	D	3	2	2	28	20000	33
1RB1LC_0LC0RB_1LA0RD_0LC---	D	3	2	2	28	20000	33
1RB1LC_0LC0RB_1LA0RD_0RB---	D	3	2	2	28	20000	33
1RB1LC_0LC0RB_1LA0RD_0RC---	D	3	2	2	28	20000	33
1RB1LC_0LC0RB_1LA0RD_1LA---	D	3	2	2	28	20000	33
