0RB0LD_1RC---_0RD1RC_1LD0LA	4	3	120	120000	102
1RB1RD_1LC1RA_0RD0LC_0RB1LA	4	3	120	120000	188
1RB---_0RC1RB_1LC0LD_0RA0LC	4	3	120	120000	102
1RB1RA_0RC0LA_1LC0LD_0RA0LC	6	3	160	180000	202
0RB0LD_1RC1RB_0RD0LB_1LD0LA	6	3	160	180000	202
1RB1LC_0RC0LC_1LD1RA_0RA0LD	6	3	160	180000	226
0RB0LA_1RC1LD_0RD0LD_1LA1RB	6	3	160	180000	226
1RB0RD_1LC0LC_1RA1LB_0RC0RD	6	3	160	180000	182
